RT_SHOULDER_ANGLE_X,RT_SHOULDER_ANGLE_Y,RT_SHOULDER_ANGLE_Z
-3.997662758293785,87.97757801339239,32.42803371937727
-3.881304318712182,88.25442308777883,31.557048535953427
-3.8992434560237825,88.51642284316924,32.38841794261292
-3.968139294018755,88.45976593737493,27.7399791385874
-4.074139322852261,88.44021241185504,20.58655804491069
-3.9884671734733104,88.8712478319109,8.751142548109058
-1.3155956514499678,85.93258829368408,60.38830894977234
-1.929665880435266,86.8680568032581,41.17723632611079
-1.3559103436193425,87.25914644579429,35.09841136524271
-1.0641411044354356,87.43222025394834,32.23839022843619
-0.8458509298752972,87.62296537066253,37.305503899310125
-0.7468214110607221,87.75585960674768,29.167222004510975
-0.7674873937163227,87.76620156921331,37.14089228937941
-0.8158834730804188,87.7730290516022,34.080030019497215
-0.8973433590759612,87.87791652502364,27.54740346253071
-0.5820451709421661,88.5367920627424,15.36806670068107
-0.8417051482665272,87.9634418082814,-4.97549662032084
-1.1513245975174868,87.79841736395197,-41.091715030974186
-0.7284661024141599,88.07774262083798,-68.46544511480053
-0.6340365720727164,88.31127443231875,-94.00759855267717
-0.3536135522736572,88.5953338905094,-94.97962877150337
0.10930833848379962,88.87098498869804,-89.56351768141928
0.5479644469056382,88.96814839111222,-87.65272958014616
1.0864252631882039,89.15410778412196,-82.83609750272024
2.309341161321157,90.10328685672239,-47.64616485114024
5.070890168845722,89.90400983942361,5.265152882772227
6.08875066789372,89.49464602514676,20.471857505001154
7.1548561187423445,88.80182399797425,41.17070207553435
7.412272211416109,89.66440978652336,23.217401950500047
8.059038636811806,89.84587979858436,18.13063411687223
8.823738648432595,89.8040965997188,19.159092470533622
9.33089397143965,89.50793133449142,22.46658975779046
10.363125527120928,89.32779809362603,34.394175904769625
11.185637977780544,89.05058401400304,39.79137506647139
11.08887788766765,89.48395614980963,28.207507084993196
10.632863546857607,88.78605454508968,44.917797980995815
10.155668769325189,88.54480789502232,43.74095798697557
9.84287131154511,87.9714460291809,45.18965702724084
9.555444013312695,87.63626340075906,26.6912005738224
8.81029593902744,87.67043632220397,50.07649126830991
10.883481860885269,87.8269805181909,24.909744084016737
13.005185129474285,89.01960457690303,18.720334903639085
14.34168726277187,89.56188899952005,19.604632204579033
15.364292985742821,89.66602572820139,25.615541992630583
15.671935269258853,89.23140409105986,42.585256531705156
15.220800543327329,89.04337027021624,42.947294923409814
14.802898678731452,88.692651919257,40.16948219896865
14.917930527296136,88.71041442746352,35.07828861296362
14.848069752380013,89.66903513274349,10.090199736053293
15.216553327218861,89.64844246629718,5.365774151576076
15.792682818062758,89.71111814669256,9.37216525936735
15.472816435177606,88.57982050319053,20.142086085304484
15.265279716675224,88.16574205351978,25.62133156718589
14.128873210680865,87.72862409963972,49.936808732499046
14.893275870802029,87.69775408707577,49.15900682761669
15.97024619261606,87.75672391025562,47.616813155638724
16.963306532263942,87.89251678813471,46.63330005541003
17.73839544363247,88.01519368314152,46.94168487514308
18.28037463584252,88.07053582934441,47.724111513268426
18.659039716211396,88.05440830391572,48.1108206359804
19.094547835741594,88.04309550520163,47.78360063922416
19.77921422013671,88.11986300400687,46.74870602743742
21.57571997869522,88.52657620745981,38.39506011317077
21.769861026344046,88.50205212351408,42.54048690468544
22.638499814022396,88.64849759120366,40.387458038259
23.791551580141117,89.63037300973137,22.717571189151855
23.963821149471045,88.55713394239818,40.75421249962686
24.472600714985504,88.44303157204276,42.33339486624361
24.899338649419064,88.37208154072196,43.65562891102762
25.221996955501396,88.29295549342613,44.52272047597258
25.739209845064266,88.24740327747813,44.887921615318405
26.542053249013577,88.18666070497946,45.04728174313355
28.38656879927396,88.34638708976533,44.859701568032236
28.248925528339328,87.93682535529466,44.62175844200853
28.79407925207485,87.77765207095652,44.9074786419465
29.210339600327444,87.68325641139214,46.27609857265303
29.698512545623487,87.75346526070989,47.96869131923101
30.458617194144125,87.9678090590589,48.583557761720286
31.25053469549411,88.21063760431464,47.00319047187797
31.72973533171384,88.3225838022529,43.85378304778639
31.811744538308858,88.19875833107477,41.437681911262914
31.715724660146435,87.93945811490171,41.05419094950189
31.74837674821731,87.7500617470344,41.691216775613626
32.05718090935386,87.65272258416944,41.9688665357924
32.595098974493624,87.60732992374174,41.58318635284992
33.3259797137552,87.60665501282934,40.728817873167614
34.224976183980715,87.69656520496707,39.54187035518608
35.06391648069052,87.8199384469194,38.57086181358618
35.679431838403616,87.86530376296884,38.00129296328619
36.123522225203004,87.81678497717488,37.392282333682786
36.613740414793284,87.77010813985203,36.299681965730244
37.24061764230996,87.78181109741071,35.319624263631894
37.911407340195666,87.80643298557813,35.36268543339462
38.55073410231597,87.80457911843291,36.231606029383826
39.11897204888683,87.78679529325116,37.14957675566596
39.58760088888002,87.78442784364552,37.78733410813449
39.99220217524012,87.81646432181043,37.87863410385266
40.37289922919351,87.83862359914922,37.371153778161116
40.67600902604826,87.74079205700967,36.857281740025215
