RT_SHOULDER_ANGLE_X,RT_SHOULDER_ANGLE_Y,RT_SHOULDER_ANGLE_Z
-3.0562077426266967,86.75022587359585,1.4813359028125035
-2.57706875099322,87.26713324516767,1.7112598384744615
-2.452073893146661,87.56951027471573,2.2948947715487122
-2.289804333304687,87.48848398586813,2.091323295401736
-2.4122454813547733,87.45660921122064,2.4393497575790377
-2.6747000841952513,87.23204450705093,2.333950994887914
-2.7379227645245408,87.08074478698848,2.2416409689588477
-2.6469611884409687,86.9746954489757,2.140120225428177
-2.489684252519538,86.85788635404002,2.0531259346634556
-2.0799586174672413,86.75712094708953,1.8485418527444608
-1.7389748508975629,86.46918480300086,1.3747401820353389
-1.2316562067950088,86.00000811806017,0.5444557442544351
-0.22478074510289048,85.44564238113102,-0.4417945159913472
1.3643299204113646,85.18800968096267,-1.2267889268224224
0.14700552522495514,86.45136371485881,-0.3713301701145042
3.377156796608091,88.07223665995348,1.1212550495183677
3.2384131311497413,89.00514015464154,2.143537562145468
3.19973847678267,89.24819040303299,1.9218810074008843
3.272466213133413,89.2118714973216,1.9730424706080214
3.349742152431361,89.00285011467518,1.3212204800967413
3.296771410248226,89.0753878393998,0.8651332900358284
3.3593595974624293,88.82400530314828,0.06195573767834617
3.437942008674554,88.57704556252364,-0.5571583038003496
3.6079401466755883,87.8854991465639,-1.4892145759017126
3.5636578271278836,86.90337416951232,-2.5157702364040517
-0.9206033560373328,85.60014505991207,-3.720875762493762
-0.7287179495361045,84.73210265958046,-5.216746140410294
-1.437282149988249,85.30872880324529,-4.904642388502623
-1.606795541327756,85.53859622078079,-5.2550621047916195
-1.9090852976707993,85.03218152136719,-6.263381941039711
-1.8869135161839097,84.92496105428475,-6.679781385554151
-1.7252653031343925,84.06231233420081,-8.368579867912217
-1.98019843166702,84.60893939401713,-8.449543887300479
-1.8162840434524128,84.0406965761088,-9.513546883374374
-1.6640672285593041,83.69780702981313,-10.769943115740688
-1.1011020956730135,82.64936671689541,-12.627061710144318
-1.3261145279981577,83.2134506482136,-12.945091625411948
-0.9297038170341807,82.44880958951737,-14.417690293764537
-0.786017525132479,82.53424510400778,-14.829034979870812
-0.8666602871623752,82.6612646363516,-14.992720323902489
-1.1657703935631787,82.4731769756505,-15.691957209444837
-1.1599116612618445,82.39108659931429,-16.34359326065814
-0.9120850099697009,82.34644088197491,-17.032143062273263
-0.2580518649521366,82.4197813455198,-17.7727626107077
-0.8739046346081523,82.8325084024278,-17.48433145385684
-0.067139490355828,82.35846568063118,-18.487860378267612
-0.6757908169432199,82.0235108065194,-18.27792594079179
-1.6687745665394118,82.04644271745391,-18.15791526093369
-2.51542849216969,82.13116681529438,-18.133758980142744
-3.0073185739735777,82.37221358299614,-18.378473350134527
-3.2855763496080215,82.58048364144179,-18.804082979665736
-3.338425224444677,82.78682903360767,-19.219827867995065
-3.0609199885637395,83.11834702769936,-19.677537783105095
