ForceDecks Raw Data Export,1.0
Weight,53.84
Frequency,500
Recording Date,2024-03-18T16:36:40
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 1)"
Analysis Date,2024-03-18T16:37:05
AthleteId,76ea55ee-bf21-4e4a-aacb-c4f8484e7d7c

Time,Left,Right
20.826,-1.253247,-1.668831
20.828,0.746753,-1.668831
20.83,-0.253247,0.331169
20.832,0.746753,1.331169
20.834,0.746753,1.331169
20.836,0.746753,-1.668831
20.838,0.746753,1.331169
20.84,-0.253247,-0.668831
20.842,0.746753,0.331169
20.844,1.746753,-1.668831
20.846,1.746753,2.331169
20.848,-1.253247,-1.668831
20.85,-0.253247,-0.668831
20.852,-1.253247,1.331169
20.854,-0.253247,0.331169
20.856,-0.253247,0.331169
20.858,0.746753,2.331169
20.86,2.746753,1.331169
20.862,-1.253247,2.331169
20.864,0.746753,0.331169
20.866,0.746753,-1.668831
20.868,-0.253247,0.331169
20.87,-2.253247,-0.668831
20.872,-1.253247,2.331169
20.874,0.746753,1.331169
20.876,1.746753,0.331169
20.878,-1.253247,-0.668831
20.88,-0.253247,-0.668831
20.882,-2.253247,0.331169
20.884,-1.253247,1.331169
20.886,-1.253247,-0.668831
20.888,-1.253247,-1.668831
20.89,-0.253247,-0.668831
20.892,0.746753,0.331169
20.894,0.746753,0.331169
20.896,0.746753,1.331169
20.898,-0.253247,0.331169
20.9,0.746753,1.331169
20.902,-0.253247,-0.668831
20.904,0.746753,0.331169
20.906,1.746753,-0.668831
20.908,1.746753,0.331169
20.91,-1.253247,0.331169
20.912,-1.253247,-0.668831
20.914,-1.253247,1.331169
20.916,-0.253247,-0.668831
20.918,-0.253247,0.331169
20.92,0.746753,1.331169
20.922,1.746753,-0.668831
20.924,-0.253247,0.331169
20.926,0.746753,2.331169
20.928,-0.253247,1.331169
20.93,-2.253247,-0.668831
20.932,0.746753,0.331169
20.934,-1.253247,0.331169
20.936,-0.253247,1.331169
20.938,-0.253247,-1.668831
20.94,-1.253247,1.331169
20.942,-0.253247,0.331169
20.944,-1.253247,-0.668831
20.946,0.746753,-1.668831
20.948,0.746753,0.331169
20.95,0.746753,-0.668831
20.952,0.746753,0.331169
20.954,-0.253247,0.331169
20.956,0.746753,-0.668831
20.958,-0.253247,0.331169
20.96,0.746753,-0.668831
20.962,-2.253247,2.331169
20.964,-1.253247,0.331169
20.966,-2.253247,-0.668831
20.968,-0.253247,0.331169
20.97,0.746753,0.331169
20.972,-1.253247,0.331169
20.974,0.746753,-0.668831
20.976,-1.253247,1.331169
20.978,-1.253247,-0.668831
20.98,0.746753,-0.668831
20.982,-1.253247,1.331169
20.984,-0.253247,1.331169
20.986,-0.253247,0.331169
20.988,-1.253247,0.331169
20.99,-1.253247,-0.668831
20.992,-0.253247,-0.668831
20.994,-0.253247,-0.668831
20.996,-0.253247,2.331169
20.998,-0.253247,0.331169
21,0.746753,-0.668831
21.002,-1.253247,2.331169
21.004,-1.253247,1.331169
21.006,-1.253247,1.331169
21.008,0.746753,-0.668831
21.01,-1.253247,0.331169
21.012,-0.253247,-0.668831
21.014,-0.253247,0.331169
21.016,-1.253247,1.331169
21.018,-2.253247,2.331169
21.02,-1.253247,1.331169
21.022,-2.253247,1.331169
21.024,0.746753,-0.668831
21.026,-0.253247,0.331169
21.028,-0.253247,0.331169
21.03,-1.253247,0.331169
21.032,0.746753,2.331169
21.034,-0.253247,1.331169
21.036,-0.253247,-1.668831
21.038,-0.253247,0.331169
21.04,-1.253247,-0.668831
21.042,-1.253247,1.331169
21.044,-0.253247,0.331169
21.046,-0.253247,-1.668831
21.048,-0.253247,2.331169
21.05,-0.253247,2.331169
21.052,-2.253247,1.331169
21.054,0.746753,0.331169
21.056,0.746753,1.331169
21.058,-1.253247,0.331169
21.06,-0.253247,0.331169
21.062,0.746753,-0.668831
21.064,-1.253247,-0.668831
21.066,-0.253247,-0.668831
21.068,-1.253247,1.331169
21.07,0.746753,0.331169
21.072,0.746753,-0.668831
21.074,-0.253247,-0.668831
21.076,0.746753,0.331169
21.078,-0.253247,-0.668831
21.08,1.746753,-1.668831
21.082,0.746753,0.331169
21.084,0.746753,0.331169
21.086,-1.253247,1.331169
21.088,-1.253247,2.331169
21.09,-1.253247,-0.668831
21.092,1.746753,0.331169
21.094,-0.253247,-0.668831
21.096,-1.253247,-0.668831
21.098,0.746753,0.331169
21.1,-0.253247,-0.668831
21.102,1.746753,1.331169
21.104,0.746753,0.331169
21.106,-1.253247,1.331169
21.108,-0.253247,0.331169
21.11,-1.253247,0.331169
21.112,0.746753,-1.668831
21.114,1.746753,0.331169
21.116,-0.253247,0.331169
21.118,-1.253247,1.331169
21.12,-1.253247,-0.668831
21.122,0.746753,0.331169
21.124,-1.253247,-0.668831
21.126,-1.253247,-0.668831
21.128,-0.253247,-0.668831
21.13,-0.253247,0.331169
21.132,0.746753,0.331169
21.134,-0.253247,0.331169
21.136,-0.253247,-1.668831
21.138,-1.253247,-0.668831
21.14,0.746753,-0.668831
21.142,-2.253247,1.331169
21.144,1.746753,-0.668831
21.146,-0.253247,1.331169
21.148,-0.253247,1.331169
