ForceDecks Raw Data Export,1.0
Weight,53.84
Frequency,500
Recording Date,2024-03-18T16:36:40
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 3)"
Analysis Date,2024-03-18T16:37:05
AthleteId,76ea55ee-bf21-4e4a-aacb-c4f8484e7d7c

Time,Left,Right
47.056,1.746753,1.331169
47.058,2.746753,2.331169
47.06,-1.253247,0.331169
47.062,-0.253247,-0.668831
47.064,3.746753,0.331169
47.066,-0.253247,2.331169
47.068,0.746753,0.331169
47.07,-0.253247,0.331169
47.072,0.746753,0.331169
47.074,2.746753,2.331169
47.076,0.746753,-0.668831
47.078,2.746753,0.331169
47.08,1.746753,1.331169
47.082,2.746753,-1.668831
47.084,-0.253247,0.331169
47.086,0.746753,1.331169
47.088,0.746753,1.331169
47.09,-0.253247,0.331169
47.092,1.746753,1.331169
47.094,-1.253247,0.331169
47.096,0.746753,0.331169
47.098,1.746753,0.331169
47.1,1.746753,3.331169
47.102,1.746753,2.331169
47.104,1.746753,1.331169
47.106,1.746753,1.331169
47.108,0.746753,-1.668831
47.11,2.746753,1.331169
47.112,2.746753,2.331169
47.114,0.746753,-0.668831
47.116,2.746753,1.331169
47.118,1.746753,0.331169
47.12,-0.253247,-0.668831
47.122,-0.253247,2.331169
47.124,-0.253247,2.331169
47.126,0.746753,1.331169
47.128,0.746753,-0.668831
47.13,-0.253247,2.331169
47.132,2.746753,0.331169
47.134,-0.253247,0.331169
47.136,1.746753,-0.668831
47.138,2.746753,1.331169
47.14,-1.253247,1.331169
47.142,-0.253247,1.331169
47.144,1.746753,0.331169
47.146,1.746753,0.331169
47.148,2.746753,4.331169
47.15,1.746753,0.331169
47.152,0.746753,1.331169
47.154,0.746753,1.331169
47.156,0.746753,4.331169
47.158,1.746753,0.331169
47.16,-0.253247,0.331169
47.162,0.746753,-0.668831
47.164,0.746753,0.331169
47.166,3.746753,1.331169
47.168,0.746753,0.331169
47.17,0.746753,2.331169
47.172,1.746753,2.331169
47.174,-0.253247,-0.668831
47.176,1.746753,-0.668831
47.178,3.746753,-0.668831
47.18,2.746753,0.331169
47.182,3.746753,-0.668831
47.184,0.746753,0.331169
47.186,-0.253247,2.331169
47.188,1.746753,1.331169
47.19,0.746753,0.331169
47.192,0.746753,1.331169
47.194,0.746753,2.331169
47.196,-0.253247,0.331169
47.198,0.746753,1.331169
47.2,0.746753,2.331169
47.202,-1.253247,-0.668831
47.204,1.746753,1.331169
47.206,2.746753,1.331169
47.208,0.746753,4.331169
47.21,-1.253247,2.331169
47.212,1.746753,1.331169
47.214,0.746753,-0.668831
47.216,0.746753,-0.668831
47.218,0.746753,0.331169
47.22,0.746753,0.331169
47.222,1.746753,1.331169
47.224,0.746753,2.331169
47.226,0.746753,-0.668831
47.228,2.746753,-0.668831
47.23,2.746753,-0.668831
47.232,-1.253247,0.331169
47.234,0.746753,0.331169
47.236,0.746753,1.331169
47.238,0.746753,-0.668831
47.24,-0.253247,0.331169
47.242,0.746753,1.331169
47.244,0.746753,0.331169
47.246,1.746753,1.331169
47.248,1.746753,0.331169
47.25,-0.253247,1.331169
47.252,1.746753,0.331169
47.254,0.746753,1.331169
47.256,1.746753,2.331169
47.258,1.746753,-0.668831
47.26,0.746753,1.331169
47.262,3.746753,0.331169
47.264,0.746753,0.331169
47.266,2.746753,2.331169
47.268,0.746753,-0.668831
47.27,-0.253247,-0.668831
47.272,1.746753,0.331169
47.274,-0.253247,1.331169
47.276,2.746753,1.331169
47.278,-0.253247,0.331169
47.28,1.746753,0.331169
47.282,0.746753,-0.668831
47.284,1.746753,1.331169
47.286,0.746753,2.331169
47.288,-0.253247,1.331169
47.29,3.746753,0.331169
47.292,-1.253247,2.331169
47.294,-1.253247,0.331169
47.296,-0.253247,2.331169
47.298,0.746753,0.331169
47.3,1.746753,0.331169
47.302,2.746753,0.331169
47.304,0.746753,-0.668831
47.306,1.746753,1.331169
47.308,0.746753,1.331169
47.31,0.746753,1.331169
47.312,1.746753,3.331169
47.314,-0.253247,-0.668831
47.316,1.746753,0.331169
47.318,0.746753,0.331169
47.32,-0.253247,0.331169
47.322,-0.253247,-0.668831
47.324,-0.253247,0.331169
47.326,0.746753,0.331169
47.328,-1.253247,-0.668831
47.33,2.746753,0.331169
47.332,0.746753,1.331169
47.334,1.746753,3.331169
47.336,1.746753,1.331169
47.338,-0.253247,-0.668831
47.34,1.746753,-0.668831
47.342,0.746753,0.331169
47.344,0.746753,2.331169
47.346,1.746753,0.331169
47.348,3.746753,1.331169
47.35,0.746753,-1.668831
47.352,0.746753,2.331169
47.354,2.746753,3.331169
47.356,-0.253247,2.331169
47.358,-1.253247,0.331169
47.36,-0.253247,1.331169
47.362,1.746753,2.331169
47.364,0.746753,3.331169
47.366,3.746753,1.331169
47.368,2.746753,3.331169
47.37,3.746753,1.331169
47.372,1.746753,2.331169
47.374,0.746753,1.331169
47.376,-0.253247,1.331169
