RT_SHOULDER_ANGLE_X,RT_SHOULDER_ANGLE_Y,RT_SHOULDER_ANGLE_Z
9.487958734627036,8.464918557504838,-11.195901333051491
9.65051606464115,8.087783812904965,-9.783724531251476
9.901765876216793,7.7784594015208155,-7.963337491497786
9.725255563415166,7.641226150145889,-6.405151617214978
10.542291307312658,7.340046059116308,-4.7719156156706415
10.763649136690429,7.4537407361476085,-4.136294935869577
10.879862118709946,7.71417609288236,-3.751726891735709
10.850289200595038,8.044788438882959,-3.698476351413154
10.655537018897087,8.340290243158512,-3.894866365176238
10.492651603405662,8.540650293155098,-3.0579230301790616
10.387830334889761,8.666150455506552,-1.8503889617803662
10.47738764375722,8.741254858699028,-0.5872434615899156
10.719836227215687,8.73271549293526,0.5739933567693498
10.908552702490539,8.688792209781715,1.5777619218765206
11.003169012469783,8.636192987831969,2.547362664315102
10.659451844309958,8.592790681283313,8.500509875121093
10.500569979074887,8.637556907131014,10.672080883795157
10.207619059490582,8.779043678887586,10.308211081374932
9.849247810785497,9.016846725679729,7.79169735359911
10.219094769854005,9.105727316228993,2.236419076264208
10.296262536795785,9.203690404490187,0.38357345675200527
10.519381397804493,9.21797385656424,-0.9027516727855236
10.90642100249502,9.108609921869249,-1.4205152677447455
11.26693689147604,8.922629995270663,-1.3197202230613954
11.164693062284153,8.62716803550109,3.1686518903008496
11.272268064827587,8.365111147910012,4.218740428055559
11.324550133441278,8.237272712768243,4.3439748375467095
11.221262487501953,8.260199752059524,2.875254467893366
11.195281543417872,8.224498932487474,2.9665303317469123
11.28112734860616,8.207308755474301,2.575176124611252
11.215934752554066,8.24979855418716,1.6422097861747744
11.203534036463957,8.144134379459144,0.4754416329550164
11.306865121278085,8.049692568254232,0.343128228726572
11.825329759028127,8.143154104695471,-3.5942886897883213
11.888513782194837,8.010167790439185,-3.096422437098383
12.015806675374083,7.879425869931728,-2.5788983629991904
12.193448686806365,7.8061826257886695,-2.5439730793727087
12.365733864388448,7.802649634713819,-2.9809455310496826
12.49057250425329,7.809229863273617,-3.473070074781912
12.619766160713667,7.7551676005422445,-3.6854736885057005
12.924394875395441,7.641152110328352,-3.2342595926664153
13.364619706619422,7.4303922514659835,-2.8051820010201425
13.725280353900224,7.3629606688547655,-3.0626682565739785
14.067460708284095,7.316858472095084,-3.3243007685878716
14.062929617488253,7.130011294685879,-1.3645483987415492
14.564258674834997,7.013746848109628,-0.9536097571527637
15.124862757574565,7.063862404348907,-2.2750185330414894
15.155577157423501,7.006251649096051,-1.146190070642211
15.856800530224703,7.317460364788589,-3.5971788481986984
16.248162100364464,7.513337275020993,-4.156574619234689
16.66578217247366,7.693011363892736,-4.483446279584687
17.257722136037284,7.778575903552108,-4.631913544581581
18.148904615812025,7.710589623746888,-4.673379996629215
18.525819215106335,7.5708035697702325,-3.2828421226808704
19.91458128018886,7.593896240032828,-5.583546667247722
20.686340620105756,7.632692799287091,-6.552868142560143
21.047587101518715,7.767104094860621,-6.7729551424125845
21.436464909820565,7.862464648428677,-6.671431547488297
21.904046034315257,7.974576499996783,-6.775517806994994
22.523494118309788,8.099772787313306,-7.240718937744749
23.238154337573594,8.199362051600565,-8.015849198339389
24.057140009402787,8.205128416701374,-8.589142054725102
24.805225229467425,8.088409003595691,-8.733304607059381
25.327502757667887,7.95770706863767,-8.425823869418693
25.57633472115344,7.948846798151522,-7.961348992481835
