RT_SHOULDER_ANGLE_X,RT_SHOULDER_ANGLE_Y,RT_SHOULDER_ANGLE_Z
54.990653418315375,19.02129531158558,38.017258471471465
54.97811829018784,19.027972056520557,38.036988617569634
54.92610603216112,19.05073237744364,38.0277883407675
54.80304884849773,19.06558143089092,38.03004425711623
54.82278410012071,19.049024440350628,38.075789896910806
54.93107611839461,19.068968898635962,38.08155131705212
54.93952845086841,19.075887193193385,38.113652738706094
54.96692225177168,19.073675148084636,38.15396126515097
54.93499938510722,19.042952725161445,38.176988697417926
54.97106951243056,19.05718555063391,38.133645629828024
54.95192722274232,19.084491561459267,38.156603775852034
55.030295240935814,19.07735755694833,38.28835458691037
55.007726934256134,19.085879020720547,38.43514134180188
55.15514281669251,19.024692420039266,38.5917991326119
55.106573673613134,18.997168516983663,38.67664409744525
55.21500018455387,18.964317304209775,38.79150787733259
55.317098855495324,18.956432429898058,38.95981966679474
55.49225996946381,18.923630768477395,39.121872440220116
55.630957740589196,18.884246559901726,39.32750098257442
55.72319012073013,18.868372572042606,39.35117065086858
55.77795386587593,18.859038159145335,39.49231772886459
55.879263898512015,18.89586515310891,39.51639732830975
55.97255583877661,18.884740560224834,39.66147944945526
56.08052353471198,18.814028841266328,39.831312390485735
56.08686633400005,18.828701799247025,39.903840823929826
56.14826040941142,18.826581318642784,39.92617441702809
56.006244858541066,18.826166023560468,39.91755101678349
55.93506364186602,18.842109765442768,39.892393355545465
55.88152702764513,18.852903648523466,39.82613011323343
55.813075121022884,18.81922401684644,39.75120323514882
55.70790085808728,18.819074785737563,39.534484649178935
55.628819262621924,18.772998332610584,39.4351265628805
55.47289218521145,18.76023517191018,39.23980107639561
55.3724781974426,18.803669276435553,39.16526386548976
55.22120327814731,18.80035728040245,39.033045997104665
55.084193398491145,18.82260758559572,39.05973970565037
54.90805155182047,18.819935034866162,38.91979906429991
54.79798778694566,18.83030518414501,38.81631497099802
54.56177877207788,18.81837320786913,38.61782075229799
54.577859096606176,18.830205295316777,38.53813478989632
54.492265912200004,18.8116564268704,38.60040614346802
