Frame,CentreOfMass_X,CentreOfMass_Y,CentreOfMass_Z,LAJC_X,LAJC_Y,LAJC_Z,LAnkleAngles_X,LAnkleAngles_Y,LAnkleAngles_Z,LEJC_X,LEJC_Y,LEJC_Z,LElbowAngles_X,LElbowAngles_Y,LElbowAngles_Z,LHJC_X,LHJC_Y,LHJC_Z,LHipAngles_X,LHipAngles_Y,LHipAngles_Z,LKJC_X,LKJC_Y,LKJC_Z,LKneeAngles_X,LKneeAngles_Y,LKneeAngles_Z,LPelvisAngles_X,LPelvisAngles_Y,LPelvisAngles_Z,LSJC_X,LSJC_Y,LSJC_Z,LShoulderAngles_X,LShoulderAngles_Y,LShoulderAngles_Z,LSpineAngles_X,LSpineAngles_Y,LSpineAngles_Z,LThoraxAngles_X,LThoraxAngles_Y,LThoraxAngles_Z,LWJC_X,LWJC_Y,LWJC_Z,LWristAngles_X,LWristAngles_Y,LWristAngles_Z,RAJC_X,RAJC_Y,RAJC_Z,RAnkleAngles_X,RAnkleAngles_Y,RAnkleAngles_Z,REJC_X,REJC_Y,REJC_Z,RElbowAngles_X,RElbowAngles_Y,RElbowAngles_Z,RHJC_X,RHJC_Y,RHJC_Z,RHipAngles_X,RHipAngles_Y,RHipAngles_Z,RKJC_X,RKJC_Y,RKJC_Z,RKneeAngles_X,RKneeAngles_Y,RKneeAngles_Z,RPelvisAngles_X,RPelvisAngles_Y,RPelvisAngles_Z,RSJC_X,RSJC_Y,RSJC_Z,RShoulderAngles_X,RShoulderAngles_Y,RShoulderAngles_Z,RSpineAngles_X,RSpineAngles_Y,RSpineAngles_Z,RThoraxAngles_X,RThoraxAngles_Y,RThoraxAngles_Z,RWJC_X,RWJC_Y,RWJC_Z,RWristAngles_X,RWristAngles_Y,RWristAngles_Z,LFHD_X,LFHD_Y,LFHD_Z,RFHD_X,RFHD_Y,RFHD_Z,LBHD_X,LBHD_Y,LBHD_Z,RBHD_X,RBHD_Y,RBHD_Z,C7_X,C7_Y,C7_Z,T10_X,T10_Y,T10_Z,CLAV_X,CLAV_Y,CLAV_Z,STRN_X,STRN_Y,STRN_Z,RBAK_X,RBAK_Y,RBAK_Z,LSHO_X,LSHO_Y,LSHO_Z,LUPA_X,LUPA_Y,LUPA_Z,LELB_X,LELB_Y,LELB_Z,LFRM_X,LFRM_Y,LFRM_Z,LWRA_X,LWRA_Y,LWRA_Z,LWRB_X,LWRB_Y,LWRB_Z,LFIN_X,LFIN_Y,LFIN_Z,RSHO_X,RSHO_Y,RSHO_Z,RUPA_X,RUPA_Y,RUPA_Z,RELB_X,RELB_Y,RELB_Z,RFRM_X,RFRM_Y,RFRM_Z,RWRA_X,RWRA_Y,RWRA_Z,RWRB_X,RWRB_Y,RWRB_Z,RFIN_X,RFIN_Y,RFIN_Z,LASI_X,LASI_Y,LASI_Z,RASI_X,RASI_Y,RASI_Z,LPSI_X,LPSI_Y,LPSI_Z,RPSI_X,RPSI_Y,RPSI_Z,LTHI_X,LTHI_Y,LTHI_Z,LKNE_X,LKNE_Y,LKNE_Z,LTIB_X,LTIB_Y,LTIB_Z,LANK_X,LANK_Y,LANK_Z,LHEE_X,LHEE_Y,LHEE_Z,LTOE_X,LTOE_Y,LTOE_Z,RTHI_X,RTHI_Y,RTHI_Z,RKNE_X,RKNE_Y,RKNE_Z,RTIB_X,RTIB_Y,RTIB_Z,RANK_X,RANK_Y,RANK_Z,RHEE_X,RHEE_Y,RHEE_Z,RTOE_X,RTOE_Y,RTOE_Z
352,228.864,940.505,1050.19,187.697,910.762,108.696,3.53922,-6.09993,26.3153,-193.441,909.212,1278.9,94.1854,-1.59028e-15,4.32555e-12,131.307,964.201,925.786,4.46564,4.58244,9.60163,161.27,954.626,527.622,4.54177,0.969834,-46.8882,4.87687,1.0522,11.0473,43.2252,970.408,1474.19,-5.43195,49.9292,77.1986,8.04757,2.37653,7.82471,13.0461,-0.856646,3.37581,2.42775,916.124,1072.64,-70.9346,134.463,1.996,373.652,826.069,112.717,9.53599,-2.98948,14.2271,586.908,828.058,1298.5,95.5716,0,2.52218e-12,314.732,928.227,925.475,8.77408,-7.96723,-11.5153,373.676,943.391,529.096,19.7534,0.58357,-30.4354,4.87687,-1.0522,-11.0473,392.831,929.074,1449.88,-11.4576,48.3904,77.5623,8.04757,-2.37653,-7.82471,13.0461,0.856646,-3.37581,412.405,855.557,1101.57,-61.9766,139.572,11.7256,163.008240,1132.382568,1638.369507,287.299011,1119.790527,1643.879150,128.682678,984.703125,1715.024048,277.627106,967.492859,1718.487793,195.800308,896.691467,1562.198975,192.854324,772.589417,1306.397949,202.345871,1024.844849,1455.390015,211.730133,1051.748535,1291.719360,268.439728,798.540222,1425.286621,48.281906,975.830505,1535.749512,-131.686066,937.219116,1384.066528,-197.425171,951.208191,1270.564697,-120.280441,929.492676,1138.043701,30.048262,894.356262,1105.886841,3.975773,964.445801,1074.794556,39.692028,985.223633,1133.795410,398.483917,936.323242,1511.192749,532.745178,834.379517,1391.530518,599.631409,867.837402,1288.271240,529.283997,856.303223,1160.664917,379.974121,854.724854,1137.790405,429.918823,899.847229,1091.761597,391.021759,934.621216,1151.481567,97.607773,1026.896240,1018.011108,369.917236,973.489807,1017.548462,168.946014,793.965210,1035.219116,243.907715,780.654968,1037.676147,64.900230,990.178345,712.083008,104.846115,975.931274,522.863281,88.075752,891.876648,328.388428,147.739090,891.181885,108.225456,194.518906,825.556641,82.340454,205.957764,1041.658936,81.026909,438.978668,895.248962,739.207764,428.876678,919.731567,536.399475,429.349335,815.506470,364.019409,399.436951,791.160339,122.552071,324.707764,772.939697,94.664635,460.169952,935.294617,80.642090
353,228.251,940.422,1050.11,187.751,910.702,108.673,3.58588,-6.07344,26.1948,-194.351,909.007,1278.46,94.1878,0,-2.81559e-12,130.939,963.503,925.794,4.6262,4.54238,9.53669,161.226,954.999,527.683,4.75192,1.00738,-46.707,4.88838,0.996643,11.0486,42.0641,971.037,1473.76,-5.3876,49.9389,77.1906,8.28107,2.39827,7.88641,13.2901,-0.928162,3.33079,1.79063,915.276,1072.33,-70.9818,134.573,2.01144,373.881,826.122,112.776,9.42425,-3.03983,14.5019,586.278,828.458,1299.23,95.5614,1.59028e-15,-1.27222e-14,314.366,927.539,925.667,8.8068,-7.94286,-11.6077,373.61,942.894,529.075,19.7154,0.568446,-30.5566,4.88838,-0.996643,-11.0486,391.603,929.773,1450.08,-11.4065,48.4243,77.5295,8.28107,-2.39827,-7.88641,13.2901,0.928162,-3.33079,412.226,855.002,1102.02,-62.4207,139.854,11.2262,161.539383,1135.107788,1634.931763,286.245728,1122.303711,1641.023315,127.365860,988.699890,1714.409790,276.345215,971.357666,1718.334595,194.749985,897.645264,1562.435791,192.076920,772.323547,1306.926514,201.155396,1025.395752,1454.964722,210.806732,1051.699341,1291.275146,267.701660,798.674072,1426.120361,47.019100,976.749878,1535.294067,-132.662140,937.377930,1383.498291,-198.341385,950.969360,1269.965698,-120.863388,928.800598,1137.644409,29.408281,893.420410,1105.604736,3.366507,963.659973,1074.443604,39.073715,984.564880,1133.438232,397.178009,937.279602,1511.374146,531.838013,834.957153,1392.288208,598.954468,868.222351,1288.885254,528.489807,856.252625,1161.201782,379.809296,854.159607,1138.349365,429.605377,899.362244,1091.939941,389.994934,934.136353,1151.481445,97.123474,1026.218994,1017.973083,369.483948,972.819458,1017.784729,168.333054,793.132813,1035.285522,243.519852,779.914612,1037.861572,64.469002,990.033997,711.950928,104.780540,976.249573,522.935242,88.064034,892.247314,328.243378,147.750610,891.209473,108.201408,194.473083,825.535950,82.225647,206.015396,1041.605469,80.965965,438.666656,894.512329,739.371216,428.770966,919.145874,536.395447,429.114532,815.067993,364.084381,399.531250,791.113708,122.612343,324.705292,772.937012,94.756462,460.189850,935.317444,80.605537
354,227.619,940.321,1050.16,187.795,910.593,108.617,3.68493,-6.01033,25.9067,-195.345,908.842,1278,94.2593,-7.95139e-16,4.33112e-12,130.512,962.826,925.791,4.77439,4.51647,9.40081,161.236,955.324,527.821,4.96189,1.01058,-46.3199,4.89378,0.936467,11.0651,41.0685,971.483,1473.38,-5.33898,49.933,77.1166,8.5201,2.38556,7.90451,13.5336,-0.961442,3.34019,1.22313,914.66,1072.16,-70.8522,134.672,2.04995,373.79,826.021,112.861,9.3529,-3.02008,14.3942,585.375,828.591,1299.93,95.5528,3.18055e-15,3.55109e-12,313.932,926.826,925.865,8.8685,-7.88768,-11.8041,373.282,942.618,529.506,19.739,0.475804,-30.2428,4.89378,-0.936467,-11.0651,390.622,930.449,1450.35,-11.3779,48.4066,77.5479,8.5201,-2.38556,-7.90451,13.5336,0.961442,-3.34019,411.363,854.225,1102.57,-62.4136,139.765,11.2202,160.305069,1137.693359,1631.498535,284.721619,1125.118652,1637.853027,125.949341,992.762512,1713.671387,274.969452,975.782043,1718.436890,193.620743,898.798828,1562.538208,191.257324,772.168091,1307.471924,200.245270,1025.908691,1454.776611,209.840912,1051.689819,1290.855591,266.667053,799.069580,1426.655029,45.852425,977.464966,1534.906128,-133.751678,937.696289,1383.086060,-199.347549,950.781555,1269.395752,-121.525734,928.040405,1137.254517,28.721704,893.176575,1105.503906,2.805770,962.858765,1074.163086,38.388603,984.094055,1133.296387,396.178436,938.222839,1511.609497,531.063354,835.585449,1392.988159,598.032410,868.318787,1289.414917,528.003784,855.834900,1161.947632,378.964020,853.499756,1138.846924,428.656891,898.538452,1092.378296,389.104431,933.477783,1151.704346,96.518837,1025.575806,1017.928101,369.051208,972.086609,1018.036865,167.889175,792.443542,1035.317261,242.808914,779.090698,1038.033325,63.888363,989.838013,711.787415,104.749306,976.463318,523.061890,87.716911,892.667542,328.056488,147.701065,891.292603,108.136200,194.382233,825.520569,82.260368,206.011475,1041.633545,80.951019,438.191132,893.641479,739.652405,428.356964,918.663940,536.798828,429.350739,814.589478,364.510925,399.513672,791.060364,122.676109,324.740967,773.052551,95.084175,460.169281,935.321045,80.615471
355,226.945,940.223,1050.21,187.865,910.442,108.649,3.74235,-5.9692,25.7181,-196.411,908.618,1277.53,94.3211,0,-2.66053e-12,130.01,962.08,925.755,4.93102,4.46592,9.2361,161.093,955.411,528.024,5.11268,1.02564,-45.9985,4.93576,0.864554,11.0926,39.8871,971.872,1473.16,-5.27055,49.9104,77.0847,8.71357,2.37044,7.9593,13.7671,-1.01049,3.3252,0.725317,913.91,1072.05,-70.5731,134.717,2.36438,373.946,826.07,113.061,9.1973,-3.05473,14.5831,584.433,828.868,1300.79,95.4901,-1.59028e-15,-2.02124e-12,313.417,926.013,926.091,8.94146,-7.85496,-11.7459,373.146,942.027,529.891,19.6946,0.526526,-30.471,4.93576,-0.864554,-11.0926,389.615,931.04,1450.68,-11.3385,48.394,77.4808,8.71357,-2.37044,-7.9593,13.7671,1.01049,-3.3252,410.868,853.791,1103.1,-62.1346,140.984,11.6531,159.153992,1140.048462,1628.125854,283.558411,1127.666504,1634.968994,124.528252,996.782532,1712.983032,273.730377,980.115784,1718.197388,192.451859,899.823181,1562.879028,190.383057,771.932922,1308.212036,199.155594,1026.558960,1454.525146,208.828079,1051.860352,1290.487915,265.746399,799.237610,1427.650391,44.583832,978.091309,1534.663452,-134.732605,937.849976,1382.692505,-200.416504,950.534607,1268.819458,-122.279816,927.366455,1136.829224,28.233276,892.792603,1105.467163,2.138878,962.010376,1073.916992,37.574120,983.445251,1133.101074,395.109406,939.060303,1511.908813,530.440063,836.135803,1393.926758,597.087891,868.569580,1290.174072,527.085083,855.623413,1162.468018,378.199371,853.218689,1139.258301,428.424805,898.073608,1092.832886,388.412048,933.190613,1152.290649,95.930351,1024.909668,1017.801025,368.424164,971.323242,1018.301392,167.269440,791.824890,1035.409302,241.999405,778.547546,1038.304199,63.148655,989.466187,711.700073,104.558022,976.419006,523.253479,87.535912,892.904602,328.004547,147.708878,891.273071,108.141121,194.329376,825.502869,82.288841,206.087463,1041.638306,81.007874,437.969116,892.957214,740.066406,428.229370,918.106628,537.228577,428.940186,814.239807,364.757050,399.539246,791.010071,122.863083,324.783234,773.128662,95.467094,460.298981,935.241150,80.691551
356,226.177,940.16,1050.2,187.889,910.469,108.686,3.70752,-5.96852,25.715,-197.144,908.396,1277.17,94.279,1.59028e-15,1.52905e-12,129.495,961.257,925.645,5.11941,4.35698,9.03109,160.767,955.488,528.373,5.23446,1.0642,-45.8055,5.0131,0.761604,11.0977,38.7459,972.392,1472.83,-5.20288,49.9465,77.0722,8.89792,2.39121,8.02568,14.028,-1.13156,3.28727,-0.105891,912.958,1072.09,-70.8606,134.638,1.81612,374.027,825.919,113.34,8.95827,-3.04024,14.5041,583.653,829.265,1301.73,95.5272,0,4.67383e-12,312.903,925.203,926.36,8.96063,-7.7724,-11.5091,372.853,940.943,529.878,19.545,0.648237,-30.5565,5.0131,-0.761604,-11.0977,388.351,931.743,1451,-11.2882,48.3746,77.4577,8.89792,-2.39121,-8.02568,14.028,1.13156,-3.28727,410.201,853.27,1103.73,-61.744,140.458,11.9543,157.568024,1142.474121,1624.717163,281.885193,1130.393799,1631.905151,123.068062,1000.787231,1712.214844,272.505493,984.201294,1718.004639,191.116730,900.779236,1562.985596,189.467590,771.881348,1308.861084,197.679169,1027.411011,1454.135376,207.840698,1051.844849,1290.148926,264.985535,799.610474,1428.232910,43.382984,978.839294,1534.323730,-135.838364,937.971924,1382.404541,-201.134781,950.278015,1268.282593,-122.870201,926.819397,1136.435059,27.203985,891.657288,1105.792847,1.533162,961.232666,1073.647827,36.801632,982.744507,1132.805176,393.752808,940.033875,1512.202637,529.425598,836.790283,1394.750488,596.265442,868.945740,1290.985840,526.679932,855.428467,1163.460205,377.382233,852.668579,1139.839111,427.765320,897.607849,1093.373047,388.178802,933.076233,1152.982544,95.333282,1024.190552,1017.545471,367.653748,970.658081,1018.607361,166.657486,791.245911,1035.589722,241.535263,778.037170,1038.624512,62.399429,988.908447,711.578979,104.158943,976.299316,523.614990,87.375496,892.913452,327.971527,147.737183,891.291931,108.148735,194.286621,825.522766,82.259537,206.105103,1041.622070,80.991600,437.775757,892.387451,740.536011,428.033508,917.266602,537.281494,428.942841,813.855652,365.034546,399.710205,790.908020,123.079918,324.860107,773.260376,95.803970,460.346039,935.223999,80.651184
357,225.468,940.095,1050.27,187.984,910.39,108.685,3.68691,-5.92516,25.5156,-198.149,908.119,1276.66,94.2863,7.95139e-16,-3.16704e-12,128.966,960.482,925.63,5.26104,4.32009,8.98095,160.784,955.179,528.612,5.29007,1.00332,-45.607,5.09202,0.672187,11.1106,37.5022,972.701,1472.53,-5.11462,49.9665,77.0377,9.04694,2.40081,8.10295,14.2545,-1.23101,3.24239,-0.757977,912.253,1071.81,-70.6556,134.71,1.98785,374.139,825.793,113.601,8.7688,-3.03156,14.4568,582.839,829.726,1302.76,95.4676,0,6.13847e-13,312.369,924.413,926.683,9.03298,-7.70561,-11.2427,372.587,940.186,530.247,19.464,0.757997,-30.6847,5.09202,-0.672187,-11.1106,387.238,932.68,1451.4,-11.3077,48.3532,77.4764,9.04694,-2.40081,-8.10295,14.2545,1.23101,-3.24239,409.833,852.567,1104.39,-61.882,141.155,11.7081,155.686600,1144.950317,1621.317017,280.515350,1132.998291,1629.180664,121.398216,1004.751221,1711.431885,270.406311,988.479065,1717.760132,189.832138,901.689148,1563.186768,188.720734,771.686829,1309.317383,196.418839,1028.135986,1453.915527,206.796539,1051.958984,1289.839600,264.135681,799.696899,1429.202148,42.008110,979.371399,1534.001953,-137.093079,938.106506,1381.929443,-202.141068,949.976746,1267.657471,-123.580986,926.226135,1136.096558,26.523893,891.082153,1105.504028,0.867442,960.448425,1073.370483,35.961823,982.295105,1132.621216,392.552887,941.221863,1512.577026,528.276001,837.611633,1395.704712,595.417419,869.372131,1291.851318,525.567322,855.505615,1164.233765,377.085449,852.145935,1140.470337,427.237915,896.837524,1093.813354,387.236511,932.635620,1153.378540,94.660187,1023.546448,1017.389038,366.983521,969.990234,1018.953674,165.981827,790.613647,1035.860718,240.957626,777.342896,1039.048828,61.822292,988.435486,711.484985,104.166130,975.949646,523.796509,87.276955,892.922485,327.912781,147.778015,891.325623,108.113708,194.243439,825.454590,82.192177,206.116074,1041.628906,81.014198,437.623596,892.031250,740.959412,427.869171,916.767761,537.712708,428.979156,813.528625,365.364258,399.894196,790.822632,123.298233,325.044617,773.346375,96.236870,460.378235,935.207214,80.669868
358,224.825,940.067,1050.43,187.977,910.425,108.782,3.63928,-5.92831,25.5301,-199.113,907.95,1276.36,94.3406,0,2.68757e-13,128.573,959.742,925.689,5.43839,4.24852,8.80903,160.728,955.268,529.035,5.42383,0.982797,-45.4184,5.16185,0.58292,11.1055,36.2611,973.396,1472.31,-5.19203,49.9532,76.9248,9.18085,2.40341,8.03143,14.4607,-1.30337,3.32563,-1.23704,911.76,1071.82,-70.5966,134.758,2.15106,374.571,825.529,113.924,8.64664,-3.06139,14.6193,582.073,829.949,1303.9,95.5318,1.59028e-15,-3.15988e-12,311.982,923.716,927.07,9.13588,-7.62509,-11.2063,372.397,939.831,530.691,19.4719,0.712926,-30.7137,5.16185,-0.58292,-11.1055,385.945,933.414,1452.03,-11.2311,48.3904,77.4884,9.18085,-2.40341,-8.03143,14.4607,1.30337,-3.32563,408.997,852.328,1105.03,-62.1598,140.884,11.4396,154.075073,1147.255371,1618.205200,278.511627,1135.573975,1626.369263,119.786118,1008.565552,1710.661743,268.656128,992.504883,1717.409912,188.222778,902.893982,1563.504150,187.736969,771.800598,1309.879883,195.475662,1028.710083,1453.839844,205.778412,1052.057251,1289.657227,263.144806,800.353088,1429.936035,40.628021,980.292175,1533.766846,-138.044388,938.288513,1381.497681,-203.153458,949.777283,1267.243042,-124.429504,925.716614,1135.839478,26.056465,890.898438,1105.588135,0.227056,959.884644,1073.256226,35.209240,981.654663,1132.328125,391.145813,942.175415,1513.184082,527.311829,838.480042,1396.581177,594.664856,869.565308,1292.896240,524.846924,855.317444,1165.051025,376.301331,851.881714,1141.015259,426.190063,896.583618,1094.520508,386.033295,932.352234,1153.744019,94.074203,1022.917297,1017.318481,366.480804,969.410950,1019.369263,165.493408,789.918457,1036.082642,240.261002,776.702148,1039.621460,61.272423,987.960815,711.445313,104.046761,975.864380,524.208008,87.224159,892.955200,327.834106,147.767303,891.370605,108.208382,194.232498,825.386902,82.237366,206.187607,1041.619629,81.023193,437.399109,891.577576,741.374451,427.697479,916.461426,538.169250,429.061005,813.260376,365.716736,400.335907,790.573303,123.645615,325.209534,773.307068,96.570496,460.472015,935.193115,80.766464
359,223.988,940.069,1050.49,188.062,910.269,108.732,3.70098,-5.89499,25.3764,-200.184,907.629,1275.83,94.4036,0,-3.50418e-12,128.133,958.844,925.619,5.66186,4.23439,8.51116,161.038,955.352,529.16,5.63742,0.878674,-44.9946,5.24326,0.501624,11.1038,34.8886,973.888,1471.94,-5.10097,49.9481,76.8314,9.3742,2.40639,8.11079,14.733,-1.38862,3.26394,-1.65518,911.258,1071.56,-70.2894,134.816,2.57102,374.529,825.635,114.2,8.49245,-3.03646,14.4835,581.066,830.843,1305.05,95.4732,1.59028e-15,5.46896e-12,311.546,922.85,927.31,9.29783,-7.55847,-11.1462,372.282,939.607,530.987,19.5304,0.749927,-30.6707,5.24326,-0.501624,-11.1038,384.734,934.097,1452.45,-11.1117,48.3962,77.5006,9.3742,-2.40639,-8.11079,14.733,1.38862,-3.26394,408.291,851.862,1105.8,-61.9746,140.551,11.7464,152.432693,1149.355225,1615.048462,276.714386,1137.820923,1623.395508,117.991211,1012.496338,1709.819702,267.067017,996.355957,1717.148071,186.963272,903.992065,1563.646484,186.568253,771.683655,1310.530151,193.781906,1029.677734,1453.589111,204.636871,1052.248657,1289.389771,261.947021,800.715515,1430.677612,39.104668,981.035583,1533.378052,-139.188980,938.407104,1381.120728,-204.278549,949.430359,1266.612061,-125.286636,925.123535,1135.488770,25.713797,890.689697,1105.299438,-0.418415,959.285461,1072.992676,34.340500,981.179565,1131.990234,389.862335,943.146606,1513.574707,526.050537,839.123779,1397.597046,593.544922,870.458740,1293.918945,524.393127,855.138184,1166.056396,375.355988,851.485046,1141.761353,425.616150,896.163940,1095.053711,385.356537,932.073914,1154.012207,93.602806,1022.123596,1017.110840,365.798920,968.705872,1019.619690,164.901581,789.290710,1036.324463,239.603271,775.996399,1039.940063,60.689621,987.276794,711.299927,104.256210,975.653137,524.268494,87.180344,893.040222,327.749969,147.805847,891.311218,108.177490,194.235901,825.430481,82.230057,206.214340,1041.604126,80.987122,437.127686,891.137268,741.822693,427.607025,916.297913,538.480042,429.204193,813.164185,366.030853,400.357727,790.716614,123.888199,325.361053,773.231689,96.756241,460.538788,935.225281,80.797676
360,223.271,940.119,1050.62,188.008,910.296,108.642,3.6908,-5.89927,25.3962,-201.107,907.481,1275.45,94.3379,7.95139e-16,-4.03851e-12,127.676,957.978,925.537,5.82839,4.16851,8.36762,160.814,955.232,529.291,5.7239,0.878211,-44.8448,5.31284,0.432446,11.0988,33.5238,974.64,1471.65,-5.08942,50.0165,76.8241,9.5769,2.52396,8.12395,15.0113,-1.56405,3.28236,-2.72969,910.127,1071.65,-71.0077,134.601,1.68473,374.787,825.798,114.512,8.32398,-3.06546,14.6415,579.689,831.126,1306,95.4029,1.59028e-15,2.73687e-12,311.094,922.022,927.49,9.48943,-7.51992,-11.1011,372.249,939.653,531.561,19.6354,0.752294,-30.7943,5.31284,-0.432446,-11.0988,383.065,934.848,1452.93,-11.041,48.2699,77.3371,9.5769,-2.52396,-8.12395,15.0113,1.56405,-3.28236,407.843,851.746,1106.58,-62.4527,139.965,11.2909,150.439529,1151.656250,1611.909912,275.181427,1140.282593,1620.942383,116.090820,1016.139038,1708.795166,264.769135,1000.388733,1716.595337,185.541489,905.201355,1563.696167,185.656586,771.879028,1311.149658,192.299850,1030.690552,1453.469482,203.967911,1052.238647,1289.198120,260.828461,801.465088,1431.332031,37.573578,982.043091,1533.075684,-140.815735,938.566040,1380.504150,-205.161819,949.234375,1266.005737,-126.094666,924.632080,1135.111450,24.448812,888.876160,1105.838379,-1.184597,958.664429,1072.660522,33.619423,980.864258,1131.777954,388.150574,944.160583,1514.020142,525.070251,840.042847,1398.776123,592.195251,870.711304,1294.792847,523.559387,855.163757,1167.050659,374.764435,851.091858,1142.517578,425.039124,896.204163,1095.890381,384.354065,931.576660,1154.322021,93.041687,1021.357422,1016.910339,365.210541,968.003479,1019.808655,164.430786,788.664795,1036.473877,239.215042,775.335327,1040.214600,60.174412,986.618591,711.228271,103.979294,975.385559,524.397949,87.102432,893.010315,327.659485,147.752136,891.337952,108.064331,194.125916,825.456543,82.132034,206.213943,1041.602417,80.946289,437.077789,890.752869,742.232178,427.589325,916.386841,539.072571,429.241913,813.045837,366.315674,400.561279,790.843506,124.211884,325.541656,773.172302,97.075027,460.560883,935.307922,80.813965
361,222.501,940.099,1050.64,187.938,910.328,108.726,3.60349,-5.90104,25.4044,-202.14,907.169,1274.87,94.3318,0,2.26615e-12,127.231,957.113,925.536,5.96661,4.09702,8.24052,160.539,954.952,529.616,5.76329,0.874796,-44.7134,5.37923,0.359612,11.0918,32.0097,975.154,1471.29,-5.03345,50.0228,76.7794,9.71685,2.56976,8.21511,15.217,-1.68964,3.20964,-3.30084,909.634,1071.25,-70.834,134.875,1.9954,374.945,825.827,114.896,8.11563,-3.06424,14.6349,578.829,831.886,1307.4,95.4355,-1.59028e-15,4.23014e-13,310.655,921.204,927.761,9.61388,-7.46462,-10.9911,372.106,939.318,531.811,19.6585,0.78404,-30.8612,5.37923,-0.359612,-11.0918,381.653,935.986,1453.33,-11.0973,48.3217,77.3597,9.71685,-2.56976,-8.21511,15.217,1.68964,-3.20964,407.218,851.404,1107.33,-62.3624,140.03,11.4855,148.618027,1153.688721,1609.106689,273.219696,1142.424561,1618.430298,114.063644,1019.761353,1707.820190,263.135895,1003.928894,1716.289673,183.746262,906.468689,1563.882690,184.841232,771.915771,1311.884644,190.781860,1031.420044,1453.085327,202.411896,1052.746216,1288.827515,259.729980,802.243164,1432.019531,35.972481,982.787170,1532.687134,-141.881622,938.791443,1380.123413,-206.244766,948.894531,1265.318481,-126.916245,923.968201,1134.776489,23.894428,888.730286,1105.310303,-1.864051,957.941650,1072.370972,32.969311,980.430786,1131.617676,386.581177,945.528992,1514.395874,523.647461,840.863098,1399.834595,591.308228,871.438293,1296.045776,522.625366,855.209167,1168.048340,374.009613,850.870422,1143.079834,424.396515,895.807922,1096.622925,383.582367,931.239319,1154.672974,92.448296,1020.594116,1016.792542,364.663849,967.301697,1020.094543,164.076965,788.076172,1036.683716,238.773148,774.618652,1040.583252,59.561855,985.925781,711.264893,103.656815,974.970886,524.721619,86.898842,892.837280,327.696106,147.685852,891.364441,108.116142,194.109375,825.396667,82.234467,206.172272,1041.586426,80.980682,436.830292,890.377319,742.676575,427.491486,916.168884,539.348022,429.243896,813.052063,366.867981,400.747192,790.889160,124.582893,325.637604,773.263733,97.423668,460.631195,935.283020,80.848824
362,221.704,940.22,1050.75,187.841,910.349,108.703,3.57328,-5.92682,25.5232,-203.183,906.917,1274.21,94.3503,0,3.68706e-12,126.779,956.361,925.538,6.04736,3.99644,7.9598,160.126,954.682,529.862,5.78182,0.885658,-44.5432,5.40808,0.268558,11.1038,30.5712,976.109,1470.9,-5.04435,49.9998,76.6785,9.98292,2.60792,8.24544,15.5135,-1.8051,3.22207,-3.87694,908.921,1071.02,-70.8008,134.916,2.072,375.095,825.931,115.23,8.00207,-3.08009,14.7211,577.963,832.467,1308.74,95.4196,3.18055e-15,-1.25791e-12,310.198,920.442,928.075,9.75831,-7.42618,-11.0184,372.226,939.392,532.17,19.7948,0.797518,-30.8674,5.40808,-0.268558,-11.1038,380.155,936.96,1453.86,-11.0167,48.3554,77.4331,9.98292,-2.60792,-8.24544,15.5135,1.8051,-3.22207,406.642,850.531,1108.11,-62.0137,141.345,11.9179,146.703812,1155.812988,1606.461182,271.182373,1144.879639,1616.107544,112.129601,1023.169189,1706.874146,260.937744,1007.684204,1715.819946,182.075394,907.942749,1563.906616,183.771301,772.110291,1312.420044,189.342636,1032.713989,1452.744751,201.248749,1053.108521,1288.357422,258.312225,802.941528,1432.696167,34.394501,984.021790,1532.271240,-143.300613,939.094910,1379.571411,-207.337646,948.596252,1264.483154,-127.676430,923.283020,1134.160034,23.302118,888.186890,1105.185669,-2.540233,957.221313,1072.014160,32.112411,979.860535,1131.171875,384.968445,946.792419,1514.886475,522.711243,841.638184,1401.144653,590.384460,871.987427,1297.212036,521.939941,855.284912,1169.148560,373.289154,850.377441,1143.718628,423.988953,894.794495,1097.136108,382.763458,930.763245,1155.256592,91.902420,1019.880981,1016.707520,364.012573,966.593140,1020.471069,163.462234,787.280212,1036.776245,238.431763,773.961182,1040.913574,58.930344,985.043274,711.158569,103.148010,974.427734,524.976135,86.742760,892.546326,327.684143,147.625290,891.308533,108.060867,194.125961,825.421936,82.234901,206.131409,1041.611938,81.011185,436.718445,889.927307,743.042969,427.591156,916.201660,539.734436,429.264130,813.165344,367.313080,400.862610,790.968445,124.921227,325.698547,773.401428,98.022499,460.683594,935.326233,80.927879
