Frame,CentreOfMass_X,CentreOfMass_Y,CentreOfMass_Z,LAJC_X,LAJC_Y,LAJC_Z,LAnkleAngles_X,LAnkleAngles_Y,LAnkleAngles_Z,LEJC_X,LEJC_Y,LEJC_Z,LElbowAngles_X,LElbowAngles_Y,LElbowAngles_Z,LHJC_X,LHJC_Y,LHJC_Z,LHipAngles_X,LHipAngles_Y,LHipAngles_Z,LKJC_X,LKJC_Y,LKJC_Z,LKneeAngles_X,LKneeAngles_Y,LKneeAngles_Z,LPelvisAngles_X,LPelvisAngles_Y,LPelvisAngles_Z,LSJC_X,LSJC_Y,LSJC_Z,LShoulderAngles_X,LShoulderAngles_Y,LShoulderAngles_Z,LSpineAngles_X,LSpineAngles_Y,LSpineAngles_Z,LThoraxAngles_X,LThoraxAngles_Y,LThoraxAngles_Z,LWJC_X,LWJC_Y,LWJC_Z,LWristAngles_X,LWristAngles_Y,LWristAngles_Z,RAJC_X,RAJC_Y,RAJC_Z,RAnkleAngles_X,RAnkleAngles_Y,RAnkleAngles_Z,REJC_X,REJC_Y,REJC_Z,RElbowAngles_X,RElbowAngles_Y,RElbowAngles_Z,RHJC_X,RHJC_Y,RHJC_Z,RHipAngles_X,RHipAngles_Y,RHipAngles_Z,RKJC_X,RKJC_Y,RKJC_Z,RKneeAngles_X,RKneeAngles_Y,RKneeAngles_Z,RPelvisAngles_X,RPelvisAngles_Y,RPelvisAngles_Z,RSJC_X,RSJC_Y,RSJC_Z,RShoulderAngles_X,RShoulderAngles_Y,RShoulderAngles_Z,RSpineAngles_X,RSpineAngles_Y,RSpineAngles_Z,RThoraxAngles_X,RThoraxAngles_Y,RThoraxAngles_Z,RWJC_X,RWJC_Y,RWJC_Z,RWristAngles_X,RWristAngles_Y,RWristAngles_Z,LFHD_X,LFHD_Y,LFHD_Z,RFHD_X,RFHD_Y,RFHD_Z,LBHD_X,LBHD_Y,LBHD_Z,RBHD_X,RBHD_Y,RBHD_Z,C7_X,C7_Y,C7_Z,T10_X,T10_Y,T10_Z,CLAV_X,CLAV_Y,CLAV_Z,STRN_X,STRN_Y,STRN_Z,RBAK_X,RBAK_Y,RBAK_Z,LSHO_X,LSHO_Y,LSHO_Z,LUPA_X,LUPA_Y,LUPA_Z,LELB_X,LELB_Y,LELB_Z,LFRM_X,LFRM_Y,LFRM_Z,LWRA_X,LWRA_Y,LWRA_Z,LWRB_X,LWRB_Y,LWRB_Z,LFIN_X,LFIN_Y,LFIN_Z,RSHO_X,RSHO_Y,RSHO_Z,RUPA_X,RUPA_Y,RUPA_Z,RELB_X,RELB_Y,RELB_Z,RFRM_X,RFRM_Y,RFRM_Z,RWRA_X,RWRA_Y,RWRA_Z,RWRB_X,RWRB_Y,RWRB_Z,RFIN_X,RFIN_Y,RFIN_Z,LASI_X,LASI_Y,LASI_Z,RASI_X,RASI_Y,RASI_Z,LPSI_X,LPSI_Y,LPSI_Z,RPSI_X,RPSI_Y,RPSI_Z,LTHI_X,LTHI_Y,LTHI_Z,LKNE_X,LKNE_Y,LKNE_Z,LTIB_X,LTIB_Y,LTIB_Z,LANK_X,LANK_Y,LANK_Z,LHEE_X,LHEE_Y,LHEE_Z,LTOE_X,LTOE_Y,LTOE_Z,RTHI_X,RTHI_Y,RTHI_Z,RKNE_X,RKNE_Y,RKNE_Z,RTIB_X,RTIB_Y,RTIB_Z,RANK_X,RANK_Y,RANK_Z,RHEE_X,RHEE_Y,RHEE_Z,RTOE_X,RTOE_Y,RTOE_Z
305,187.084,964.877,1050.13,184.96,912.018,107.65,7.4316,-5.36293,22.869,-240.643,902.79,1247.42,92.8744,-1.59028e-15,9.27132e-13,102.647,962.204,918.64,9.05999,3.72595,12.0497,156.714,980.382,527.097,12.5222,0.221257,-41.9498,5.87814,-2.98774,7.67875,-28.3538,990.338,1450.75,-5.12958,48.4576,75.5104,12.0452,1.89697,6.94994,17.9865,-4.62437,1.73578,-34.1315,908.879,1050.76,113.754,41.7223,184.436,348.961,857.871,164.639,14.6445,-0.689257,1.14109,539.152,862.086,1322.49,95.4594,1.59028e-15,-4.77083e-15,287.638,938.348,930.802,23.5024,-0.841142,-1.534,334.196,1058.33,548.912,45.0338,-2.49944,-23.829,5.87814,2.98774,-7.67875,329.405,966.652,1452.1,-11.5131,49.0583,74.5959,12.0452,-1.89697,-6.94994,17.9865,4.62437,-1.73578,383.379,875.816,1111.03,-64.3835,-214.96,369.353,92.357986,1193.801392,1581.407227,216.717148,1182.258057,1593.885620,53.749100,1070.692871,1691.679932,202.625092,1054.171875,1704.885986,130.035736,939.230896,1557.763550,146.325928,791.599426,1309.558350,135.991364,1058.212646,1441.450562,154.708725,1072.198608,1278.006836,212.584595,828.875000,1431.577271,-29.831890,1001.424438,1511.728149,-191.849533,934.216980,1349.411865,-246.450439,943.789612,1235.831665,-159.711731,917.943359,1110.282837,-6.376929,887.619385,1085.170898,-34.976700,957.892151,1052.606689,-6.136155,979.760559,1113.407104,332.198853,979.100708,1512.772827,485.645172,877.168030,1408.632690,551.969727,901.592651,1311.361084,493.994934,881.100708,1179.079102,348.148773,875.609436,1144.838257,400.449585,920.242004,1100.107788,352.132690,956.289490,1154.370728,59.540325,1023.983826,1007.245911,333.170532,988.697510,1025.235840,145.005356,796.551086,1034.065186,220.436523,787.273254,1041.138672,44.772919,1002.574463,703.034302,100.120377,1000.633972,520.222107,84.724586,913.309265,325.932770,143.659943,895.448364,107.568970,186.743469,825.655762,83.379868,204.331940,1043.013550,80.479614,412.567352,981.527222,748.905701,393.789490,1048.812500,553.187988,418.479218,921.839172,399.331665,385.939728,836.533447,177.190765,316.908691,794.551880,151.406082,419.159943,974.594971,120.209663
306,186.982,965.375,1050.06,185.033,912.077,107.573,7.47223,-5.36282,22.8685,-240.633,902.547,1247.37,92.8257,1.59028e-15,2.69552e-12,102.675,961.348,918.566,9.18497,3.70463,11.8801,157.121,980.371,527.147,12.6622,0.0923463,-41.7842,5.89536,-3.07196,7.53527,-28.5808,991.065,1450.45,-5.07838,48.4232,75.5395,12.2709,1.81101,6.9128,18.2262,-4.6385,1.64951,-34.1281,907.933,1050.64,113.775,41.6496,184.424,349.529,864.98,163.563,14.6511,-0.760639,1.55639,539.211,862.903,1322.68,95.3898,1.59028e-15,2.28205e-12,287.713,937.986,930.961,24.0008,-0.636023,-1.15878,333.311,1061.36,550.245,44.8977,-2.34283,-23.7113,5.89536,3.07196,-7.53527,329.672,967.578,1452.05,-11.4872,48.995,74.5285,12.2709,-1.81101,-6.9128,18.2262,4.6385,-1.64951,383.512,875.706,1111.21,-64.4408,-214.794,369.267,92.156181,1195.436279,1579.450195,216.691589,1183.800781,1592.413452,53.870304,1073.071777,1690.648315,202.351532,1056.708740,1704.208740,130.003784,940.507629,1557.705811,146.434067,791.701477,1309.897461,135.719528,1058.970703,1440.753784,154.415985,1072.364868,1277.337891,212.481583,829.704041,1431.821167,-30.027224,1002.427795,1511.387451,-191.904877,934.509277,1349.240479,-246.454025,943.493347,1235.598022,-159.716049,917.240723,1110.208008,-6.385412,886.766968,1085.056274,-34.923779,956.909058,1052.401611,-6.152526,979.029236,1113.095947,332.378418,980.302246,1512.665771,485.932831,878.395874,1408.775146,551.973389,902.386597,1311.405884,494.091858,881.457520,1179.278564,348.279785,875.491699,1145.026245,400.470123,920.152039,1100.166748,352.020386,956.222412,1154.341797,59.291367,1023.053772,1007.092224,333.005768,988.495605,1025.428345,145.503464,795.765381,1034.178955,220.856659,786.768066,1041.241577,44.794228,1001.699463,702.918640,100.420464,1000.307556,520.229370,85.025497,913.111450,325.961914,143.771500,895.411255,107.540939,186.847382,825.707764,83.312492,204.014313,1042.819702,80.532959,412.380127,983.808533,749.759277,392.997986,1052.440308,554.503052,418.922607,927.502258,399.425232,386.773224,843.932251,175.814301,318.400269,801.634399,150.477936,417.436249,983.476013,119.934929
307,186.89,965.916,1050.05,185.082,912.104,107.631,7.43025,-5.39096,23.0036,-240.758,902.323,1247.31,92.8352,-1.59028e-15,-2.73846e-12,102.702,960.652,918.628,9.2325,3.6664,11.8572,157.262,980.167,527.204,12.7102,0.0441851,-41.792,5.8878,-3.14013,7.40654,-28.794,991.714,1450.09,-5.04155,48.4315,75.6006,12.524,1.76196,6.85563,18.4706,-4.6654,1.60421,-34.0198,906.764,1050.6,114.224,41.5604,184.806,349.924,872.643,162.769,14.5152,-0.851481,2.08466,539.508,863.958,1323.13,95.4871,-1.59028e-15,-2.94201e-12,287.784,937.725,931.2,24.5181,-0.463169,-1.28735,332.588,1064.77,551.674,44.7849,-2.50236,-23.462,5.8878,3.14013,-7.40654,329.304,968.915,1451.88,-11.4595,49.0909,74.583,12.524,-1.76196,-6.85563,18.4706,4.6654,-1.60421,383.592,875.572,1111.46,-64.3657,-214.758,369.32,92.209846,1196.711670,1577.654297,216.317993,1185.686768,1590.578613,53.710789,1075.285767,1689.644409,202.446518,1058.921143,1703.604614,129.799240,941.876770,1557.667236,146.494949,791.843872,1310.265259,135.501999,1059.704224,1440.111816,154.155487,1072.503174,1276.664063,212.521042,830.437927,1432.212891,-30.255913,1003.344666,1510.974854,-192.137360,934.771423,1349.094727,-246.590103,943.220703,1235.377197,-159.841660,916.547302,1110.115356,-6.227790,886.353149,1085.189209,-35.073959,955.573975,1051.898560,-6.309232,978.272400,1112.839233,331.956146,981.912109,1512.442017,485.895782,879.421387,1409.004272,552.201599,903.415894,1311.691040,494.236237,882.067871,1179.760376,348.365021,875.399780,1145.254639,400.425232,920.008850,1100.283691,351.992310,956.116333,1154.360352,59.079338,1022.255188,1007.113464,332.876892,988.338623,1025.711426,145.834839,795.090027,1034.356812,221.192581,786.235413,1041.361450,44.695721,1001.063232,702.920349,100.507919,999.947876,520.279236,85.246162,912.811768,326.168701,143.866669,895.323425,107.620491,186.854263,825.729492,83.346451,204.007614,1042.827515,80.559654,412.084259,985.530762,750.152405,392.297607,1055.915039,555.759888,419.062805,932.978333,399.023438,387.323700,851.727417,174.769089,319.502228,808.680908,149.372818,415.699036,992.286743,119.807068
308,186.864,966.316,1049.94,185.128,912.087,107.754,7.36818,-5.39047,23.0012,-240.82,902.039,1247.16,92.8811,-1.59028e-15,-1.46306e-12,102.691,959.94,918.67,9.30956,3.6322,11.8368,157.245,980.013,527.203,12.7676,0.0512965,-41.7164,5.89589,-3.17653,7.31865,-28.9624,992.156,1449.73,-5.04546,48.4274,75.5049,12.7143,1.75271,6.78141,18.6695,-4.68955,1.61238,-34.0671,906.323,1050.72,113.965,41.6343,184.667,349.947,880.483,162.091,14.4916,-0.850744,2.08038,539.598,864.768,1323.31,95.4967,0,-3.97569e-14,287.803,937.31,931.335,24.943,-0.289362,-0.772889,331.673,1067.35,552.517,44.5031,-2.22289,-23.2512,5.89589,3.17653,-7.31865,329.213,969.758,1451.65,-11.3718,49.1202,74.612,12.7143,-1.75271,-6.78141,18.6695,4.68955,-1.61238,383.774,875.52,1111.67,-64.4715,-214.199,369.189,91.684677,1198.312378,1575.822021,216.063354,1187.194092,1588.778564,53.096870,1077.507202,1688.760864,202.361374,1061.509888,1702.852173,129.595062,943.005127,1557.515869,146.742294,792.064819,1310.794922,135.716843,1060.131104,1439.420532,154.086899,1072.472900,1275.951416,212.674545,831.309509,1432.624512,-30.396772,1004.020325,1510.566895,-192.320663,935.111694,1348.791504,-246.685822,942.899902,1235.112427,-159.862396,915.830200,1110.048950,-6.321465,885.779175,1085.260498,-35.028107,955.125488,1052.145142,-6.413222,977.630371,1112.555054,331.797089,982.967651,1512.172729,486.040955,880.737671,1409.332764,552.232117,904.211670,1311.757813,494.341675,882.330139,1179.868774,348.579803,875.370605,1145.476318,400.484070,919.955688,1100.350464,351.929138,955.998047,1154.314453,58.907429,1021.496643,1007.118713,332.791382,988.014282,1025.857056,146.122421,794.573486,1034.494385,221.728958,785.715393,1041.475586,44.565483,1000.489929,703.014282,100.450272,999.684143,520.296753,85.320549,912.672852,326.167572,143.924286,895.279297,107.736946,186.974258,825.812378,83.320274,203.979980,1042.851685,80.580162,412.077667,987.652283,750.839355,391.474823,1059.166382,556.631470,419.180969,938.922058,398.734680,387.664551,859.918823,173.699219,320.132446,816.269104,147.793106,414.004700,1001.468628,120.250626
309,186.775,966.824,1049.85,185.119,912.18,107.683,7.33766,-5.40934,23.0917,-240.968,901.827,1247.02,92.9331,0,3.13921e-12,102.752,959.012,918.541,9.41628,3.56887,11.9402,157.156,979.821,527.117,12.823,0.100275,-41.8244,5.91233,-3.22328,7.20862,-29.0886,992.743,1449.33,-4.95028,48.5443,75.588,12.9159,1.79416,6.84163,18.8858,-4.80796,1.48258,-33.9396,905.483,1050.7,114.049,41.6323,184.798,350.078,888.487,160.833,14.5796,-0.893103,2.32659,539.675,865.625,1323.47,95.4738,0,-1.34856e-12,287.9,936.756,931.328,25.4699,-0.108437,-0.389721,330.808,1070.34,553.716,44.2856,-2.02775,-23.3112,5.91233,3.22328,-7.20862,329.131,970.617,1451.41,-11.374,49.0307,74.5409,12.9159,-1.79416,-6.84163,18.8858,4.80796,-1.48258,384.114,875.436,1111.9,-64.5579,-214.695,368.844,91.352493,1199.675415,1573.997681,215.707397,1188.631470,1587.135132,53.044445,1079.710205,1687.729004,201.725327,1063.877197,1701.847656,129.569931,943.977600,1557.359619,147.142532,792.166687,1311.291382,135.205582,1060.909180,1438.855469,154.038010,1072.624756,1275.409058,212.691071,831.920410,1432.767944,-30.577612,1004.842041,1510.124390,-192.377274,935.229187,1348.488647,-246.849213,942.643250,1234.833008,-159.879150,915.104553,1109.827515,-6.165302,885.210022,1085.357056,-35.030506,954.280518,1051.863037,-6.427646,976.919800,1112.195313,331.715088,984.059021,1511.880859,486.055054,881.860107,1409.471313,552.240295,905.054688,1311.787354,494.530090,882.830261,1180.076538,349.059814,875.263184,1145.806274,400.540405,919.890076,1100.372070,351.903809,956.093445,1154.262939,58.872936,1020.506409,1006.944275,332.648102,987.596497,1025.852783,146.745270,793.956726,1034.508423,222.218155,785.330078,1041.418701,44.411240,999.964294,703.070007,100.351524,999.481628,520.266724,85.388039,912.473450,326.261292,143.953644,895.278625,107.663994,186.934799,825.559631,83.518509,203.869781,1042.808105,80.552917,412.019012,989.743408,751.552734,390.684357,1062.712280,557.821472,418.906067,944.615662,398.049561,387.970062,868.075989,172.139282,320.807617,824.252075,146.547638,412.614807,1010.919800,120.465767
310,186.727,967.336,1049.89,185.055,912.344,107.696,7.29329,-5.4427,23.2513,-241.058,901.591,1246.86,92.9356,1.59028e-15,-3.82462e-12,102.801,958.383,918.549,9.49319,3.51628,11.9462,157.124,979.894,527.21,12.9056,0.104394,-41.8779,5.90386,-3.27732,7.07697,-29.2722,993.209,1448.98,-4.89896,48.662,75.5982,13.1824,1.88467,6.76811,19.1466,-4.95499,1.48154,-33.7256,904.368,1050.55,114.528,41.55,185.069,350.055,896.835,160.194,14.2263,-0.928095,2.52992,539.64,866.43,1323.66,95.5061,0,-3.64015e-12,287.993,936.567,931.466,26.0048,0.112361,-0.544914,329.613,1073.89,555.259,44.1272,-2.26058,-22.8911,5.90386,3.27732,-7.07697,328.763,971.46,1451.19,-11.255,48.9447,74.4963,13.1824,-1.88467,-6.76811,19.1466,4.95499,-1.48154,384.139,875.484,1112.04,-64.4733,-214.121,369.04,91.270157,1200.747192,1572.165039,215.419235,1189.992554,1585.409668,52.710377,1081.925659,1686.925781,201.210968,1066.032959,1701.055176,129.160812,945.161682,1557.234985,147.460922,792.320801,1311.740967,134.967682,1061.505859,1438.272217,154.196457,1072.370239,1274.838501,212.874008,832.536072,1433.072754,-30.796329,1005.564453,1509.720947,-192.422440,935.263550,1348.337891,-246.931320,942.365540,1234.530518,-159.782715,914.391052,1109.729370,-5.925145,884.572144,1085.408203,-34.996624,953.129333,1051.276855,-6.496957,976.478088,1112.104248,331.348846,985.176880,1511.603027,486.212402,882.742554,1409.801270,552.156006,905.848938,1311.891235,494.601532,883.101135,1180.245972,349.018494,875.426941,1145.883911,400.618988,919.893921,1100.438110,351.986908,956.164490,1154.280151,58.752457,1019.766357,1006.924866,332.514679,987.516541,1026.019653,146.964661,793.468567,1034.549561,222.492279,784.938904,1041.488525,44.226429,999.550110,703.132874,100.271660,999.426758,520.391968,85.426514,912.306396,326.362701,143.943359,895.310913,107.701492,186.955200,825.559753,83.568092,203.742752,1042.853516,80.511261,411.823822,991.490845,751.980652,389.514008,1066.330811,559.127563,418.986053,950.808411,398.148132,388.175568,876.684570,171.197250,321.337036,832.100708,144.940186,410.729584,1019.975891,120.311768
311,186.536,967.926,1049.79,185.095,912.314,107.788,7.30226,-5.43382,23.2088,-241.047,901.285,1246.63,92.9321,1.59028e-15,-3.65764e-13,102.78,957.696,918.459,9.61284,3.46831,11.9506,157.18,979.958,527.194,13.0274,0.101461,-41.7229,5.93072,-3.34482,6.94552,-29.5344,993.756,1448.68,-4.85094,48.6324,75.6864,13.3164,1.82495,6.77233,19.3042,-4.99042,1.36267,-33.4648,903.549,1050.47,114.736,41.4905,185.291,350.207,905.288,159.271,13.8593,-1.02614,3.09929,539.774,867.35,1323.97,95.4689,3.18055e-15,-4.70245e-12,288.012,936.332,931.562,26.5041,0.304703,-0.501031,328.616,1076.99,556.351,43.8474,-2.31116,-22.9451,5.93072,3.34482,-6.94552,328.863,972.341,1451.2,-11.2712,48.9217,74.4702,13.3164,-1.82495,-6.77233,19.3042,4.99042,-1.36267,384.314,875.514,1112.24,-64.4823,-214.097,369.001,90.646591,1202.100342,1570.407959,215.047668,1191.216064,1583.716187,52.124104,1084.110840,1686.067505,201.266739,1068.112671,1700.405029,128.975662,946.276001,1557.301147,147.630432,792.494629,1311.910034,134.563751,1062.065430,1437.707153,153.735596,1072.639893,1274.259155,212.734619,833.235840,1433.463989,-31.048950,1006.311035,1509.375488,-192.595261,935.376160,1348.048218,-246.938263,942.012024,1234.159424,-159.670349,913.519470,1109.442993,-5.587672,883.860535,1085.360474,-34.862999,952.331787,1051.096558,-6.493737,975.982605,1111.980957,331.331543,986.245972,1511.568726,485.954803,883.882507,1409.929077,552.223511,906.756775,1312.085449,494.762848,883.531860,1180.469971,349.229614,875.541077,1146.064819,400.691284,919.888184,1100.488892,352.004517,956.397766,1154.274780,58.531281,1019.022827,1006.759033,332.293823,987.448364,1026.125122,147.125458,793.030945,1034.617188,222.926987,784.394104,1041.616455,44.103626,999.078125,703.075195,100.280243,999.357544,520.387024,85.573784,912.406738,326.414825,143.977173,895.296753,107.795517,186.943970,825.580566,83.610588,203.729950,1042.813965,80.588997,411.405029,993.337097,752.430420,388.557220,1069.696289,560.103088,418.514374,956.453247,397.609833,388.412476,885.175354,170.045517,321.878632,840.525452,143.327820,409.228058,1029.686890,119.791054
312,186.399,968.447,1049.66,185.226,912.174,107.783,7.33119,-5.3923,23.01,-240.974,900.872,1246.3,92.8485,0,4.77083e-13,102.676,956.892,918.242,9.80555,3.44222,11.9459,157.359,980.182,527.097,13.2322,0.0939186,-41.4678,5.98514,-3.40898,6.84239,-29.8631,994.244,1448.2,-4.85755,48.6157,75.6109,13.4328,1.81271,6.74497,19.4745,-5.05577,1.31116,-33.5291,903.041,1049.95,114.681,41.1735,185.215,350.227,913.987,157.944,13.3671,-1.13693,3.74186,539.787,868.334,1324.23,95.4071,0,7.17215e-13,287.936,935.895,931.54,27.0595,0.496337,-0.232376,327.585,1079.98,557.629,43.5289,-2.19304,-23.1445,5.98514,3.40898,-6.84239,328.784,973.268,1451.14,-11.2255,48.8865,74.4593,13.4328,-1.81271,-6.74497,19.4745,5.05577,-1.31116,384.535,875.635,1112.31,-64.6481,-213.109,368.86,90.555550,1203.071289,1568.589844,214.849030,1192.259155,1582.255859,52.074383,1085.984985,1685.207520,200.775543,1070.442383,1699.648804,128.809799,947.166077,1557.030762,147.785431,792.624817,1312.156372,134.287216,1062.604614,1437.158447,153.619553,1072.786987,1273.798340,212.961472,833.921387,1433.563354,-31.440332,1007.002686,1508.857544,-192.649109,935.383423,1347.618896,-246.923782,941.554077,1233.703613,-159.519485,912.750244,1109.162354,-5.685424,883.316650,1084.629639,-34.768795,951.665894,1050.860229,-6.419384,975.442749,1111.715454,331.162720,987.370605,1511.472412,486.311981,884.863464,1410.062012,552.174438,907.730652,1312.249268,494.833618,883.996277,1180.598755,349.444489,875.713379,1146.129517,400.832520,919.999451,1100.410278,351.967407,956.523926,1154.184814,58.217152,1018.229492,1006.435852,332.043915,987.194092,1026.090454,147.527847,792.336670,1034.793579,223.183395,784.153625,1041.531982,44.137321,998.624390,702.919800,100.421265,999.469116,520.285706,85.686081,912.681335,326.305450,144.065308,895.261475,107.790863,187.069473,825.554932,83.632156,203.746307,1042.833496,80.500427,411.241150,995.315613,753.112976,387.581665,1073.139771,561.356262,418.062561,962.263306,397.480804,388.515747,893.895203,168.457062,322.789734,848.999329,142.768250,407.428802,1039.588745,118.720345
313,186.238,969.079,1049.57,185.21,912.381,107.734,7.41801,-5.41997,23.1426,-240.883,900.444,1246.04,92.7795,0,-2.56035e-12,102.727,956.313,918.141,9.97845,3.40974,11.8225,157.536,980.689,527.042,13.434,0.0652327,-41.3953,6.01075,-3.45525,6.75636,-30.3108,994.719,1447.82,-4.87159,48.5723,75.5821,13.5719,1.81377,6.73155,19.6387,-5.11566,1.26392,-33.4657,902.347,1049.74,114.619,41.07,185.138,350.145,922.735,157.139,12.4469,-1.26582,4.48827,539.855,869.3,1324.51,95.4373,-1.59028e-15,2.75118e-13,288.011,935.615,931.57,27.5536,0.709946,-0.185538,326.435,1082.87,558.958,43.1758,-2.28074,-22.956,6.01075,3.45525,-6.75636,328.222,974.094,1451.05,-11.1503,48.9428,74.47,13.5719,-1.81377,-6.73155,19.6387,5.11566,-1.26392,384.69,875.767,1112.39,-64.6175,-213.222,368.892,89.822067,1204.303101,1567.034180,214.073029,1193.588623,1580.492676,51.412971,1087.894653,1684.568726,200.599426,1072.509033,1698.876709,128.591766,948.049194,1556.866577,147.918579,792.844666,1312.532104,134.033432,1063.189331,1436.673462,153.463333,1072.893311,1273.266602,213.051941,834.630615,1433.799927,-31.941853,1007.678406,1508.432739,-192.776886,935.329468,1347.351440,-246.877319,941.077087,1233.307129,-159.383469,912.198975,1108.980225,-5.581792,882.478210,1084.444092,-34.708637,951.077759,1050.610840,-6.359740,975.067932,1111.568604,330.540466,988.353394,1511.344727,486.325989,885.757202,1410.215088,552.158264,908.700317,1312.461670,494.782501,885.116333,1180.943115,349.557343,875.820251,1146.183716,400.899292,920.153809,1100.417114,351.895782,956.713745,1154.105957,58.215141,1017.616150,1006.280396,331.875977,987.045227,1026.114014,147.718536,791.816284,1034.808594,223.385483,783.858826,1041.602661,44.133705,998.296326,702.843445,100.525932,999.765137,520.241272,85.829903,912.844482,326.350067,144.087433,895.375977,107.789818,187.081589,825.538757,83.661102,203.689148,1042.888794,80.546074,411.071198,996.995422,753.480347,386.466125,1076.263062,562.537781,418.102173,968.189758,397.775482,388.606873,902.816711,167.345856,323.182770,857.278992,141.578003,404.654205,1049.089600,117.133560
314,186.125,969.765,1049.46,185.013,912.61,107.637,7.55601,-5.46681,23.3664,-240.77,899.903,1245.75,92.8073,-1.59028e-15,1.85108e-12,102.879,955.852,918.03,10.1277,3.32447,11.6962,157.719,981.484,527.093,13.6958,0.0224367,-41.3219,5.99806,-3.55641,6.61037,-30.6987,995.209,1447.45,-4.9058,48.529,75.5875,13.7305,1.75892,6.67793,19.7839,-5.17908,1.19929,-33.0214,901.648,1049.81,114.8,41.1883,185.416,350.088,931.86,156.018,11.6902,-1.44411,5.51808,539.939,870.156,1324.6,95.4616,-1.59028e-15,-1.11478e-12,288.198,935.656,931.733,27.9923,0.936876,-0.258575,325.413,1086.02,560.316,42.7801,-2.38142,-23.0293,5.99806,3.55641,-6.61037,327.991,974.776,1450.92,-11.0902,48.932,74.3987,13.7305,-1.75892,-6.67793,19.7839,5.17908,-1.19929,384.833,876.202,1112.43,-64.3916,-214.909,368.997,89.632736,1205.165894,1565.481201,213.442825,1194.492554,1578.670166,51.299786,1089.566895,1683.915039,200.128418,1074.392212,1697.959229,128.434296,948.986389,1556.794922,148.106949,793.143250,1312.778442,133.760681,1063.681152,1436.124390,153.326462,1072.996338,1272.783936,212.989365,835.109619,1433.848999,-32.343044,1008.355164,1508.019409,-192.812210,935.197815,1346.960571,-246.843277,940.485718,1232.901611,-159.360733,911.487671,1108.656494,-4.996811,882.059204,1084.684448,-34.618721,950.460815,1050.374146,-6.402664,974.706665,1111.279907,330.236023,989.184143,1511.182739,486.017059,886.879578,1410.250732,552.181335,909.562195,1312.508911,494.910889,885.696533,1181.054077,349.603729,875.969238,1146.209595,400.895416,920.731628,1100.548462,351.861694,956.927490,1154.020752,58.131226,1017.021301,1006.110535,331.722076,987.205200,1026.340820,147.957596,791.449402,1034.817749,223.656509,783.579163,1041.589722,44.099327,998.090759,702.780640,100.613724,1000.280762,520.314819,85.964142,913.047729,326.271790,143.946899,895.468628,107.779686,187.096085,825.569580,83.672905,203.498306,1042.945068,80.563911,410.788147,998.867432,754.019653,385.474030,1079.604248,563.734680,417.283508,974.108765,397.095520,388.608032,911.924866,165.970291,323.573303,865.512451,140.320251,401.945038,1059.250000,115.638199
315,186.005,970.31,1049.31,184.927,912.699,107.514,7.73216,-5.49388,23.4954,-240.682,899.263,1245.43,92.8353,3.18055e-15,5.56597e-14,102.91,955.389,917.973,10.288,3.28794,11.5459,157.906,982.301,526.985,13.9808,-0.0135607,-41.1848,5.98787,-3.61939,6.47964,-30.7415,995.402,1447.01,-4.88776,48.5759,75.5161,13.9056,1.76696,6.65341,19.9482,-5.26989,1.12906,-32.8867,901.104,1049.61,114.809,41.1469,185.454,349.872,940.426,155.036,11.086,-1.6366,6.62586,540.018,871.166,1324.88,95.445,-1.59028e-15,3.21077e-12,288.265,935.634,931.834,28.3343,1.09138,-0.0072166,324.54,1088.48,561.181,42.3046,-2.22143,-23.0254,5.98787,3.61939,-6.47964,327.877,975.453,1450.74,-11.0209,48.9233,74.415,13.9056,-1.76696,-6.65341,19.9482,5.26989,-1.12906,385.038,876.235,1112.54,-64.6114,-215.168,368.711,88.826271,1206.288696,1563.922974,212.997406,1195.560059,1577.215210,51.078781,1091.110352,1683.049438,199.989838,1076.188354,1697.277588,128.069916,949.971680,1556.546387,148.349670,793.281006,1312.919067,133.410034,1064.029175,1435.508789,153.054382,1073.046875,1272.264282,212.953171,835.606201,1433.972046,-32.408333,1008.710876,1507.541016,-192.944458,934.912415,1346.516602,-246.844025,939.810181,1232.510986,-159.416702,910.661072,1108.266113,-4.846415,881.798584,1084.538574,-34.620922,949.842712,1050.053223,-6.422492,974.120117,1110.852661,330.048706,990.048645,1510.959351,486.021027,888.036865,1410.344849,552.157959,910.573792,1312.690063,494.862091,885.990051,1180.975220,349.850037,875.922363,1146.371582,400.871826,920.812561,1100.512451,351.476776,957.217163,1153.928223,58.016327,1016.440979,1006.023315,331.508972,987.291321,1026.475342,148.283081,791.114746,1034.755981,224.071976,783.237976,1041.688354,44.076115,997.872986,702.632568,100.707977,1000.815369,520.213867,86.037476,913.275635,326.180176,143.899307,895.466675,107.730698,187.048935,825.558105,83.689789,203.356415,1042.975220,80.561623,410.572327,1000.761719,754.717896,384.648285,1082.512207,564.603760,416.879517,979.866760,396.782379,388.551392,920.638794,164.661743,323.922272,873.207581,140.375427,398.167725,1069.026978,114.512871
