Frame,CentreOfMass_X,CentreOfMass_Y,CentreOfMass_Z,LAJC_X,LAJC_Y,LAJC_Z,LAnkleAngles_X,LAnkleAngles_Y,LAnkleAngles_Z,LEJC_X,LEJC_Y,LEJC_Z,LElbowAngles_X,LElbowAngles_Y,LElbowAngles_Z,LHJC_X,LHJC_Y,LHJC_Z,LHipAngles_X,LHipAngles_Y,LHipAngles_Z,LKJC_X,LKJC_Y,LKJC_Z,LKneeAngles_X,LKneeAngles_Y,LKneeAngles_Z,LPelvisAngles_X,LPelvisAngles_Y,LPelvisAngles_Z,LSJC_X,LSJC_Y,LSJC_Z,LShoulderAngles_X,LShoulderAngles_Y,LShoulderAngles_Z,LSpineAngles_X,LSpineAngles_Y,LSpineAngles_Z,LThoraxAngles_X,LThoraxAngles_Y,LThoraxAngles_Z,LWJC_X,LWJC_Y,LWJC_Z,LWristAngles_X,LWristAngles_Y,LWristAngles_Z,RAJC_X,RAJC_Y,RAJC_Z,RAnkleAngles_X,RAnkleAngles_Y,RAnkleAngles_Z,REJC_X,REJC_Y,REJC_Z,RElbowAngles_X,RElbowAngles_Y,RElbowAngles_Z,RHJC_X,RHJC_Y,RHJC_Z,RHipAngles_X,RHipAngles_Y,RHipAngles_Z,RKJC_X,RKJC_Y,RKJC_Z,RKneeAngles_X,RKneeAngles_Y,RKneeAngles_Z,RPelvisAngles_X,RPelvisAngles_Y,RPelvisAngles_Z,RSJC_X,RSJC_Y,RSJC_Z,RShoulderAngles_X,RShoulderAngles_Y,RShoulderAngles_Z,RSpineAngles_X,RSpineAngles_Y,RSpineAngles_Z,RThoraxAngles_X,RThoraxAngles_Y,RThoraxAngles_Z,RWJC_X,RWJC_Y,RWJC_Z,RWristAngles_X,RWristAngles_Y,RWristAngles_Z,LFHD_X,LFHD_Y,LFHD_Z,RFHD_X,RFHD_Y,RFHD_Z,LBHD_X,LBHD_Y,LBHD_Z,RBHD_X,RBHD_Y,RBHD_Z,C7_X,C7_Y,C7_Z,T10_X,T10_Y,T10_Z,CLAV_X,CLAV_Y,CLAV_Z,STRN_X,STRN_Y,STRN_Z,RBAK_X,RBAK_Y,RBAK_Z,LSHO_X,LSHO_Y,LSHO_Z,LUPA_X,LUPA_Y,LUPA_Z,LELB_X,LELB_Y,LELB_Z,LFRM_X,LFRM_Y,LFRM_Z,LWRA_X,LWRA_Y,LWRA_Z,LWRB_X,LWRB_Y,LWRB_Z,LFIN_X,LFIN_Y,LFIN_Z,RSHO_X,RSHO_Y,RSHO_Z,RUPA_X,RUPA_Y,RUPA_Z,RELB_X,RELB_Y,RELB_Z,RFRM_X,RFRM_Y,RFRM_Z,RWRA_X,RWRA_Y,RWRA_Z,RWRB_X,RWRB_Y,RWRB_Z,RFIN_X,RFIN_Y,RFIN_Z,LASI_X,LASI_Y,LASI_Z,RASI_X,RASI_Y,RASI_Z,LPSI_X,LPSI_Y,LPSI_Z,RPSI_X,RPSI_Y,RPSI_Z,LTHI_X,LTHI_Y,LTHI_Z,LKNE_X,LKNE_Y,LKNE_Z,LTIB_X,LTIB_Y,LTIB_Z,LANK_X,LANK_Y,LANK_Z,LHEE_X,LHEE_Y,LHEE_Z,LTOE_X,LTOE_Y,LTOE_Z,RTHI_X,RTHI_Y,RTHI_Z,RKNE_X,RKNE_Y,RKNE_Z,RTIB_X,RTIB_Y,RTIB_Z,RANK_X,RANK_Y,RANK_Z,RHEE_X,RHEE_Y,RHEE_Z,RTOE_X,RTOE_Y,RTOE_Z
1,193.169,962.859,1052.72,183.206,911.534,109,3.37012,-5.68608,24.4039,-237.816,883.622,1297.05,90.9925,1.59028e-15,-2.85614e-12,107.01,990.752,920.43,1.63037,3.9838,12.5633,140.06,958.418,522.427,1.16015,1.83591,-48.0078,5.42032,-0.497726,11.8643,-8.02701,989.032,1457.64,-18.169,54.0303,58.0614,7.07353,3.41694,5.91266,12.8209,-3.13358,6.39777,-88.5003,973.345,1034.67,3.38879,-113.658,46.0686,335.875,815.168,142.918,14.3469,-0.906618,2.40513,490.115,760.672,1331.26,90.5703,0,4.53865e-12,289.93,952.644,925.642,15.5822,-4.17587,-5.86888,344.312,1015.42,530.498,37.2053,-3.09325,-27.6613,5.42032,0.497726,-11.8643,335.025,933.327,1446.96,-28.9316,45.3929,46.3893,7.07353,-3.41694,-5.91266,12.8209,3.13358,-6.39777,440.562,895.239,1070.67,-38.3069,-123.391,82.632,113.162125,1137.520874,1671.541870,235.676254,1115.123291,1677.877686,64.936363,976.757080,1697.617920,212.491943,948.217896,1702.217041,140.803513,918.205200,1554.916504,145.682129,795.868713,1293.579346,158.340637,1058.562622,1458.513428,177.440018,1083.708374,1292.783447,212.021103,812.346069,1422.130615,-10.427787,993.026184,1519.463257,-173.158661,917.839478,1391.375122,-255.979950,922.595581,1297.459595,-219.253677,919.969360,1146.019165,-57.927979,1012.771484,1034.900024,-136.000107,982.597046,1046.809204,-84.036987,925.918457,1071.323608,342.661804,938.008545,1508.311890,440.902039,794.968689,1415.216064,523.459656,787.389465,1336.087524,515.875549,801.258667,1192.451294,431.989929,949.901917,1062.822632,486.767822,874.425964,1094.224487,408.147552,883.272766,1109.634277,72.198402,1054.578125,1011.093140,342.313324,998.304871,1018.789795,139.251617,821.488220,1032.921387,214.210831,806.832458,1036.713745,44.642979,1009.618286,704.881653,85.173042,983.007568,515.871704,73.696854,897.918518,323.546021,142.586548,893.493347,106.806709,186.449646,825.895935,83.178978,203.337952,1042.699829,80.658806,414.577789,951.910645,735.681946,401.561096,996.469177,535.366882,406.330017,862.546570,383.578094,366.746887,786.425720,157.095932,292.300140,760.796814,128.821823,428.793243,915.349609,101.933151
2,192.541,963.255,1053.18,183.216,911.638,109.015,3.45231,-5.68613,24.4041,-237.942,882.203,1299.62,91.7148,-1.59028e-15,-1.52667e-12,106.361,991.58,920.591,1.61572,4.07293,12.5505,140.072,959.009,522.551,1.22928,1.761,-47.9969,5.42245,-0.507173,11.8457,-8.4053,990.232,1457.52,-18.7861,54.2501,58.5976,7.2312,3.44201,5.84462,12.985,-3.14357,6.46,-86.5732,969.114,1037.93,4.43363,-113.77,45.6184,331.926,812.906,144.667,14.4145,-0.804914,1.8139,490.557,760.12,1336.66,91.4159,-1.59028e-15,-3.15829e-12,289.293,953.535,925.829,15.5038,-4.08632,-5.69844,342.991,1015.92,530.49,37.6472,-2.84097,-27.6962,5.42245,0.507173,-11.8457,334.398,934.529,1448.16,-29.413,46.255,47.7348,7.2312,-3.44201,-5.84462,12.985,3.14357,-6.46,437.693,890.704,1075.42,-37.406,-123.232,81.9962,112.114250,1139.358398,1671.083252,235.371872,1116.435913,1677.597900,63.946465,978.622803,1697.371338,211.593430,949.944946,1702.327881,140.256592,919.779907,1555.253784,145.065903,796.632690,1294.324341,157.915894,1059.598267,1458.412109,177.151291,1084.371826,1292.729492,211.350464,813.348999,1422.872437,-10.881823,994.401428,1519.331787,-173.248932,917.712830,1393.353027,-256.187073,921.140198,1299.504272,-218.463455,917.333618,1148.795288,-55.736004,1008.472107,1038.480713,-134.375641,978.568970,1049.150146,-83.095703,922.592041,1074.703979,341.727966,939.405151,1509.531860,440.657532,795.474731,1419.686035,523.755798,787.112610,1340.927979,514.877991,799.153931,1197.100830,427.506836,945.126404,1067.635986,484.689240,871.177307,1098.582153,405.958313,878.876282,1114.626099,71.436798,1055.414673,1011.244202,341.727753,999.200256,1018.983582,138.970474,822.227783,1033.004639,213.944489,807.585693,1037.010742,44.518242,1010.179382,704.860229,85.178879,983.558899,515.893188,73.755417,898.261292,323.614838,142.600479,893.583923,106.845955,186.427338,825.889648,83.303909,203.280396,1042.768799,80.689995,413.477081,953.062256,735.563477,400.311890,997.179993,535.318420,403.972656,862.032959,384.215057,362.907623,784.279907,158.841431,287.962097,758.165405,130.982422,425.736115,912.116699,102.848152
3,192.057,963.671,1053.5,183.077,911.645,109.056,3.48995,-5.72482,24.5854,-238.292,880.378,1301.73,92.4732,1.59028e-15,7.15625e-13,105.981,992.348,920.631,1.56829,4.10268,12.5421,139.949,959.446,522.619,1.2569,1.7278,-48.0583,5.42069,-0.525071,11.804,-8.60073,991.228,1457.8,-19.3406,54.4208,59.0527,7.37057,3.47644,5.8014,13.126,-3.17935,6.47603,-84.6656,965.257,1041.3,5.04407,-113.426,45.6237,328.525,810.857,146.425,14.3226,-0.770916,1.61617,491.082,759.743,1341.79,92.2897,0,1.52667e-13,288.94,954.441,925.913,15.4036,-3.97399,-5.48959,341.802,1016.39,530.221,38.0468,-2.60897,-28.0015,5.42069,0.525071,-11.804,333.811,935.505,1449.08,-29.8741,47.1151,49.0832,7.37057,-3.47644,-5.8014,13.126,3.17935,-6.47603,434.721,886.606,1079.93,-37.163,-123.059,81.922,111.547508,1140.977905,1670.555054,234.741180,1117.941650,1677.273438,63.222908,980.182617,1696.869995,210.805466,951.369995,1701.822266,139.757706,921.199768,1555.377441,144.743240,797.425049,1294.888184,157.508484,1060.623779,1458.253662,176.825287,1085.043579,1292.666260,210.789200,814.470398,1423.596069,-10.963887,995.498230,1519.602783,-173.312653,917.274597,1394.814453,-256.662140,919.252319,1301.153320,-217.771835,913.783142,1150.575928,-54.068520,1004.505615,1042.379395,-132.446014,974.881348,1051.414429,-81.565773,919.353271,1077.965088,340.885620,940.533997,1510.465210,440.359344,796.027649,1423.931152,524.112915,787.020264,1345.519531,513.648865,797.525024,1201.668335,423.458710,940.581421,1072.170044,482.204254,868.349121,1102.571899,403.204742,874.881836,1119.481567,70.915108,1056.168823,1011.275757,341.388794,1000.128967,1019.083374,138.828491,822.925964,1033.041748,213.793533,808.309448,1037.103149,44.366478,1010.639404,704.823242,85.038116,983.939819,515.908081,73.750298,898.333069,323.623932,142.495239,893.512878,106.919800,186.442764,825.995300,83.393745,203.306168,1042.731323,80.690681,412.833527,954.187195,735.571777,399.215790,997.926147,535.000122,401.669403,861.362366,384.760193,359.500031,782.257935,160.669403,284.818817,756.126709,133.115234,422.565857,908.921570,103.502235
4,191.654,964.029,1053.7,182.956,911.852,108.955,3.50018,-5.77264,24.8088,-237.903,878.699,1303.83,93.1951,1.59028e-15,2.34725e-12,105.577,993.05,920.479,1.52478,4.11822,12.4932,139.66,959.759,522.51,1.2188,1.71489,-48.1809,5.43288,-0.535538,11.7797,-9.33825,992.665,1457.71,-20.0649,54.4293,59.4064,7.48267,3.49724,5.71392,13.2551,-3.18897,6.54917,-82.1077,961.815,1044.72,6.15958,-113.303,45.3951,324.998,808.306,147.857,14.6035,-0.648879,0.906116,491.616,759.448,1346.43,93.1988,3.18055e-15,-1.36764e-13,288.551,955.224,925.794,15.3435,-3.84039,-5.26488,340.464,1016.93,529.779,38.5199,-2.41442,-27.6694,5.43288,0.535538,-11.7797,333.245,936.466,1449.96,-30.2305,47.9457,50.4865,7.48267,-3.49724,-5.71392,13.2551,3.18897,-6.54917,431.188,882.946,1084.19,-36.6637,-122.988,82.2222,111.350014,1142.423096,1669.977539,234.134689,1119.525269,1676.819824,62.441879,981.754028,1696.093872,210.071289,952.964783,1701.313965,139.123596,922.676758,1555.306519,144.519211,798.232422,1295.365967,157.507935,1061.496216,1458.062134,176.468872,1085.706055,1292.490723,210.212936,815.298340,1424.268188,-11.727640,997.160950,1519.497803,-173.327942,917.070801,1396.118652,-256.501556,917.453308,1302.751587,-216.546814,910.813049,1152.493652,-51.745350,1001.195068,1046.385498,-130.151016,971.291870,1053.524048,-79.613777,915.263977,1081.601807,340.054993,941.621765,1511.371582,440.233185,796.320129,1427.788696,524.478333,786.999817,1349.587402,512.769775,795.948059,1205.974731,419.580383,936.497925,1076.727539,479.062683,865.428711,1105.628906,400.837769,871.183044,1124.080078,70.463829,1056.876465,1011.104248,340.973267,1000.954529,1018.962646,138.742645,823.585327,1032.940430,213.600479,809.073425,1037.008423,44.087307,1010.980469,704.678284,84.718658,984.174988,515.761780,73.632645,898.294434,323.654755,142.437164,893.578186,106.829674,186.403244,825.953613,83.298897,203.233322,1042.746704,80.628265,412.075439,955.323975,735.185059,397.972015,998.738098,534.482117,400.058350,861.491211,385.405640,356.326965,780.054688,162.020981,281.709778,754.015503,134.888168,419.420746,906.204956,104.306702
5,191.237,964.427,1053.96,182.679,912.114,109.008,3.44972,-5.82931,25.0724,-237.888,877.629,1305.31,93.9371,1.59028e-15,9.22361e-13,105.5,993.447,920.412,1.53491,4.05467,12.5735,139.34,959.951,522.565,1.16576,1.73434,-48.3996,5.49175,-0.563033,11.7108,-9.80436,993.953,1457.87,-20.5578,54.4894,59.8752,7.55366,3.55777,5.60181,13.3937,-3.26177,6.60811,-79.4001,958.567,1048.55,6.61628,-112.412,46.0538,322.13,806.026,149.618,14.6333,-0.596293,0.600054,491.721,759.594,1350.7,93.8768,0,-3.18374e-12,288.52,955.854,925.833,15.3374,-3.66842,-5.12458,339.321,1017.44,529.578,38.9588,-2.30606,-27.6108,5.49175,0.563033,-11.7108,332.494,937.47,1450.96,-30.5037,48.587,51.6812,7.55366,-3.55777,-5.60181,13.3937,3.26177,-6.60811,428.244,879.536,1088.63,-36.4634,-122.194,82.9367,110.383919,1144.192261,1669.404785,233.081238,1121.172852,1676.319824,61.705948,983.384460,1695.592529,209.151031,954.382263,1701.020264,138.312683,923.979431,1555.510010,144.108109,798.968994,1295.880981,157.044373,1062.507690,1457.846924,176.152496,1086.296143,1292.381592,209.562057,816.237122,1424.801025,-12.096670,998.571472,1519.656128,-173.310043,916.981567,1397.482178,-256.568848,916.326843,1303.733643,-215.090759,908.021851,1154.397339,-49.694878,998.260559,1050.862915,-127.686249,967.618530,1055.611206,-77.403519,912.112976,1084.924316,338.996704,942.772278,1512.391602,439.518524,797.101318,1431.155762,524.429626,787.382446,1353.344971,511.869843,794.293213,1209.698242,415.976440,932.945129,1081.601196,476.735382,862.485840,1108.886841,398.268585,867.562622,1128.391479,70.399010,1057.297852,1010.961914,340.727020,1001.771240,1018.969177,138.481613,824.417725,1033.091309,213.207520,809.853027,1037.094727,43.673363,1011.377441,704.668091,84.399872,984.375183,515.835876,73.557961,898.227844,323.684448,142.226685,893.690735,106.899712,186.293884,825.969543,83.438034,203.067383,1042.709473,80.677261,411.307678,956.394104,734.959167,396.914337,999.490845,534.171326,398.332642,861.180786,385.704163,353.652008,777.993835,163.789673,278.960693,751.697327,136.803040,416.523224,903.536316,104.999168
6,190.796,964.923,1054.19,182.421,912.189,108.967,3.53821,-5.88363,25.324,-237.527,876.238,1306.73,94.7044,-1.59028e-15,-1.12592e-12,105.401,994.132,920.39,1.47395,4.036,12.453,139.076,960.284,522.651,1.14592,1.74269,-48.4207,5.49149,-0.571704,11.6564,-10.2574,995.216,1457.84,-21.068,54.5523,60.255,7.68988,3.66622,5.57673,13.54,-3.36554,6.60315,-76.5121,955.716,1052.31,7.51418,-111.374,46.3293,319.302,803.872,151.259,14.6948,-0.497541,0.025211,492.015,759.638,1354.48,94.7059,1.59028e-15,-3.05015e-12,288.457,956.715,925.823,15.2697,-3.56564,-5.21351,338.434,1018.05,529.349,39.3837,-2.28909,-27.1241,5.49149,0.571704,-11.6564,332.005,938.276,1451.6,-30.7992,49.1374,52.7523,7.68988,-3.66622,-5.57673,13.54,3.36554,-6.60315,425.096,876.968,1092.79,-36.1503,-121.428,83.5651,109.769836,1145.731323,1668.955200,232.520508,1122.567993,1675.938965,60.902092,985.103394,1695.146362,208.404816,955.888611,1700.675781,137.670975,925.243103,1555.599854,143.640579,799.750488,1296.328369,156.166016,1063.683960,1457.563477,175.884415,1086.907593,1292.160400,208.964935,817.343262,1425.343384,-12.504178,999.943787,1519.622070,-173.198196,916.539246,1398.667236,-256.377197,914.832581,1304.688232,-213.537811,905.203796,1155.825195,-47.660404,995.743286,1055.345093,-124.918999,964.241943,1057.595093,-74.911842,909.086853,1087.939331,338.304810,943.749695,1513.038086,439.221741,797.675293,1434.347046,524.585999,787.626709,1356.658325,510.894287,793.144897,1212.999878,412.676636,930.227844,1086.188354,473.991150,860.117798,1111.765747,395.834412,864.569458,1132.459717,70.219009,1057.953003,1010.937561,340.628479,1002.680054,1018.962158,138.322281,824.993347,1033.059082,213.174530,810.688538,1037.100098,43.194157,1011.711975,704.675659,84.058723,984.536438,515.928772,73.444710,898.140015,323.726471,142.030884,893.625488,106.893082,186.241272,825.968811,83.394722,202.913208,1042.727417,80.756149,410.714844,957.126770,734.740234,396.031860,1000.088684,533.830322,397.640289,860.744995,386.294800,351.126404,776.145142,165.354813,276.234192,749.535522,138.668411,413.864899,900.975403,105.636436
7,190.371,965.308,1054.34,182.192,912.37,108.843,3.57748,-5.94388,25.6018,-236.886,874.603,1307.86,95.3401,0,4.53229e-12,104.875,994.823,920.489,1.43728,4.16262,12.3599,138.72,960.484,522.621,1.08954,1.70781,-48.5669,5.49736,-0.477232,11.6682,-10.5474,996.313,1457.76,-21.6299,54.5006,60.5062,7.80683,3.84272,5.5456,13.6838,-3.42615,6.6643,-73.8067,952.871,1055.44,8.83135,-110.508,45.7222,317.398,801.722,152.427,14.9071,-0.48622,-0.0406886,492.337,759.505,1357.99,95.5237,1.59028e-15,-3.67036e-12,287.925,957.339,925.628,15.2134,-3.59332,-4.94572,337.394,1018.19,529.035,39.681,-2.17187,-27.3179,5.49736,0.477232,-11.6682,331.632,939.079,1452.53,-31.0192,49.6278,53.6744,7.80683,-3.84272,-5.5456,13.6838,3.42615,-6.6643,422.143,875.174,1096.55,-35.0721,-120.831,82.7245,109.164917,1147.218140,1668.421997,232.208649,1123.757080,1675.571533,60.070877,986.614563,1694.516968,207.481155,957.325073,1700.007446,136.964417,926.697693,1555.650391,143.177521,800.595337,1296.657104,155.686813,1064.745972,1457.279419,175.618393,1087.541382,1291.969238,208.499588,818.212585,1425.765381,-12.764841,1001.144409,1519.534058,-173.170410,916.401123,1399.330078,-255.933975,913.074829,1305.389282,-211.777115,902.700012,1156.910522,-45.501373,992.911072,1059.082275,-122.075768,961.319092,1059.491455,-72.125610,905.859192,1090.609497,337.635132,944.723999,1513.980713,438.858826,798.466431,1437.263550,524.817139,787.627014,1359.786621,509.270355,791.984497,1215.836914,409.222839,927.997620,1090.233032,471.212769,859.212097,1114.842041,393.441010,862.190002,1136.293091,69.831741,1058.671631,1011.085999,340.295654,1003.288391,1018.679382,138.175964,825.640930,1033.026367,213.307373,811.524902,1037.131714,42.829346,1011.971375,704.612549,83.671295,984.651672,515.852112,73.259178,897.964111,323.667114,141.875565,893.645874,106.784172,186.139481,825.930969,83.342949,202.771393,1042.677734,80.771538,410.114777,957.885498,734.574402,395.067352,1000.473145,533.510437,395.734833,860.459290,386.637299,349.247498,774.077515,166.626297,273.791962,747.189514,140.198090,411.833374,898.489197,106.599449
8,190.06,965.799,1054.57,181.96,912.541,108.828,3.58184,-5.99088,25.8176,-236.742,873.616,1308.61,96.0887,-1.59028e-15,1.4726e-12,104.813,995.525,920.601,1.35392,4.14059,12.1995,138.404,960.81,522.61,1.04615,1.73712,-48.5761,5.47265,-0.477546,11.6652,-10.9443,997.59,1457.64,-22.0622,54.5275,60.8304,7.94748,3.97395,5.53238,13.8147,-3.53774,6.70181,-70.8919,950.849,1058.68,9.11443,-109.931,45.9031,315.202,799.581,153.583,15.0845,-0.431514,-0.359143,491.718,759.911,1361.11,96.1245,-1.59028e-15,-6.36111e-15,287.865,958.049,925.724,15.1274,-3.51367,-4.92476,336.673,1018.62,528.951,40.0295,-2.14007,-27.3217,5.47265,0.477546,-11.6652,330.756,940.194,1453.24,-31.2632,49.9745,54.4749,7.94748,-3.97395,-5.53238,13.8147,3.53774,-6.70181,419.109,873.533,1099.94,-34.5791,-120.867,82.4901,108.846794,1148.573730,1668.025513,231.171982,1125.224243,1675.079956,59.297890,988.123047,1694.143921,206.649673,958.534973,1699.667603,136.124435,927.851990,1555.765503,142.936447,801.273621,1297.125122,155.179077,1065.858154,1457.081421,175.353165,1088.207520,1291.848633,207.694778,819.003967,1426.306152,-13.180522,1002.542114,1519.399902,-173.310440,916.539612,1399.720459,-255.913254,911.997375,1305.731567,-209.847443,900.594055,1158.156860,-43.140884,991.076721,1062.714844,-119.160446,958.991943,1061.595947,-69.417633,903.810791,1093.620361,336.542633,945.959473,1514.696655,438.316162,799.267334,1439.747070,524.133728,788.127930,1362.531006,508.000244,791.716431,1218.749512,405.723511,926.119690,1093.794678,468.421082,858.152222,1117.657837,390.802368,860.482483,1140.103638,69.481606,1059.391479,1011.217102,340.518463,1003.902893,1018.802734,138.061478,826.245850,1033.053101,213.107376,812.043457,1037.192871,42.559074,1012.232178,704.643799,83.282120,984.817566,515.864136,73.244270,898.021729,323.720428,141.700165,893.692505,106.789024,185.988144,825.873230,83.366615,202.615280,1042.615845,80.775726,409.491241,958.606079,734.391907,394.364777,1000.936890,533.349304,394.344879,859.902039,387.082550,347.101471,772.022949,167.839584,271.896606,745.391235,141.576309,410.316040,896.000793,107.297089
9,189.815,966.129,1054.77,181.695,912.763,108.919,3.47505,-6.04682,26.0734,-236.119,872.183,1309.38,96.7913,3.18055e-15,-1.31993e-12,104.948,995.38,920.347,1.36982,3.95475,12.5497,138.03,960.726,522.669,0.975158,1.80136,-48.9118,5.53822,-0.589882,11.4326,-11.3553,998.776,1457.44,-22.5598,54.4331,60.9018,8.05653,3.95413,5.26915,13.9892,-3.61213,6.75252,-67.982,949.342,1061.62,9.45788,-109.597,46.233,313.811,797.903,155.256,14.8584,-0.380278,-0.657377,491.889,760.184,1363.99,96.914,-1.59028e-15,7.06083e-13,288.149,958.685,925.8,15.0889,-3.31758,-5.19328,335.913,1019,528.928,40.3136,-2.2632,-27.2636,5.53822,0.589882,-11.4326,330.245,941.01,1453.97,-31.3653,50.3514,55.1986,8.05653,-3.95413,-5.26915,13.9892,3.61213,-6.75252,416.261,872.777,1103.5,-35.1321,-120.781,83.7266,108.313553,1150.017578,1667.873169,230.578842,1126.389160,1674.819702,58.373566,989.857422,1693.609741,205.390182,959.602966,1698.994385,135.459061,929.353333,1555.930420,142.661789,801.845581,1297.545288,154.805267,1066.911865,1456.837280,175.154129,1088.914063,1291.720947,207.125717,820.012451,1426.790771,-13.644166,1003.910156,1519.186646,-173.207977,916.408264,1400.133057,-255.535156,910.415161,1306.168335,-207.827072,898.479492,1159.371094,-40.878963,989.897705,1066.145630,-116.347694,956.932800,1063.332520,-66.829506,902.112183,1096.341553,335.831818,946.954102,1515.429565,437.914490,799.645996,1441.919067,524.212341,788.519836,1365.113403,506.271912,791.763184,1221.306885,403.100952,925.387451,1097.706177,465.806610,857.154297,1120.102661,388.304382,859.566284,1143.998657,69.665955,1059.111206,1010.846619,340.000732,1004.963013,1018.893250,138.165451,827.033386,1033.153320,212.930496,812.645569,1037.131226,42.314068,1012.367493,704.717773,82.951057,984.848145,515.984802,73.106667,897.770569,323.872467,141.509323,893.756958,106.881584,185.912140,825.862305,83.472870,202.432861,1042.560303,80.821182,409.101379,959.170898,734.294678,393.619293,1001.336426,533.188416,393.465729,859.557434,387.835022,345.798645,770.486389,169.585754,270.499115,743.653198,143.143631,409.062164,893.381775,107.928497
10,189.508,966.487,1054.95,181.355,912.895,108.858,3.48209,-6.10566,26.3413,-235.299,870.838,1310.15,97.3596,3.18055e-15,3.02153e-12,104.727,995.642,920.364,1.39986,3.93054,12.5738,137.654,960.805,522.71,0.934056,1.80984,-49.0736,5.60339,-0.586296,11.3703,-11.8516,1000.04,1457.19,-23.0726,54.3411,60.934,8.13548,4.07281,5.19162,14.1475,-3.71371,6.78965,-65.5266,947.962,1064.25,8.68909,-109.169,47.4952,312.524,796.123,156.469,14.9678,-0.315644,-1.03355,491.276,760.518,1366.05,97.5095,-1.59028e-15,-1.11319e-12,287.968,959.15,925.829,15.0514,-3.24889,-5.04906,335.082,1018.91,528.765,40.5073,-2.19753,-27.3999,5.60339,0.586296,-11.3703,329.57,942.057,1454.68,-31.4998,50.4401,55.6167,8.13548,-4.07281,-5.19162,14.1475,3.71371,-6.78965,413.61,872.398,1106.91,-35.89,-120.967,84.9242,107.717606,1151.357666,1667.855347,229.938019,1127.433838,1674.690552,57.545692,991.204895,1693.098633,204.237488,960.587585,1698.432739,134.772324,930.713562,1555.832642,142.451202,802.527710,1298.168457,154.360489,1067.957153,1456.556763,174.972000,1089.610962,1291.583496,206.694534,820.995300,1427.392822,-14.193567,1005.352478,1518.917847,-173.083084,916.196228,1400.573730,-254.984940,908.903259,1306.618042,-205.839325,896.582275,1160.517456,-39.188053,988.796326,1069.084229,-113.837822,955.035645,1064.981567,-64.038452,901.074463,1099.032837,334.930878,948.162109,1516.149658,437.142365,800.635193,1443.837280,523.591309,788.871643,1366.931274,504.747345,791.520081,1223.481323,400.809784,924.966492,1101.447754,463.204865,856.571106,1122.630371,385.963074,859.437073,1147.733276,69.371201,1059.442505,1010.795471,339.805817,1005.586731,1018.859985,138.044205,827.423828,1033.247925,212.915817,813.250610,1037.442627,42.063248,1012.445801,704.806274,82.556313,984.888306,516.038269,72.915039,897.615234,324.088715,141.236298,893.746582,106.838722,185.602798,825.708496,83.455910,202.221268,1042.455444,80.858429,408.596649,959.752686,734.251953,392.858459,1001.468445,532.995728,392.490295,858.848633,388.319641,344.562012,768.804199,170.875381,268.916992,741.880981,144.606369,408.451843,891.151123,108.975304
