Frame,CentreOfMass_X,CentreOfMass_Y,CentreOfMass_Z,LAJC_X,LAJC_Y,LAJC_Z,LAnkleAngles_X,LAnkleAngles_Y,LAnkleAngles_Z,LEJC_X,LEJC_Y,LEJC_Z,LElbowAngles_X,LElbowAngles_Y,LElbowAngles_Z,LHJC_X,LHJC_Y,LHJC_Z,LHipAngles_X,LHipAngles_Y,LHipAngles_Z,LKJC_X,LKJC_Y,LKJC_Z,LKneeAngles_X,LKneeAngles_Y,LKneeAngles_Z,LPelvisAngles_X,LPelvisAngles_Y,LPelvisAngles_Z,LSJC_X,LSJC_Y,LSJC_Z,LShoulderAngles_X,LShoulderAngles_Y,LShoulderAngles_Z,LSpineAngles_X,LSpineAngles_Y,LSpineAngles_Z,LThoraxAngles_X,LThoraxAngles_Y,LThoraxAngles_Z,LWJC_X,LWJC_Y,LWJC_Z,LWristAngles_X,LWristAngles_Y,LWristAngles_Z,RAJC_X,RAJC_Y,RAJC_Z,RAnkleAngles_X,RAnkleAngles_Y,RAnkleAngles_Z,REJC_X,REJC_Y,REJC_Z,RElbowAngles_X,RElbowAngles_Y,RElbowAngles_Z,RHJC_X,RHJC_Y,RHJC_Z,RHipAngles_X,RHipAngles_Y,RHipAngles_Z,RKJC_X,RKJC_Y,RKJC_Z,RKneeAngles_X,RKneeAngles_Y,RKneeAngles_Z,RPelvisAngles_X,RPelvisAngles_Y,RPelvisAngles_Z,RSJC_X,RSJC_Y,RSJC_Z,RShoulderAngles_X,RShoulderAngles_Y,RShoulderAngles_Z,RSpineAngles_X,RSpineAngles_Y,RSpineAngles_Z,RThoraxAngles_X,RThoraxAngles_Y,RThoraxAngles_Z,RWJC_X,RWJC_Y,RWJC_Z,RWristAngles_X,RWristAngles_Y,RWristAngles_Z,LFHD_X,LFHD_Y,LFHD_Z,RFHD_X,RFHD_Y,RFHD_Z,LBHD_X,LBHD_Y,LBHD_Z,RBHD_X,RBHD_Y,RBHD_Z,C7_X,C7_Y,C7_Z,T10_X,T10_Y,T10_Z,CLAV_X,CLAV_Y,CLAV_Z,STRN_X,STRN_Y,STRN_Z,RBAK_X,RBAK_Y,RBAK_Z,LSHO_X,LSHO_Y,LSHO_Z,LUPA_X,LUPA_Y,LUPA_Z,LELB_X,LELB_Y,LELB_Z,LFRM_X,LFRM_Y,LFRM_Z,LWRA_X,LWRA_Y,LWRA_Z,LWRB_X,LWRB_Y,LWRB_Z,LFIN_X,LFIN_Y,LFIN_Z,RSHO_X,RSHO_Y,RSHO_Z,RUPA_X,RUPA_Y,RUPA_Z,RELB_X,RELB_Y,RELB_Z,RFRM_X,RFRM_Y,RFRM_Z,RWRA_X,RWRA_Y,RWRA_Z,RWRB_X,RWRB_Y,RWRB_Z,RFIN_X,RFIN_Y,RFIN_Z,LASI_X,LASI_Y,LASI_Z,RASI_X,RASI_Y,RASI_Z,LPSI_X,LPSI_Y,LPSI_Z,RPSI_X,RPSI_Y,RPSI_Z,LTHI_X,LTHI_Y,LTHI_Z,LKNE_X,LKNE_Y,LKNE_Z,LTIB_X,LTIB_Y,LTIB_Z,LANK_X,LANK_Y,LANK_Z,LHEE_X,LHEE_Y,LHEE_Z,LTOE_X,LTOE_Y,LTOE_Z,RTHI_X,RTHI_Y,RTHI_Z,RKNE_X,RKNE_Y,RKNE_Z,RTIB_X,RTIB_Y,RTIB_Z,RANK_X,RANK_Y,RANK_Z,RHEE_X,RHEE_Y,RHEE_Z,RTOE_X,RTOE_Y,RTOE_Z
1,236.531,967.111,1057.93,184.46,914.282,108.665,3.2865,-6.61655,28.6139,-168.152,869.586,1295.91,94.5267,0,-4.69132e-12,140.258,996.318,924.415,1.0351,2.90164,10.6885,159.061,957.239,525.781,0.0207571,0.827254,-46.7886,6.23655,0.326112,7.67757,55.0318,978.035,1481.05,-14.7994,48.3753,66.9437,4.09632,1.14282,6.28047,10.3598,-0.714484,1.45195,5.18282,941.016,1082.59,-87.4178,140.186,-5.1807,359.712,818.364,130.348,9.76789,-2.07719,9.14126,591.7,837.451,1301.83,95.3843,-3.18055e-15,-1.83518e-12,325.498,971.379,926.08,10.1998,-5.94612,-9.9768,374.108,992.875,526.605,28.2132,-0.166376,-26.6426,6.23655,-0.326112,-7.67757,399.778,944.533,1455.02,-15.8024,48.0454,70.5167,4.09632,-1.14282,-6.28047,10.3598,0.714484,-1.45195,430.577,897.72,1101.21,-103.35,145.347,-11.3952,169.182251,1088.367920,1705.262085,293.631226,1075.454346,1707.563599,135.754868,921.874695,1694.530273,285.407013,905.971863,1693.634521,210.519958,906.450317,1561.854248,209.874466,797.589355,1303.536377,212.813889,1052.014038,1471.979736,218.837646,1083.319824,1306.057373,280.915161,813.869995,1426.404541,57.355431,979.787109,1542.979248,-111.704948,907.147766,1397.488525,-183.267456,909.509338,1290.742188,-110.456009,917.162292,1155.353149,38.403442,920.622986,1110.873169,-1.211600,987.897278,1091.566406,43.147705,1010.783447,1145.550659,407.475525,947.730286,1516.461060,540.043335,843.136536,1393.094727,608.478455,876.538025,1295.531128,543.924011,882.423096,1165.229614,396.376770,896.078735,1135.567627,451.803528,941.110718,1096.819214,403.426270,976.956726,1152.540283,102.896088,1058.875244,1014.954712,376.468414,1022.044312,1017.413147,185.914047,830.859314,1038.164673,261.874329,821.480042,1041.219238,65.780716,1003.387573,709.063477,101.710571,975.961548,521.239868,85.628983,890.658203,330.271790,145.385651,892.989929,108.478935,191.297607,827.324524,82.989075,202.270813,1044.093506,80.871071,447.140411,950.328796,736.642212,431.340118,974.187317,532.564026,434.050568,851.383667,372.878235,390.912994,788.923767,142.179642,316.303558,761.082581,122.072510,438.370300,927.023315,79.352982
2,236.359,966.952,1057.79,184.462,914.217,108.55,3.31992,-6.59943,28.5393,-168.314,870.086,1295.06,94.3979,-3.18055e-15,1.23724e-12,140.123,996.129,924.346,1.0175,2.90212,10.7237,158.964,957.099,525.73,0.0139119,0.832977,-46.7435,6.21292,0.318623,7.66701,54.6787,977.853,1480.65,-14.6059,48.3155,67.1115,4.17374,1.14877,6.29572,10.4133,-0.727813,1.42816,5.47718,940.54,1081.67,-86.7387,139.962,-4.7437,359.634,818.362,130.285,9.80355,-2.07811,9.14649,591.544,837.824,1301.29,95.3253,0,1.43761e-12,325.368,971.226,926.021,10.2056,-5.95322,-10.0645,374.075,992.931,526.545,28.2538,-0.197365,-26.5851,6.21292,-0.318623,-7.66701,399.574,944.541,1454.66,-15.6988,48.0026,70.5414,4.17374,-1.14877,-6.29572,10.4133,0.727813,-1.42816,430.384,897.641,1100.77,-103.199,146.421,-11.464,169.291504,1088.306519,1705.426392,293.718140,1075.123779,1707.550781,135.525665,921.874084,1694.574097,284.848541,905.694214,1693.474487,210.196136,906.437256,1561.727417,209.707687,797.394287,1303.448242,212.504135,1051.920410,1471.721802,218.471527,1083.007568,1305.806763,280.895172,813.764404,1426.310547,56.914753,979.675598,1542.586304,-112.191795,907.527100,1396.763550,-183.265839,910.060425,1289.809814,-110.378700,917.090759,1154.375488,38.757252,920.032776,1109.886719,-0.885577,987.475952,1090.673950,43.143623,1010.494446,1144.809326,407.337372,947.806824,1516.087769,540.005249,843.402771,1392.630493,608.242737,876.942444,1294.977051,543.132385,882.815125,1164.584961,396.156586,895.968933,1135.295654,451.674530,941.134644,1096.114258,403.114563,976.588074,1152.091675,102.697098,1058.646973,1014.906860,376.360596,1021.857727,1017.381042,185.844421,830.590149,1038.012817,261.682922,821.218384,1041.120483,65.649712,1003.274231,709.055908,101.621773,975.845703,521.184387,85.569168,890.675476,330.128265,145.362274,892.970337,108.344093,191.286407,827.340332,82.988525,202.263092,1044.145386,80.825455,447.171204,950.091980,736.602112,431.281464,974.163391,532.500488,434.050323,851.332642,372.851044,390.827118,788.915100,142.121094,316.303802,761.124939,122.038971,438.330505,927.059021,79.342987
3,236.199,966.839,1057.65,184.397,914.343,108.565,3.23372,-6.61577,28.6105,-168.692,870.379,1294.16,94.3403,0,-4.49094e-12,140.028,995.918,924.285,1.02004,2.88353,10.8188,158.864,957.001,525.662,-0.00173406,0.834956,-46.8742,6.20261,0.301158,7.65074,54.3147,977.878,1480.3,-14.5132,48.273,67.2794,4.19263,1.15376,6.2903,10.4218,-0.750536,1.41923,5.51205,940.008,1081,-86.5677,139.763,-5.06635,359.558,818.35,130.236,9.78846,-2.07664,9.13814,591.11,838.506,1300.8,95.1865,-3.18055e-15,-1.19907e-12,325.281,971.073,926.005,10.2062,-5.93843,-10.0516,373.985,992.883,526.563,28.2602,-0.186513,-26.6254,6.20261,-0.301158,-7.65074,399.341,944.541,1454.28,-15.5685,47.9457,70.6769,4.19263,-1.15376,-6.2903,10.4218,0.750536,-1.41923,429.998,897.455,1100.35,-102.898,146.467,-11.4527,168.947113,1088.449951,1705.499634,294.139130,1074.557983,1707.588623,135.206161,921.899048,1694.531128,284.585297,905.456482,1693.472412,209.863510,906.465149,1561.626343,209.533371,797.369751,1303.312012,212.209351,1051.791016,1471.515869,218.189590,1082.866455,1305.641357,280.728424,813.770142,1426.155029,56.477783,979.738342,1542.235962,-112.560638,907.826294,1396.032959,-183.522079,910.386536,1288.824829,-110.319809,917.190674,1153.476929,38.630131,919.220947,1109.486572,-0.656846,987.184570,1089.751587,43.031116,1010.386108,1144.184448,407.165405,947.825745,1515.700684,540.045227,843.734558,1392.265137,607.673218,877.673950,1294.435181,543.291138,882.834534,1164.344604,395.877869,895.914001,1134.935669,451.193298,940.928833,1095.488403,402.947906,976.397888,1151.721680,102.567535,1058.406372,1014.846802,376.223236,1021.705383,1017.388672,185.629715,830.338135,1037.898682,261.366852,820.939941,1041.110962,65.619461,1003.231140,709.006897,101.547607,975.827209,521.115417,85.567459,890.610046,329.967072,145.316696,893.060303,108.349113,191.264023,827.364624,83.022064,202.255997,1044.156738,80.770844,447.009216,950.073242,736.591797,431.201355,974.145996,532.516174,433.968262,851.267029,372.834595,390.745056,788.895935,142.071655,316.260986,761.264648,121.960526,438.316650,927.043030,79.274666
4,236.094,966.67,1057.58,184.491,914.212,108.693,3.14895,-6.57012,28.4114,-168.799,870.669,1293.6,94.2708,-3.18055e-15,-5.66139e-13,139.918,995.756,924.294,0.955046,2.86656,10.9418,158.625,956.55,525.837,-0.106539,0.866214,-46.8519,6.18361,0.293086,7.65783,53.8943,978.058,1479.88,-14.4972,48.2398,67.3986,4.21035,1.16912,6.29769,10.4209,-0.773484,1.42089,5.5871,939.661,1080.48,-86.3534,139.656,-5.23652,359.615,818.415,130.31,9.72453,-2.08476,9.1842,590.97,838.646,1300.53,95.1673,0,3.95979e-12,325.168,970.89,926.034,10.2119,-5.94521,-10.036,373.983,992.859,526.648,28.2738,-0.178901,-26.643,6.18361,-0.293086,-7.65783,399.14,944.53,1454.03,-15.535,47.9347,70.7514,4.21035,-1.16912,-6.29769,10.4209,0.773484,-1.42089,429.793,897.257,1100.08,-102.79,146.847,-11.4443,169.055176,1088.355347,1705.618408,294.235718,1074.250488,1707.571167,134.954300,921.954529,1694.652344,284.383484,905.255432,1693.459961,209.573349,906.424988,1561.553589,209.441971,797.305359,1303.306152,212.040222,1051.590088,1471.315918,217.993118,1082.714355,1305.471313,280.558868,813.642090,1426.099731,55.943569,979.981812,1541.812378,-112.927315,907.960815,1395.439819,-183.566818,910.689148,1288.183228,-110.540230,916.803894,1152.557983,38.554668,918.934326,1109.138672,-0.460261,986.867493,1089.009155,42.918617,1010.102295,1143.556519,406.984436,947.821045,1515.441040,540.066711,843.939758,1392.044678,607.485779,877.830505,1294.142944,543.177185,882.834229,1164.039795,395.691254,895.751099,1134.712158,450.980042,940.742371,1095.115601,402.835419,975.902954,1151.330566,102.426193,1058.221558,1014.870667,376.124725,1021.484009,1017.442688,185.408173,830.034546,1037.863281,261.290405,820.750793,1041.085571,65.542564,1003.090881,709.067627,101.351852,975.503662,521.283081,85.533592,890.621643,330.075867,145.358185,893.026978,108.416901,191.272324,827.374451,83.068199,202.259979,1044.097168,80.834694,446.941711,949.978699,736.728149,431.200867,974.128113,532.610840,433.972626,851.269165,372.924011,390.792877,788.951782,142.147034,316.252991,761.229492,122.006546,438.205139,926.960266,79.282478
5,236.021,966.599,1057.44,184.42,914.241,108.598,3.27716,-6.61524,28.6082,-168.938,870.855,1293.04,94.2482,1.59028e-15,2.84978e-12,139.831,995.642,924.238,1.00476,2.88533,10.6919,158.795,956.988,525.683,0.0482816,0.844154,-46.7426,6.15108,0.281905,7.6465,53.8665,977.697,1479.67,-14.3592,48.2284,67.5235,4.2612,1.16792,6.29641,10.439,-0.782928,1.41231,5.90084,939.268,1080.05,-86.1039,139.309,-4.96657,359.576,818.333,130.271,9.74568,-2.07284,9.11656,590.983,838.799,1300.36,95.165,3.18055e-15,3.06287e-12,325.086,970.816,925.997,10.1855,-5.94629,-10.0774,373.948,992.838,526.628,28.2894,-0.191166,-26.5486,6.15108,-0.281905,-7.6465,399.034,944.475,1453.82,-15.4855,47.9481,70.7956,4.2612,-1.16792,-6.29641,10.439,0.782928,-1.41231,429.726,897.136,1099.89,-102.732,147.228,-11.4152,169.070328,1088.274170,1705.657349,294.236664,1074.022949,1707.559937,134.814987,921.795654,1694.613159,284.317474,905.118958,1693.419189,209.384354,906.426331,1561.381592,209.343475,797.242859,1303.139526,211.872696,1051.524170,1471.071899,217.805878,1082.582397,1305.269287,280.443237,813.608521,1425.931274,55.935974,979.603455,1541.607788,-113.098915,908.062927,1394.971191,-183.603409,910.911255,1287.615479,-110.332626,917.161926,1152.193481,38.933949,918.844543,1108.869751,-0.432577,986.492188,1088.343628,42.791531,1009.792786,1142.937134,406.876587,947.788086,1515.230835,540.015259,844.025879,1391.793457,607.450195,878.002686,1293.958130,543.200867,882.825562,1163.752808,395.631714,895.668335,1134.521851,450.907837,940.615417,1094.867188,402.755829,975.564758,1151.005249,102.270996,1058.053955,1014.843811,376.055542,1021.363953,1017.443054,185.323090,829.935791,1037.686401,261.214478,820.628113,1040.976074,65.388374,1002.917664,709.041504,101.435822,975.683899,521.140686,85.502411,890.541565,330.023560,145.339279,892.958984,108.377663,191.275818,827.322144,82.969421,202.273453,1044.077148,80.857651,446.915344,949.864014,736.710388,431.155487,974.077820,532.592407,433.994141,851.314331,372.865204,390.790771,788.904114,142.096436,316.254913,761.128906,122.024673,438.185181,926.910400,79.276093
6,235.89,966.509,1057.29,184.376,914.338,108.576,3.20494,-6.62928,28.6693,-169.094,871.007,1292.54,94.1834,0,4.91714e-12,139.685,995.511,924.199,0.997535,2.87433,10.7548,158.631,956.935,525.633,0.0331445,0.859807,-46.864,6.13506,0.272413,7.62856,53.6046,977.672,1479.42,-14.2803,48.1847,67.5896,4.31465,1.1603,6.29443,10.476,-0.784683,1.39725,5.87774,938.961,1079.56,-85.7947,139.138,-4.91971,359.567,818.316,130.26,9.74236,-2.07007,9.10085,590.928,838.758,1300.19,95.1283,0,-3.82621e-12,324.948,970.746,925.975,10.1689,-5.94887,-10.0583,373.851,992.776,526.663,28.2819,-0.176408,-26.59,6.13506,-0.272413,-7.62856,398.867,944.37,1453.56,-15.4616,47.9681,70.8016,4.31465,-1.1603,-6.29443,10.476,0.784683,-1.39725,429.889,896.791,1099.67,-102.799,146.606,-11.6665,168.904495,1088.128052,1705.614624,294.060486,1073.871582,1707.573975,134.581894,921.529663,1694.291870,284.142822,904.919128,1693.352905,209.262604,906.490784,1561.313354,209.234512,797.187256,1303.043701,211.700012,1051.527954,1470.725708,217.632904,1082.442749,1305.054688,280.351257,813.544373,1425.810059,55.685982,979.628540,1541.353271,-113.300224,908.067444,1394.543945,-183.699356,911.079773,1287.076782,-110.436409,917.207458,1151.739380,38.890793,918.536804,1108.469482,-0.449255,986.243042,1087.744263,42.472179,1009.504456,1142.357788,406.702545,947.716675,1514.969360,539.598450,844.129028,1391.438232,607.360840,877.971558,1293.764282,543.209473,882.688660,1163.504028,395.907471,895.197815,1134.354736,450.818420,940.344910,1094.609375,402.768707,975.419312,1150.838623,102.078438,1057.886719,1014.817383,375.902039,1021.282410,1017.442444,185.188019,829.795044,1037.579956,260.971100,820.522888,1040.928345,65.269890,1002.891541,709.024475,101.286278,975.676697,521.093567,85.498734,890.444702,329.812164,145.324936,893.003479,108.344810,191.256760,827.345093,82.954506,202.213593,1044.114136,80.760803,446.781067,949.876831,736.695984,431.069855,974.053467,532.637268,433.895233,851.277832,372.851990,390.775696,788.882446,142.089645,316.280701,761.201660,121.991875,438.293457,926.952515,79.262177
7,235.761,966.349,1057.2,184.393,914.224,108.579,3.17598,-6.59529,28.5213,-169.306,871.151,1292.14,94.1414,3.18055e-15,-3.206e-12,139.583,995.334,924.193,0.976101,2.84249,10.8829,158.348,956.549,525.765,-0.0556091,0.899491,-46.8535,6.14998,0.263103,7.61955,53.378,977.573,1479.21,-14.2217,48.1473,67.6492,4.33054,1.14502,6.26433,10.5068,-0.776747,1.41806,5.87026,938.624,1079.17,-85.425,138.936,-4.81103,359.564,818.309,130.306,9.74692,-2.06456,9.06959,590.922,838.667,1300.1,95.121,0,1.78111e-12,324.85,970.601,926.002,10.1807,-5.94202,-10.0003,373.773,992.625,526.674,28.264,-0.145452,-26.6293,6.14998,-0.263103,-7.61955,398.819,944.301,1453.37,-15.4349,47.9936,70.8541,4.33054,-1.14502,-6.26433,10.5068,0.776747,-1.41806,429.799,896.439,1099.43,-102.675,146.239,-11.5875,168.644394,1087.888306,1705.574341,293.761414,1073.811035,1707.802734,134.565201,921.341248,1694.051880,284.156769,904.862244,1693.353394,209.118835,906.555115,1561.269287,208.998840,797.129700,1303.047485,211.573257,1051.442505,1470.455078,217.538147,1082.253174,1304.790039,280.192688,813.594849,1425.725708,55.466717,979.562073,1541.142456,-113.484848,908.120483,1394.239990,-183.843582,911.243530,1286.642700,-110.639656,917.090942,1151.316284,38.873127,918.250549,1108.164307,-0.487138,985.949402,1087.225464,42.159634,1009.351501,1141.989502,406.645691,947.690247,1514.784668,539.396912,843.923462,1391.271851,607.334900,877.883484,1293.641602,543.227905,882.643005,1163.356689,395.761932,894.880920,1134.148315,450.800018,940.011414,1094.276123,402.857910,975.289001,1150.688110,101.928223,1057.729614,1014.789246,375.807953,1021.166809,1017.463928,185.018951,829.610291,1037.674683,260.866882,820.358826,1040.943237,65.099152,1002.784485,709.029114,101.041672,975.410156,521.229797,85.423912,890.454529,329.750336,145.297150,892.971619,108.294502,191.187973,827.317200,82.891182,202.202835,1044.130859,80.782021,446.652008,949.875305,736.682739,431.013763,973.971191,532.658020,433.856506,851.235718,372.873566,390.784241,788.883789,142.127731,316.259918,761.180298,121.948669,438.384491,927.046448,79.324646
8,235.681,966.293,1057.13,184.382,914.241,108.538,3.2673,-6.61676,28.6149,-169.447,871.335,1291.93,94.0815,1.59028e-15,2.74164e-12,139.44,995.26,924.232,1.03096,2.88283,10.744,158.488,956.894,525.68,0.0665665,0.87564,-46.7771,6.13793,0.27028,7.61477,52.9734,977.607,1479.02,-14.165,48.0968,67.7388,4.36661,1.13262,6.28709,10.53,-0.758446,1.38958,5.93313,938.368,1078.79,-84.94,138.844,-4.38407,359.616,818.361,130.286,9.71947,-2.07125,9.10758,590.901,838.599,1300.05,95.1125,0,-1.8161e-12,324.708,970.539,926.011,10.1646,-5.95836,-9.96755,373.669,992.521,526.731,28.2321,-0.133477,-26.6689,6.13793,-0.27028,-7.61477,398.821,944.355,1453.22,-15.4736,48.0132,70.8863,4.36661,-1.13262,-6.28709,10.53,0.758446,-1.38958,429.689,896.071,1099.25,-102.575,145.654,-11.4436,168.410782,1087.720215,1705.622925,293.560883,1073.807373,1708.061523,134.770355,921.098450,1693.849487,284.248199,904.916016,1693.393921,209.138458,906.474182,1561.290405,208.948898,797.004883,1303.145996,211.484604,1051.369385,1470.252686,217.380676,1082.061523,1304.591675,280.166504,813.523621,1425.800903,55.028427,979.674805,1540.947754,-113.604050,908.070435,1394.000122,-183.937943,911.436829,1286.376221,-110.857208,916.880310,1150.835693,39.053299,918.100586,1107.729248,-0.563659,985.675293,1086.852661,41.972401,1009.217957,1141.749756,406.645874,947.777649,1514.626221,539.307800,843.755493,1391.121826,607.302246,877.812439,1293.546997,543.234619,882.559692,1163.322754,395.510712,894.521545,1134.000977,450.845795,939.690063,1093.997070,402.954742,975.197937,1150.565430,101.753654,1057.639160,1014.845825,375.713135,1021.084534,1017.477173,185.071274,829.496155,1037.661011,260.763611,820.275574,1040.941162,65.064499,1002.716553,709.057190,101.136093,975.612671,521.137451,85.410126,890.496826,329.847870,145.307800,892.947815,108.289864,191.242554,827.349976,82.970833,202.238358,1044.116455,80.813568,446.667572,949.810364,736.796814,430.920258,973.903442,532.726501,433.820709,851.198792,372.944794,390.829071,788.929871,142.108765,316.308929,761.140381,121.997337,438.308807,927.040710,79.342056
9,235.549,966.219,1057.08,184.362,914.307,108.565,3.2374,-6.62844,28.6657,-169.44,871.377,1291.8,93.9606,-1.59028e-15,1.40899e-12,139.282,995.091,924.241,1.04036,2.88813,10.7351,158.457,956.93,525.647,0.0971901,0.868789,-46.8098,6.11787,0.258563,7.5932,52.7229,977.619,1478.94,-14.1297,48.058,67.7583,4.41405,1.12289,6.28746,10.5567,-0.76098,1.36849,5.73554,938.123,1078.38,-84.6273,138.896,-4.3579,359.597,818.315,130.34,9.72918,-2.06804,9.08934,590.762,838.481,1299.92,95.0709,3.18055e-15,-2.04192e-12,324.56,970.443,926.042,10.1562,-5.95998,-9.9815,373.579,992.524,526.788,28.2508,-0.137505,-26.6538,6.11787,-0.258563,-7.5932,398.767,944.395,1453.17,-15.5006,47.9704,70.8684,4.41405,-1.12289,-6.28746,10.5567,0.76098,-1.36849,429.572,895.822,1099.06,-102.486,144.23,-11.2347,168.151505,1087.584839,1705.700562,293.286407,1073.898682,1708.212158,134.881714,920.945496,1693.719971,284.235748,904.974854,1693.369141,209.051559,906.509338,1561.318604,208.820801,797.012512,1303.179565,211.265579,1051.346069,1470.079468,217.222229,1081.863403,1304.426025,280.044220,813.513428,1425.867798,54.798779,979.728699,1540.874390,-113.601265,907.899902,1393.859131,-183.905396,911.482666,1286.200195,-110.848236,917.141113,1150.681763,38.821159,917.738892,1107.232422,-0.567948,985.418030,1086.510132,41.814278,1009.092346,1141.514771,406.566040,947.858154,1514.578369,539.178406,843.736023,1391.050903,607.161194,877.687988,1293.372070,542.982727,882.262390,1163.059937,395.234161,894.098999,1133.745239,450.746368,939.533264,1093.907227,402.974121,975.066711,1150.476196,101.533432,1057.426270,1014.870422,375.552399,1020.973206,1017.533875,185.005508,829.386536,1037.576416,260.664642,820.145691,1040.938354,64.911583,1002.629028,709.065125,101.095741,975.618896,521.098511,85.405663,890.432190,329.793823,145.310577,892.972046,108.319427,191.207123,827.341125,82.987000,202.199432,1044.141724,80.797729,446.521149,949.789612,736.807495,430.831909,973.913940,532.787842,433.785553,851.205322,372.997437,390.822174,788.897339,142.165268,316.353790,761.202087,121.995384,438.323364,927.055237,79.396263
10,235.418,966.125,1057.02,184.41,914.252,108.547,3.24871,-6.62424,28.6474,-169.692,871.609,1291.49,93.932,3.18055e-15,-3.04697e-12,139.113,994.988,924.206,1.06293,2.89488,10.6448,158.406,956.967,525.603,0.130514,0.875957,-46.7354,6.11859,0.251632,7.60689,52.5934,977.607,1478.85,-14.0563,48.0071,67.8125,4.4465,1.08,6.2881,10.5891,-0.723343,1.37914,5.74399,937.969,1077.99,-84.2187,138.811,-4.1396,359.618,818.354,130.377,9.65954,-2.06641,9.08009,590.625,838.438,1299.79,95.0401,-3.18055e-15,3.81667e-14,324.386,970.298,926.034,10.1688,-5.96494,-9.91589,373.516,992.447,526.778,28.2503,-0.108606,-26.6864,6.11859,-0.251632,-7.60689,398.727,944.444,1453.04,-15.4929,47.9844,70.8855,4.4465,-1.08,-6.2881,10.5891,0.723343,-1.37914,429.414,895.588,1098.86,-102.299,143.424,-11.0778,167.981461,1087.448730,1705.749756,293.101227,1073.965454,1708.256348,134.782593,920.833374,1693.728271,284.286774,905.039185,1693.312256,208.961426,906.585938,1561.332642,208.618347,796.978149,1303.243164,211.240845,1051.285767,1469.931763,217.026810,1081.671143,1304.255249,279.975464,813.471436,1425.824585,54.668503,979.761414,1540.777710,-113.830727,908.154053,1393.564331,-184.088745,911.735535,1285.869629,-110.973923,917.177979,1150.387573,38.820000,917.639282,1106.829468,-0.542463,985.226318,1086.119263,41.612530,1008.901123,1141.217285,406.540955,947.948914,1514.448364,539.013611,843.763794,1390.927246,607.013550,877.641174,1293.196045,542.746704,881.937439,1162.861938,395.033722,893.790344,1133.513428,450.541168,939.335876,1093.759521,402.929962,974.827881,1150.358521,101.352257,1057.334717,1014.828796,375.389923,1020.816589,1017.533081,184.729370,829.110718,1037.566284,260.584015,820.045166,1040.921509,64.789268,1002.478455,709.003662,101.020111,975.579163,521.050415,85.438835,890.427917,329.642639,145.359100,892.915527,108.297348,191.181946,827.362244,82.948875,202.209152,1044.131348,80.764206,446.357880,949.784607,736.867188,430.784119,973.887939,532.795105,433.753967,851.171875,372.935394,390.846863,788.939148,142.200348,316.246521,761.279846,121.927963,438.359436,927.060242,79.304138
