Frame,CentreOfMass_X,CentreOfMass_Y,CentreOfMass_Z,LAJC_X,LAJC_Y,LAJC_Z,LAnkleAngles_X,LAnkleAngles_Y,LAnkleAngles_Z,LEJC_X,LEJC_Y,LEJC_Z,LElbowAngles_X,LElbowAngles_Y,LElbowAngles_Z,LHJC_X,LHJC_Y,LHJC_Z,LHipAngles_X,LHipAngles_Y,LHipAngles_Z,LKJC_X,LKJC_Y,LKJC_Z,LKneeAngles_X,LKneeAngles_Y,LKneeAngles_Z,LPelvisAngles_X,LPelvisAngles_Y,LPelvisAngles_Z,LSJC_X,LSJC_Y,LSJC_Z,LShoulderAngles_X,LShoulderAngles_Y,LShoulderAngles_Z,LSpineAngles_X,LSpineAngles_Y,LSpineAngles_Z,LThoraxAngles_X,LThoraxAngles_Y,LThoraxAngles_Z,LWJC_X,LWJC_Y,LWJC_Z,LWristAngles_X,LWristAngles_Y,LWristAngles_Z,RAJC_X,RAJC_Y,RAJC_Z,RAnkleAngles_X,RAnkleAngles_Y,RAnkleAngles_Z,REJC_X,REJC_Y,REJC_Z,RElbowAngles_X,RElbowAngles_Y,RElbowAngles_Z,RHJC_X,RHJC_Y,RHJC_Z,RHipAngles_X,RHipAngles_Y,RHipAngles_Z,RKJC_X,RKJC_Y,RKJC_Z,RKneeAngles_X,RKneeAngles_Y,RKneeAngles_Z,RPelvisAngles_X,RPelvisAngles_Y,RPelvisAngles_Z,RSJC_X,RSJC_Y,RSJC_Z,RShoulderAngles_X,RShoulderAngles_Y,RShoulderAngles_Z,RSpineAngles_X,RSpineAngles_Y,RSpineAngles_Z,RThoraxAngles_X,RThoraxAngles_Y,RThoraxAngles_Z,RWJC_X,RWJC_Y,RWJC_Z,RWristAngles_X,RWristAngles_Y,RWristAngles_Z,LFHD_X,LFHD_Y,LFHD_Z,RFHD_X,RFHD_Y,RFHD_Z,LBHD_X,LBHD_Y,LBHD_Z,RBHD_X,RBHD_Y,RBHD_Z,C7_X,C7_Y,C7_Z,T10_X,T10_Y,T10_Z,CLAV_X,CLAV_Y,CLAV_Z,STRN_X,STRN_Y,STRN_Z,RBAK_X,RBAK_Y,RBAK_Z,LSHO_X,LSHO_Y,LSHO_Z,LUPA_X,LUPA_Y,LUPA_Z,LELB_X,LELB_Y,LELB_Z,LFRM_X,LFRM_Y,LFRM_Z,LWRA_X,LWRA_Y,LWRA_Z,LWRB_X,LWRB_Y,LWRB_Z,LFIN_X,LFIN_Y,LFIN_Z,RSHO_X,RSHO_Y,RSHO_Z,RUPA_X,RUPA_Y,RUPA_Z,RELB_X,RELB_Y,RELB_Z,RFRM_X,RFRM_Y,RFRM_Z,RWRA_X,RWRA_Y,RWRA_Z,RWRB_X,RWRB_Y,RWRB_Z,RFIN_X,RFIN_Y,RFIN_Z,LASI_X,LASI_Y,LASI_Z,RASI_X,RASI_Y,RASI_Z,LPSI_X,LPSI_Y,LPSI_Z,RPSI_X,RPSI_Y,RPSI_Z,LTHI_X,LTHI_Y,LTHI_Z,LKNE_X,LKNE_Y,LKNE_Z,LTIB_X,LTIB_Y,LTIB_Z,LANK_X,LANK_Y,LANK_Z,LHEE_X,LHEE_Y,LHEE_Z,LTOE_X,LTOE_Y,LTOE_Z,RTHI_X,RTHI_Y,RTHI_Z,RKNE_X,RKNE_Y,RKNE_Z,RTIB_X,RTIB_Y,RTIB_Z,RANK_X,RANK_Y,RANK_Z,RHEE_X,RHEE_Y,RHEE_Z,RTOE_X,RTOE_Y,RTOE_Z
518,195.388,977.835,1022.86,190.74,912.204,105.585,17.385,-4.12046,16.6428,-220.276,861.779,1235.14,93.0232,0,-2.68439e-12,109.901,935.464,890.184,20.6493,4.50026,13.8451,171.739,1039.6,507.88,33.0083,4.01726,-35.8833,5.23697,-3.24501,3.79437,-8.08875,991.062,1420.43,-7.74509,47.7373,71.7662,18.1769,0.197473,5.75886,23.4393,-3.88331,-0.791731,-25.1179,873.189,1028.77,-73.2204,137.112,1.3349,317.717,1167.82,138.799,-30.4168,-4.46759,21.9729,554.079,868.855,1290.32,94.3567,0,-1.65866e-12,296.111,924.11,901.827,36.8593,3.54554,-2.71022,305.265,1132.11,565.713,26.8791,-2.20052,-21.7146,5.23697,3.24501,-3.79437,344.025,976.618,1417.12,-11.0082,48.8579,72.2865,18.1769,-0.197473,-5.75886,23.4393,3.88331,0.791731,397.818,864.002,1077.94,-65.2348,139.336,9.29418,108.624969,1204.630249,1520.137573,233.477997,1201.890259,1534.942871,77.581192,1089.832397,1642.094727,227.258713,1084.151245,1658.222290,151.069550,954.018860,1525.368530,168.785233,783.774048,1292.823730,151.680267,1063.278442,1398.620117,163.328110,1061.453857,1234.283936,234.468170,834.329407,1409.385620,-7.916132,1007.894165,1480.104736,-170.373032,915.322021,1334.281982,-231.276535,900.711975,1220.570923,-148.360687,873.286377,1093.127686,5.713717,859.409302,1064.129517,-31.478737,921.539734,1025.278442,2.271942,954.027100,1081.232178,346.646332,994.511719,1476.428223,496.946289,885.991760,1377.873413,565.677307,907.848999,1276.390625,507.840332,877.710938,1146.007690,362.104095,863.826050,1111.294189,413.192596,908.591431,1065.141113,364.459656,945.260193,1116.260742,64.833763,993.404846,979.453674,336.430206,976.844177,996.434753,163.745697,771.785950,1005.362732,240.774536,767.810242,1010.183838,55.378132,1018.783936,682.246826,114.357826,1058.309937,503.694702,97.237625,952.793091,320.739044,148.326324,898.919006,107.788795,194.064819,828.067017,84.242821,204.051514,1044.933716,80.045921,407.375244,1019.200439,734.710327,365.616669,1127.970459,564.794861,395.306396,1107.759399,369.611053,357.798492,1148.490234,138.351303,299.321045,1094.401245,128.924454,306.965210,1297.328613,58.373901
519,195.492,978.134,1022.11,190.595,912.122,105.386,17.6929,-4.10702,16.5729,-220.445,862.311,1234.03,93.0781,1.59028e-15,-5.00619e-12,110.196,935.836,889.488,20.7023,4.40566,14.0411,171.467,1040.91,507.342,33.2941,4.24471,-35.8107,5.16883,-3.29503,3.68935,-8.18377,991.226,1419.31,-7.76441,47.81,71.8359,18.2177,0.21551,5.59437,23.4133,-3.92992,-0.711128,-24.9757,873.335,1027.95,-73.2912,136.987,1.21136,318.197,1169.06,138.3,-30.5297,-4.49283,22.0988,554.198,868.527,1289.81,94.4272,1.59028e-15,-3.24417e-13,296.42,924.823,901.25,36.8192,3.54264,-3.24621,305.427,1132.9,565.334,26.8252,-2.4506,-21.4887,5.16883,3.29503,-3.68935,343.848,976.543,1416.53,-11.0096,48.8604,72.3223,18.2177,-0.21551,-5.59437,23.4133,3.92992,0.711128,397.719,863.914,1077.15,-64.8601,139.851,9.46269,108.552010,1204.915161,1519.226807,233.383179,1201.882935,1534.125854,77.069305,1090.250122,1641.328735,226.690018,1084.414795,1657.398926,150.680740,954.148499,1524.457520,168.746399,784.044495,1292.048828,151.805832,1063.162598,1397.638794,163.431442,1061.526611,1233.433228,234.084595,834.428467,1408.721924,-8.027950,1008.043762,1478.982178,-170.604645,915.781250,1333.112061,-231.368774,901.258911,1219.445679,-148.459488,873.786194,1092.149048,5.733045,859.578796,1063.423096,-31.242737,921.692688,1024.317261,2.425944,954.354919,1080.321533,346.329987,994.397461,1475.853027,496.672089,885.670837,1377.265137,565.848816,907.516968,1275.915894,507.597870,878.519287,1145.602783,361.992371,863.822876,1110.572754,413.218658,908.488892,1064.247192,364.565918,945.260071,1115.567383,64.960884,993.593811,978.789246,336.567078,977.531616,995.943176,163.654831,771.854614,1004.675171,240.775620,767.989685,1009.238220,55.229752,1019.763245,681.946167,114.094696,1059.684082,503.304535,96.782280,953.598145,320.684692,148.162659,898.899780,107.603302,194.013382,828.118713,84.337799,203.928055,1044.913330,80.073280,407.479553,1019.242737,733.878967,365.746948,1128.393188,564.158630,395.510437,1108.547607,369.101410,358.227936,1149.632202,137.851883,299.941406,1095.361938,128.018890,307.432037,1298.349731,57.995411
520,195.509,978.393,1021.46,190.489,912.113,105.411,17.8791,-4.0937,16.5035,-220.715,862.826,1232.77,93.1196,0,7.39479e-13,110.261,935.761,888.647,20.9044,4.30591,14.2501,171.03,1042.08,506.653,33.5938,4.54951,-35.8053,5.20164,-3.3235,3.66117,-8.02192,991.334,1418.51,-7.66978,47.9525,71.7972,18.228,0.334142,5.5399,23.456,-4.06154,-0.639468,-24.99,873.768,1026.92,-73.3803,137.043,1.19136,318.59,1170.26,137.774,-30.2742,-4.54024,22.3348,553.978,868.247,1289.21,94.3337,1.59028e-15,-2.22639e-13,296.485,924.855,900.499,36.9539,3.56012,-3.48178,305.427,1133.53,564.952,26.8404,-2.59592,-21.4402,5.20164,3.3235,-3.66117,343.956,976.323,1416,-10.9421,48.6728,72.221,18.228,-0.334142,-5.5399,23.456,4.06154,0.639468,397.798,863.995,1076.32,-65.3514,138.911,9.21956,108.232651,1205.248901,1518.240967,233.247849,1202.197144,1533.537964,76.768745,1090.577148,1640.543335,226.459686,1084.707153,1656.845337,150.398544,954.395569,1523.813477,168.711243,784.272034,1291.304199,151.549072,1063.404175,1396.893311,163.953308,1061.335449,1232.554688,233.776901,834.498291,1407.897949,-7.886691,1008.121704,1478.196777,-170.616470,916.236023,1331.673462,-231.557770,901.807922,1218.211304,-148.290604,874.206360,1090.996094,5.615200,859.952332,1062.345581,-31.108938,922.070557,1023.424377,2.584635,954.402710,1079.352051,346.435547,994.228699,1475.303711,496.573944,885.533691,1376.763184,565.676025,907.235779,1275.348999,507.578735,877.664917,1144.592651,362.017670,863.788696,1109.645386,413.266754,908.603699,1063.602783,364.725098,945.091797,1114.577271,64.935822,993.549377,977.891357,336.580475,977.640381,995.179626,163.512604,771.913208,1003.861694,240.825180,768.158569,1008.621216,55.122585,1020.532715,681.504395,113.691727,1060.994019,502.795563,96.659653,954.421509,320.421570,148.038116,898.948303,107.616524,193.764526,827.994873,84.345535,203.844650,1044.911499,80.103905,407.415405,1019.278076,733.123962,365.732697,1128.859253,563.657776,395.489441,1109.328003,368.583771,358.581818,1150.744385,137.328857,300.291565,1096.481079,127.135071,307.685791,1299.963867,58.302269
521,195.436,978.583,1020.54,190.373,912.068,105.186,18.1478,-4.10063,16.5396,-220.816,863.35,1231.55,93.1573,0,-1.08775e-12,110.141,935.878,887.831,21.0364,4.29889,14.2772,170.843,1043.12,505.792,33.8591,4.71878,-35.8909,5.20024,-3.28307,3.72834,-8.43998,991.88,1417.35,-7.72757,47.877,71.8319,18.21,0.370526,5.54943,23.4358,-4.03949,-0.58731,-24.6905,874.19,1026.01,-73.0697,137.06,1.5003,318.731,1171.15,137.283,-29.9853,-4.53095,22.2886,553.544,868.113,1288.63,94.2627,-1.59028e-15,-4.91396e-13,296.358,924.742,899.571,37.0596,3.5746,-3.35855,305.265,1133.97,564.557,26.8899,-2.61908,-21.3078,5.20024,3.28307,-3.72834,343.644,976.433,1415.13,-10.9946,48.7174,72.2195,18.21,-0.370526,-5.54943,23.4358,4.03949,0.58731,397.88,863.917,1075.49,-65.6346,138.512,8.87336,108.059464,1205.649780,1517.415771,232.981339,1202.436157,1532.834961,76.331932,1090.888916,1639.416260,225.914413,1085.053955,1656.171509,150.117020,954.528625,1522.905762,168.549744,784.382019,1290.528442,151.698380,1063.369385,1395.706543,163.776215,1061.683594,1231.682617,233.495117,834.667542,1407.121094,-8.254899,1008.718872,1477.023315,-170.858734,916.791687,1330.670654,-231.640503,902.324585,1216.958252,-148.351883,874.506714,1089.788330,5.998640,860.377197,1061.478638,-30.978590,922.548828,1022.481201,2.575873,954.786560,1078.515259,345.997467,994.297363,1474.452759,496.296326,885.269714,1376.024902,565.297852,907.082153,1274.763184,507.390747,877.679565,1143.977295,362.158203,863.653076,1108.763550,413.175964,908.521912,1062.848145,364.715118,945.364685,1113.889893,65.006943,993.709839,977.112549,336.507813,977.473328,994.228699,163.513641,771.943604,1002.918213,240.688980,768.181396,1007.809021,55.071571,1021.225830,680.905212,113.530510,1062.130737,502.021484,96.615860,955.007446,320.088196,147.927612,898.891235,107.427048,193.738068,827.989685,84.334816,203.753677,1044.912354,80.060478,407.207123,1019.560913,732.455444,365.575836,1129.356445,563.279785,395.707397,1110.196533,368.094055,358.784637,1151.762573,136.858643,300.631500,1097.557617,126.176414,307.792145,1301.353638,58.397083
522,195.349,978.748,1019.81,190.318,912.149,105.127,18.3545,-4.10145,16.5438,-220.873,863.93,1230.4,93.1324,-3.18055e-15,-2.20571e-12,109.929,936.146,887.141,21.1622,4.36182,14.1701,170.994,1044.33,505.4,34.1652,4.76177,-35.935,5.16781,-3.21753,3.85485,-8.70835,992.235,1416.43,-7.73265,47.819,71.8774,18.2514,0.454743,5.59688,23.4435,-4.03291,-0.503527,-24.4481,874.315,1025.1,-72.8583,136.999,1.60415,318.695,1172.05,136.72,-29.603,-4.502,22.1445,553.339,867.761,1288,94.2897,1.59028e-15,-1.78747e-12,296.131,924.573,898.698,37.1204,3.58773,-3.05544,305.121,1134.33,564.097,26.9225,-2.54795,-21.2763,5.16781,3.21753,-3.85485,343.633,976.422,1414.44,-11.0017,48.6937,72.1722,18.2514,-0.454743,-5.59688,23.4435,4.03291,0.503527,397.749,864.048,1074.95,-65.6709,138.504,8.83213,107.989052,1205.928955,1516.540771,232.750259,1202.686646,1532.091797,75.921768,1091.179565,1638.514526,225.479034,1085.433960,1655.655273,149.885071,954.839478,1522.073486,168.212738,784.584839,1289.670166,151.709030,1063.360107,1394.785156,163.843506,1061.720581,1230.791382,233.257431,834.816589,1406.403809,-8.498933,1009.098511,1476.088135,-170.931244,917.343201,1329.615723,-231.610214,902.909363,1215.762939,-148.138367,875.107178,1088.940186,6.182323,860.387695,1060.552612,-30.603848,922.679932,1021.648865,2.640555,955.083984,1077.665161,345.923248,994.301453,1473.758301,496.073883,885.084229,1375.466187,565.180725,906.714539,1274.161499,507.402893,877.469910,1143.399780,362.037781,863.874268,1108.250732,413.162811,908.617981,1062.290527,364.727264,945.587158,1113.360352,65.072540,994.015076,976.507996,336.430023,977.150269,993.350098,163.528885,772.225586,1001.960876,240.698593,768.300171,1006.998291,55.197914,1022.006531,680.431335,113.698067,1063.384644,501.635681,96.759987,955.727417,319.967468,147.872513,898.981323,107.426315,193.670120,827.980286,84.375565,203.689636,1044.854248,80.096611,407.044464,1019.905090,731.965271,365.444214,1129.864990,562.917542,395.647308,1111.106689,367.601532,358.807098,1152.790527,136.293854,301.030762,1098.647217,125.491920,308.004395,1302.931885,58.557152
523,195.31,978.944,1019.07,190.273,912.088,105.083,18.5332,-4.07351,16.3982,-221.063,864.258,1229.42,93.1739,0,2.3059e-12,109.97,936.224,886.491,21.3336,4.34488,14.3842,171.13,1045.32,504.922,34.4357,4.92856,-35.9065,5.20944,-3.24156,3.85097,-9.01236,992.644,1415.35,-7.81924,47.8168,71.949,18.1982,0.466944,5.52207,23.433,-4.04471,-0.428505,-24.2795,874.213,1024.36,-72.7506,136.958,1.63722,318.712,1173.29,136.38,-29.6821,-4.50075,22.1383,553.071,867.39,1287.44,94.3501,1.59028e-15,1.49009e-12,296.169,924.679,898.133,37.2134,3.62607,-2.94144,305.025,1134.8,563.637,26.8738,-2.5138,-21.4166,5.20944,3.24156,-3.85097,343.565,976.452,1413.61,-11.0604,48.6822,72.1417,18.1982,-0.466944,-5.52207,23.433,4.04471,0.428505,397.458,864.146,1074.32,-65.3771,138.894,9.13895,107.751564,1206.184570,1515.467773,232.593018,1202.980713,1531.354492,75.599228,1091.657471,1637.698730,225.293671,1085.782349,1654.900146,149.593552,955.212585,1521.299316,167.942719,784.929077,1288.927734,151.709335,1063.307251,1393.783813,163.892303,1061.878662,1229.978882,232.949448,834.970947,1405.717651,-8.791008,1009.529480,1475.006958,-170.866592,917.530029,1328.420654,-231.770966,903.225037,1214.726318,-148.206238,875.268860,1087.797485,6.334617,860.488098,1060.026855,-30.585197,922.622925,1020.552185,2.707330,955.136475,1076.796509,345.792816,994.329468,1472.931519,495.805328,884.741394,1374.793579,565.018982,906.319336,1273.629639,507.528412,877.087708,1142.987427,361.659485,864.072937,1107.552856,413.089264,908.674866,1061.735107,364.677216,945.734863,1112.841431,65.041031,994.155823,975.795898,336.453247,977.328125,992.765747,163.617508,772.223389,1001.630920,240.713272,768.473633,1006.368286,55.322426,1022.877319,680.006348,113.891518,1064.568115,501.251709,96.717735,956.615601,320.079315,147.786011,899.058228,107.390106,193.576950,828.054993,84.459465,203.728256,1044.854126,80.102859,406.949860,1020.443176,731.541260,365.359070,1130.466919,562.513855,395.480347,1111.966553,367.189270,358.821503,1154.024658,135.928787,300.866211,1099.802246,124.880058,308.025635,1304.266602,58.263874
524,195.307,979.179,1018.35,190.348,912.083,105.057,18.6836,-4.02904,16.1659,-221.154,864.728,1228.52,93.1379,-1.59028e-15,-3.47953e-12,110.153,936.229,885.689,21.4146,4.28652,14.6667,171.282,1046.31,504.374,34.7084,5.10931,-35.8339,5.15969,-3.33033,3.76038,-9.13455,992.952,1414.52,-7.7782,47.8398,71.9521,18.2843,0.416777,5.42299,23.472,-4.07932,-0.402104,-24.3824,874.41,1023.48,-72.7485,137.024,1.7024,318.691,1174.47,136.139,-29.7867,-4.50598,22.1643,553.075,866.838,1286.79,94.4414,1.59028e-15,1.34856e-12,296.355,924.995,897.583,37.2132,3.67791,-3.05634,304.962,1135.4,563.255,26.8412,-2.54469,-21.3525,5.15969,3.33033,-3.76038,343.506,976.614,1412.85,-11.1566,48.62,72.0626,18.2843,-0.416777,-5.42299,23.472,4.07932,0.402104,397.269,864.027,1073.69,-65.216,139.447,9.14652,107.802505,1206.542358,1514.560425,232.467911,1203.300903,1530.507446,75.346573,1092.198364,1636.802368,225.327591,1085.838623,1654.058472,149.299606,955.559021,1520.562988,167.854401,785.175903,1288.288086,151.611008,1063.499756,1392.753662,163.845627,1061.929077,1229.032104,232.750458,835.124084,1405.120239,-8.842276,1009.871704,1474.169434,-171.213791,918.068665,1327.359741,-231.817001,903.701111,1213.804565,-148.269485,875.469910,1086.881348,6.279288,860.599792,1059.148071,-30.690193,922.874634,1019.669678,2.732133,955.112366,1075.880981,345.670227,994.531677,1472.167725,495.436890,884.457336,1374.098267,565.140137,905.731140,1272.980347,507.275238,876.529602,1142.228027,361.533691,864.130493,1106.997437,413.033203,908.482727,1060.996704,364.582214,945.631897,1112.190552,64.903732,994.020691,974.969116,336.512909,977.632690,992.318359,163.650208,772.338745,1000.827332,240.793991,768.505005,1005.538208,55.463547,1023.668884,679.511780,114.090897,1065.717041,500.808899,96.973915,957.542847,319.936951,147.818024,899.194031,107.358940,193.604218,828.107056,84.457062,203.700699,1044.976196,80.076263,406.986359,1020.901306,731.107239,365.297821,1131.097656,562.102417,395.482544,1112.986816,366.694763,358.830139,1155.266479,135.671967,300.630554,1101.013916,124.486252,307.672577,1305.578125,57.898262
525,195.367,979.428,1017.7,190.397,912.153,104.989,18.8298,-4.00473,16.0386,-221.263,864.999,1227.57,93.1386,-1.59028e-15,9.60528e-13,110.373,936.498,885.084,21.4392,4.29092,14.8714,171.523,1047.17,503.844,34.9065,5.20794,-35.7862,5.10916,-3.3639,3.66157,-9.44152,993.432,1413.54,-7.84143,47.8603,71.8615,18.4,0.476056,5.26253,23.5384,-4.14877,-0.305988,-24.4723,874.613,1022.71,-72.7822,137.032,1.68674,318.218,1175.85,135.877,-29.9775,-4.5197,22.2326,552.859,866.667,1286.3,94.406,-1.59028e-15,-2.30272e-12,296.59,925.583,897.049,37.1696,3.66305,-3.18588,305.066,1136,562.742,26.7413,-2.49351,-21.439,5.10916,3.3639,-3.66157,343.386,976.741,1412.19,-11.1195,48.5463,72.0351,18.4,-0.476056,-5.26253,23.5384,4.14877,0.305988,397.288,863.933,1073.01,-65.5393,138.851,9.03559,107.505775,1206.948853,1513.648438,232.401337,1203.645996,1529.656128,75.135918,1092.501587,1635.654785,225.017471,1086.243530,1653.255005,148.928116,955.900818,1519.774536,167.685287,785.315430,1287.587646,151.548706,1063.591431,1391.829468,164.111420,1061.739380,1228.163086,232.596695,835.336670,1404.376953,-9.167562,1010.434021,1473.166870,-171.660507,918.565369,1326.662109,-231.928314,903.954407,1212.814819,-148.318878,875.610474,1086.076538,6.137368,860.773315,1058.315918,-30.686983,923.027771,1019.015808,2.580822,955.259705,1075.053833,345.504028,994.738342,1471.483154,495.238220,884.484192,1373.630981,564.975586,905.538269,1272.472046,507.234222,876.389038,1141.689941,361.417572,863.911011,1106.259888,413.105621,908.462402,1060.409668,364.686127,945.403259,1111.383911,64.888268,994.145081,974.383911,336.709625,978.212219,991.849487,163.669434,772.418457,1000.118713,240.877411,768.622314,1004.852051,55.591335,1024.440918,679.058411,114.361610,1066.678589,500.338806,97.207779,958.217407,319.534454,147.838531,899.359192,107.306488,193.626953,828.097839,84.454956,203.720535,1044.968872,80.079964,407.101593,1021.449219,730.544678,365.399658,1131.679321,561.552673,395.460785,1113.681030,366.211853,358.321991,1156.575195,135.313477,300.460907,1102.251465,124.052544,307.023834,1306.807983,57.619286
526,195.246,979.673,1016.99,190.525,912.233,104.864,18.9782,-4.00103,16.0193,-221.445,865.186,1226.71,93.1642,-1.59028e-15,1.74931e-14,110.339,936.83,884.537,21.4542,4.35606,14.895,171.685,1047.87,503.429,35.0489,5.27974,-35.9002,5.05858,-3.30622,3.70662,-9.6416,993.668,1412.78,-7.7979,47.7923,71.9557,18.451,0.458769,5.34918,23.5374,-4.0911,-0.365575,-24.4215,874.638,1022.04,-72.6961,136.966,1.74625,318.068,1177.02,135.311,-30.0362,-4.55425,22.4043,552.432,866.685,1285.8,94.289,3.18055e-15,-7.80826e-13,296.557,925.742,896.318,37.2002,3.63942,-3.02118,305.073,1136.67,562.251,26.7636,-2.42504,-21.5539,5.05858,3.30622,-3.70662,343.326,976.886,1411.39,-11.2318,48.587,71.9773,18.451,-0.458769,-5.34918,23.5374,4.0911,0.365575,397.412,863.8,1072.29,-65.4536,138.867,9.10158,107.367355,1207.315674,1512.720703,232.158981,1203.966797,1528.780396,74.806656,1093.018555,1634.859863,224.363846,1086.788696,1652.413818,148.956757,956.138367,1519.010498,167.543198,785.426392,1286.998047,151.414566,1063.651611,1390.932983,163.699539,1061.998169,1227.238403,232.473267,835.577271,1403.700562,-9.317432,1010.708557,1472.390503,-171.667679,918.822510,1325.903564,-232.082306,904.137085,1211.923950,-148.347260,875.784485,1085.380737,6.142134,860.787476,1057.626465,-30.582306,923.025818,1018.393616,2.474267,955.497559,1074.411133,345.401337,994.876709,1470.690063,495.025208,884.640320,1373.076538,564.584473,905.535217,1271.947021,507.348297,876.153809,1140.980835,361.479523,863.772461,1105.388062,413.200928,908.311584,1059.785034,364.834320,945.285522,1110.635010,64.942314,994.436096,973.929626,336.856720,978.244995,991.132446,163.930847,772.663513,999.290405,240.933273,768.752930,1004.124512,55.934219,1025.005615,678.697998,114.555031,1067.470215,499.944458,97.325874,958.580505,319.342865,147.974640,899.420471,107.213020,193.664185,828.076050,84.443253,203.716797,1044.995361,80.070343,407.294495,1022.025696,729.976135,365.413544,1132.438354,561.114868,395.357819,1114.526367,365.824036,358.162598,1157.726929,134.707443,300.286346,1103.277710,123.719330,306.414825,1308.000732,57.198498
527,195.221,979.986,1016.42,190.569,912.268,104.869,19.1607,-3.98361,15.928,-221.553,865.257,1225.92,93.167,-1.59028e-15,9.7325e-13,110.311,937.301,884.128,21.4503,4.42814,14.7234,171.821,1048.84,503.083,35.266,5.24185,-35.7309,4.97494,-3.2461,3.72167,-9.85902,993.886,1412.01,-7.77555,47.8099,72.0551,18.5353,0.530461,5.44184,23.5356,-4.12727,-0.429615,-24.4208,874.49,1021.42,-72.7181,136.979,1.67134,317.696,1177.86,135.068,-30.2101,-4.55806,22.4232,552.392,866.68,1285.44,94.3062,0,3.40796e-12,296.537,926.13,895.702,37.2136,3.58639,-3.17359,305.154,1137.64,561.956,26.8735,-2.4503,-21.4251,4.97494,3.2461,-3.72167,343.181,977.09,1410.67,-11.3545,48.599,71.9381,18.5353,-0.530461,-5.44184,23.5356,4.12727,0.429615,397.551,863.734,1071.71,-65.1079,139.493,9.14287,107.196785,1207.533691,1511.785522,231.966873,1204.316650,1527.939819,74.540604,1093.467529,1634.167358,224.057602,1087.481323,1651.760498,148.941040,956.476624,1518.394775,167.652328,785.727600,1286.214966,151.161026,1063.746826,1390.151123,163.613373,1062.041138,1226.385620,232.286453,835.664612,1403.119385,-9.530763,1010.959595,1471.612915,-171.688568,918.945801,1325.097900,-232.181702,904.196045,1211.098389,-148.564835,875.779297,1084.628784,6.090827,860.780090,1057.137451,-30.621981,922.875427,1017.576721,2.513689,955.554810,1073.792480,345.227295,995.079346,1469.965454,494.847351,884.575562,1372.515259,564.588501,905.513733,1271.574707,507.390686,876.920593,1140.915039,361.699799,863.885742,1104.840942,413.345886,908.158630,1059.071045,364.946869,945.384827,1110.054443,65.053986,994.789551,973.653809,336.923920,978.480713,990.551025,163.730820,772.633545,998.638794,241.063889,768.829163,1003.314514,56.048923,1025.491943,678.357544,114.652519,1068.325562,499.558258,97.314774,959.109985,318.996155,148.004333,899.506531,107.241417,193.675110,828.042236,84.467934,203.683655,1045.000732,80.175674,407.409058,1022.327209,729.388428,365.479340,1133.221924,560.713379,395.315796,1115.301147,365.496246,357.773163,1158.529785,134.424393,300.021759,1104.188599,123.444809,305.898987,1308.687500,56.559036
528,195.253,979.992,1015.77,190.708,912.27,104.767,19.2752,-3.94005,15.6994,-221.624,865.48,1225.32,93.2005,3.18055e-15,-1.95604e-13,110.3,936.99,883.418,21.6372,4.42851,14.9934,171.74,1049.35,502.608,35.4255,5.51195,-35.7831,5.03679,-3.2181,3.74467,-9.92138,993.966,1411.23,-7.77626,47.8432,72.0544,18.5221,0.590517,5.41364,23.5837,-4.14132,-0.371864,-24.2087,874.425,1020.78,-72.3324,136.947,2.1127,317.661,1178.24,134.706,-30.301,-4.54985,22.3825,552.358,866.748,1285.04,94.3228,-1.59028e-15,3.62265e-12,296.526,925.749,894.92,37.3709,3.58567,-2.9597,305.114,1137.94,561.336,26.9609,-2.37522,-21.4538,5.03679,3.2181,-3.74467,343.107,977.08,1409.99,-11.2962,48.6402,71.9644,18.5221,-0.590517,-5.41364,23.5837,4.14132,0.371864,397.694,863.662,1071.33,-64.884,139.749,9.5618,107.006721,1207.841431,1510.782959,231.737274,1204.647583,1527.038818,74.393631,1093.967041,1633.481323,223.957581,1088.001831,1651.158447,148.662964,956.865723,1517.731201,167.620743,785.815430,1285.649902,151.300629,1063.803101,1389.317505,163.602036,1062.126099,1225.735718,232.236237,835.819092,1402.549561,-9.591785,1011.082520,1470.820068,-171.694550,918.888550,1324.346069,-232.227890,904.420837,1210.481567,-148.439178,875.873657,1083.844360,6.436989,860.915100,1056.479370,-30.648161,922.787903,1016.838806,2.479459,955.655334,1073.184937,345.133972,995.109253,1469.274414,494.715576,884.520508,1371.889893,564.556580,905.581299,1271.175659,507.453979,876.353760,1140.236694,361.722412,864.032593,1104.315552,413.741028,907.989990,1058.690308,365.148590,945.737183,1109.634155,64.996552,994.600098,972.896606,337.090240,978.175537,989.702087,163.719482,772.637085,998.018799,241.004272,769.103333,1002.718323,56.125675,1026.034058,678.002869,114.659042,1069.113037,499.230103,97.315918,959.676941,318.767914,148.106506,899.623413,107.092880,193.632629,828.074463,84.477577,203.662247,1045.063843,80.178719,407.484131,1022.619629,728.801025,365.454193,1133.694824,560.190430,395.209656,1115.927368,365.081146,357.787140,1159.016235,134.069412,299.680420,1104.727905,123.142815,305.590912,1309.101807,55.919193
