ForceDecks Raw Data Export,1.0
Weight,53.94
Frequency,500
Recording Date,2024-03-06T11:43:43
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 4)"
Analysis Date,2024-03-06T11:44:05
AthleteId,76ea55ee-bf21-4e4a-aacb-c4f8484e7d7c

Time,Left,Right
60.014,-0.113974,-0.938553
60.016,0.886026,1.061447
60.018,-1.113974,1.061447
60.02,0.886026,2.061447
60.022,0.886026,-0.938553
60.024,0.886026,3.061447
60.026,-1.113974,0.061447
60.028,1.886026,1.061447
60.03,-1.113974,-0.938553
60.032,-1.113974,1.061447
60.034,-2.113974,0.061447
60.036,-1.113974,2.061447
60.038,0.886026,2.061447
60.04,-1.113974,-0.938553
60.042,0.886026,1.061447
60.044,-0.113974,-0.938553
60.046,-0.113974,0.061447
60.048,-0.113974,0.061447
60.05,-1.113974,-0.938553
60.052,1.886026,0.061447
60.054,1.886026,2.061447
60.056,0.886026,2.061447
60.058,2.886026,0.061447
60.06,-0.113974,-0.938553
60.062,-1.113974,1.061447
60.064,0.886026,-0.938553
60.066,1.886026,1.061447
60.068,-0.113974,1.061447
60.07,0.886026,0.061447
60.072,0.886026,2.061447
60.074,-1.113974,-0.938553
60.076,0.886026,1.061447
60.078,-0.113974,1.061447
60.08,0.886026,1.061447
60.082,-1.113974,2.061447
60.084,-0.113974,1.061447
60.086,-1.113974,0.061447
60.088,-1.113974,-0.938553
60.09,-1.113974,1.061447
60.092,-1.113974,-1.938553
60.094,-1.113974,0.061447
60.096,0.886026,0.061447
60.098,0.886026,-0.938553
60.1,0.886026,0.061447
60.102,-0.113974,1.061447
60.104,0.886026,0.061447
60.106,-2.113974,0.061447
60.108,-1.113974,0.061447
60.11,-1.113974,2.061447
60.112,0.886026,2.061447
60.114,-0.113974,2.061447
60.116,-1.113974,1.061447
60.118,0.886026,1.061447
60.12,-2.113974,-1.938553
60.122,-0.113974,-0.938553
60.124,-2.113974,0.061447
60.126,-1.113974,-0.938553
60.128,-0.113974,-0.938553
60.13,0.886026,0.061447
60.132,0.886026,1.061447
60.134,-0.113974,1.061447
60.136,-1.113974,1.061447
60.138,-0.113974,0.061447
60.14,-0.113974,-0.938553
60.142,-0.113974,0.061447
60.144,-0.113974,1.061447
60.146,-0.113974,3.061447
60.148,-0.113974,1.061447
60.15,-0.113974,0.061447
60.152,-0.113974,0.061447
60.154,-0.113974,1.061447
60.156,0.886026,1.061447
60.158,0.886026,2.061447
60.16,-1.113974,0.061447
60.162,-0.113974,0.061447
60.164,0.886026,2.061447
60.166,-1.113974,2.061447
60.168,-0.113974,1.061447
60.17,0.886026,0.061447
60.172,0.886026,-0.938553
60.174,1.886026,1.061447
60.176,-1.113974,0.061447
60.178,-1.113974,-0.938553
60.18,0.886026,1.061447
60.182,-1.113974,-0.938553
60.184,0.886026,0.061447
60.186,0.886026,1.061447
60.188,-0.113974,2.061447
60.19,-1.113974,2.061447
60.192,0.886026,0.061447
60.194,-4.113974,4.061447
60.196,-2.113974,0.061447
60.198,-2.113974,1.061447
60.2,2.886026,0.061447
60.202,0.886026,-1.938553
60.204,-1.113974,0.061447
60.206,-0.113974,2.061447
60.208,-0.113974,-1.938553
60.21,0.886026,1.061447
60.212,0.886026,-0.938553
60.214,1.886026,0.061447
60.216,0.886026,1.061447
60.218,-0.113974,-0.938553
60.22,-0.113974,0.061447
60.222,0.886026,2.061447
60.224,1.886026,-1.938553
60.226,-1.113974,-0.938553
60.228,-1.113974,1.061447
60.23,-0.113974,-0.938553
60.232,0.886026,-2.938553
60.234,-0.113974,1.061447
60.236,0.886026,1.061447
60.238,-2.113974,2.061447
60.24,-1.113974,0.061447
60.242,-0.113974,2.061447
60.244,-0.113974,1.061447
60.246,-0.113974,2.061447
60.248,1.886026,1.061447
60.25,-1.113974,1.061447
60.252,-0.113974,1.061447
60.254,0.886026,1.061447
60.256,0.886026,0.061447
60.258,0.886026,-1.938553
60.26,-0.113974,1.061447
60.262,-2.113974,0.061447
60.264,-0.113974,2.061447
60.266,0.886026,-0.938553
60.268,-1.113974,-0.938553
60.27,1.886026,1.061447
60.272,1.886026,2.061447
60.274,-2.113974,0.061447
60.276,-0.113974,0.061447
60.278,0.886026,-0.938553
60.28,1.886026,-1.938553
60.282,0.886026,0.061447
60.284,-0.113974,1.061447
60.286,1.886026,-0.938553
60.288,-1.113974,0.061447
60.29,0.886026,1.061447
60.292,-0.113974,1.061447
60.294,-2.113974,1.061447
60.296,-0.113974,1.061447
60.298,0.886026,1.061447
60.3,-0.113974,-0.938553
60.302,0.886026,1.061447
