ForceDecks Raw Data Export,1.0
Weight,53.94
Frequency,500
Recording Date,2024-03-06T11:43:43
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 3)"
Analysis Date,2024-03-06T11:44:05
AthleteId,76ea55ee-bf21-4e4a-aacb-c4f8484e7d7c

Time,Left,Right
46.992,-1.113974,1.061447
46.994,-0.113974,1.061447
46.996,-0.113974,0.061447
46.998,-0.113974,2.061447
47,-1.113974,2.061447
47.002,-0.113974,1.061447
47.004,0.886026,1.061447
47.006,-1.113974,-0.938553
47.008,-0.113974,2.061447
47.01,-0.113974,-0.938553
47.012,1.886026,-0.938553
47.014,-0.113974,1.061447
47.016,0.886026,0.061447
47.018,-0.113974,1.061447
47.02,-0.113974,0.061447
47.022,0.886026,0.061447
47.024,0.886026,1.061447
47.026,1.886026,0.061447
47.028,1.886026,1.061447
47.03,2.886026,1.061447
47.032,-1.113974,1.061447
47.034,-0.113974,1.061447
47.036,0.886026,1.061447
47.038,-0.113974,0.061447
47.04,-0.113974,-0.938553
47.042,-0.113974,0.061447
47.044,0.886026,1.061447
47.046,-0.113974,0.061447
47.048,-0.113974,0.061447
47.05,0.886026,0.061447
47.052,3.886026,2.061447
47.054,-0.113974,3.061447
47.056,-1.113974,0.061447
47.058,-0.113974,1.061447
47.06,-0.113974,0.061447
47.062,0.886026,2.061447
47.064,-0.113974,1.061447
47.066,0.886026,1.061447
47.068,-0.113974,1.061447
47.07,-0.113974,0.061447
47.072,-1.113974,1.061447
47.074,-0.113974,0.061447
47.076,-2.113974,0.061447
47.078,-0.113974,1.061447
47.08,-2.113974,0.061447
47.082,-0.113974,0.061447
47.084,-1.113974,1.061447
47.086,-0.113974,0.061447
47.088,0.886026,0.061447
47.09,-1.113974,0.061447
47.092,0.886026,-0.938553
47.094,-0.113974,0.061447
47.096,-0.113974,2.061447
47.098,1.886026,2.061447
47.1,1.886026,2.061447
47.102,0.886026,1.061447
47.104,-1.113974,3.061447
47.106,-0.113974,1.061447
47.108,-0.113974,-1.938553
47.11,-0.113974,1.061447
47.112,-2.113974,0.061447
47.114,-0.113974,-0.938553
47.116,-0.113974,1.061447
47.118,1.886026,1.061447
47.12,-2.113974,1.061447
47.122,-0.113974,-0.938553
47.124,-1.113974,0.061447
47.126,-0.113974,-0.938553
47.128,0.886026,3.061447
47.13,-0.113974,0.061447
47.132,-0.113974,-0.938553
47.134,-0.113974,-0.938553
47.136,1.886026,1.061447
47.138,-1.113974,0.061447
47.14,-0.113974,2.061447
47.142,0.886026,-0.938553
47.144,-0.113974,2.061447
47.146,-1.113974,1.061447
47.148,-0.113974,-0.938553
47.15,0.886026,-0.938553
47.152,1.886026,-0.938553
47.154,0.886026,1.061447
47.156,-0.113974,0.061447
47.158,-1.113974,-1.938553
47.16,0.886026,1.061447
47.162,0.886026,-0.938553
47.164,-1.113974,-0.938553
47.166,0.886026,-0.938553
47.168,-0.113974,0.061447
47.17,-0.113974,0.061447
47.172,-1.113974,1.061447
47.174,0.886026,0.061447
47.176,-1.113974,-0.938553
