ForceDecks Raw Data Export,1.0
Weight,53.94
Frequency,500
Recording Date,2024-03-06T11:43:43
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 2)"
Analysis Date,2024-03-06T11:44:05
AthleteId,76ea55ee-bf21-4e4a-aacb-c4f8484e7d7c

Time,Left,Right
33.04,1.886026,2.061447
33.042,-0.113974,1.061447
33.044,-1.113974,1.061447
33.046,-0.113974,-0.938553
33.048,-0.113974,-1.938553
33.05,-1.113974,0.061447
33.052,-1.113974,2.061447
33.054,-0.113974,0.061447
33.056,-0.113974,0.061447
33.058,2.886026,0.061447
33.06,-1.113974,-0.938553
33.062,-0.113974,0.061447
33.064,0.886026,-0.938553
33.066,-0.113974,1.061447
33.068,-0.113974,0.061447
33.07,-0.113974,0.061447
33.072,0.886026,-1.938553
33.074,-1.113974,-0.938553
33.076,-2.113974,0.061447
33.078,0.886026,1.061447
33.08,0.886026,3.061447
33.082,0.886026,-0.938553
33.084,-0.113974,2.061447
33.086,-0.113974,1.061447
33.088,-2.113974,1.061447
33.09,-0.113974,0.061447
33.092,0.886026,1.061447
33.094,0.886026,-0.938553
33.096,0.886026,2.061447
33.098,-0.113974,0.061447
33.1,-0.113974,0.061447
33.102,0.886026,-0.938553
33.104,-0.113974,0.061447
33.106,-0.113974,1.061447
33.108,0.886026,1.061447
33.11,-1.113974,1.061447
33.112,-0.113974,1.061447
33.114,-0.113974,2.061447
33.116,-1.113974,2.061447
33.118,0.886026,-0.938553
33.12,-1.113974,0.061447
33.122,0.886026,-0.938553
33.124,-1.113974,-1.938553
33.126,-0.113974,1.061447
33.128,1.886026,2.061447
33.13,0.886026,-0.938553
33.132,1.886026,-0.938553
33.134,-0.113974,2.061447
33.136,-1.113974,-0.938553
33.138,0.886026,0.061447
33.14,0.886026,1.061447
33.142,-1.113974,1.061447
33.144,0.886026,1.061447
33.146,-0.113974,0.061447
33.148,-0.113974,0.061447
33.15,-3.113974,-0.938553
33.152,1.886026,-0.938553
33.154,-0.113974,-0.938553
33.156,-1.113974,-0.938553
33.158,-0.113974,0.061447
33.16,-0.113974,1.061447
33.162,-0.113974,-0.938553
33.164,-0.113974,0.061447
33.166,-0.113974,0.061447
33.168,-0.113974,0.061447
33.17,-2.113974,1.061447
33.172,-2.113974,0.061447
33.174,0.886026,1.061447
33.176,-0.113974,2.061447
33.178,-1.113974,-1.938553
33.18,0.886026,-0.938553
33.182,0.886026,0.061447
33.184,1.886026,1.061447
33.186,-0.113974,2.061447
33.188,0.886026,2.061447
33.19,-0.113974,-0.938553
33.192,-0.113974,1.061447
33.194,1.886026,-0.938553
33.196,-0.113974,0.061447
33.198,0.886026,0.061447
33.2,0.886026,1.061447
33.202,-0.113974,0.061447
33.204,0.886026,0.061447
33.206,0.886026,0.061447
33.208,-1.113974,0.061447
33.21,-0.113974,2.061447
33.212,0.886026,3.061447
33.214,-1.113974,-0.938553
33.216,-1.113974,0.061447
33.218,-1.113974,0.061447
33.22,0.886026,1.061447
33.222,-0.113974,0.061447
33.224,1.886026,0.061447
33.226,-1.113974,0.061447
33.228,-0.113974,2.061447
33.23,1.886026,1.061447
33.232,-0.113974,-1.938553
33.234,-0.113974,0.061447
33.236,0.886026,2.061447
33.238,-0.113974,-0.938553
33.24,-0.113974,2.061447
33.242,-2.113974,0.061447
33.244,0.886026,0.061447
33.246,-0.113974,1.061447
33.248,0.886026,1.061447
33.25,-0.113974,1.061447
33.252,-1.113974,1.061447
33.254,-0.113974,0.061447
33.256,-0.113974,-0.938553
33.258,0.886026,-1.938553
33.26,0.886026,0.061447
33.262,0.886026,0.061447
33.264,0.886026,0.061447
33.266,-1.113974,3.061447
33.268,-1.113974,0.061447
33.27,-1.113974,0.061447
33.272,-1.113974,-0.938553
33.274,-1.113974,1.061447
33.276,-1.113974,1.061447
33.278,-1.113974,-0.938553
33.28,0.886026,-0.938553
33.282,-0.113974,1.061447
