ForceDecks Raw Data Export,1.0
Weight,84.54
Frequency,500
Recording Date,2024-03-11T15:40:01
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 2)"
Analysis Date,2024-03-11T15:40:27
AthleteId,41e5656a-cbbc-402c-9ba6-cee5e1b11b36

Time,Left,Right
33.954,2.317413,1.842786
33.956,-1.682587,1.842786
33.958,0.317413,1.842786
33.96,1.317413,1.842786
33.962,0.317413,2.842786
33.964,1.317413,1.842786
33.966,-0.682587,1.842786
33.968,3.317413,0.842786
33.97,-0.682587,0.842786
33.972,1.317413,1.842786
33.974,-0.682587,0.842786
33.976,-0.682587,0.842786
33.978,1.317413,1.842786
33.98,-0.682587,1.842786
33.982,1.317413,3.842786
33.984,-0.682587,2.842786
33.986,0.317413,0.842786
33.988,-1.682587,0.842786
33.99,-1.682587,1.842786
33.992,0.317413,0.842786
33.994,0.317413,2.842786
33.996,1.317413,3.842786
33.998,1.317413,2.842786
34,1.317413,1.842786
34.002,0.317413,0.842786
34.004,1.317413,1.842786
34.006,-0.682587,0.842786
34.008,0.317413,2.842786
34.01,0.317413,2.842786
34.012,0.317413,1.842786
34.014,0.317413,1.842786
34.016,1.317413,0.842786
34.018,1.317413,3.842786
34.02,1.317413,1.842786
34.022,-1.682587,1.842786
34.024,0.317413,0.842786
34.026,0.317413,-0.157214
34.028,-0.682587,2.842786
34.03,0.317413,-0.157214
34.032,0.317413,3.842786
34.034,0.317413,-0.157214
34.036,1.317413,1.842786
34.038,0.317413,0.842786
34.04,1.317413,3.842786
34.042,1.317413,-0.157214
34.044,-0.682587,2.842786
34.046,2.317413,1.842786
34.048,-0.682587,0.842786
34.05,-0.682587,0.842786
34.052,-0.682587,2.842786
34.054,-0.682587,1.842786
34.056,1.317413,0.842786
34.058,0.317413,1.842786
34.06,1.317413,1.842786
34.062,0.317413,1.842786
34.064,0.317413,2.842786
34.066,0.317413,0.842786
34.068,-0.682587,1.842786
34.07,2.317413,1.842786
34.072,-0.682587,3.842786
34.074,-0.682587,1.842786
34.076,-0.682587,0.842786
34.078,-0.682587,2.842786
34.08,-1.682587,1.842786
34.082,1.317413,2.842786
34.084,0.317413,-0.157214
34.086,1.317413,0.842786
34.088,0.317413,1.842786
34.09,1.317413,-0.157214
34.092,0.317413,1.842786
34.094,0.317413,2.842786
34.096,2.317413,0.842786
34.098,-0.682587,0.842786
34.1,0.317413,1.842786
34.102,-2.682587,-0.157214
34.104,0.317413,0.842786
34.106,-0.682587,1.842786
34.108,1.317413,1.842786
34.11,2.317413,0.842786
34.112,0.317413,1.842786
34.114,1.317413,-0.157214
34.116,1.317413,-0.157214
34.118,-0.682587,0.842786
34.12,0.317413,2.842786
34.122,0.317413,1.842786
34.124,0.317413,1.842786
34.126,0.317413,0.842786
34.128,0.317413,1.842786
34.13,0.317413,1.842786
34.132,-0.682587,1.842786
34.134,0.317413,1.842786
34.136,0.317413,0.842786
34.138,-0.682587,0.842786
34.14,-0.682587,0.842786
34.142,1.317413,1.842786
34.144,-1.682587,0.842786
34.146,1.317413,0.842786
34.148,-0.682587,1.842786
34.15,-0.682587,-1.157214
34.152,0.317413,1.842786
34.154,2.317413,2.842786
34.156,1.317413,0.842786
34.158,0.317413,2.842786
34.16,0.317413,2.842786
34.162,-0.682587,-1.157214
34.164,1.317413,2.842786
34.166,0.317413,3.842786
34.168,-2.682587,2.842786
34.17,-0.682587,-0.157214
34.172,2.317413,1.842786
34.174,-0.682587,2.842786
34.176,-0.682587,0.842786
34.178,-1.682587,0.842786
34.18,-0.682587,-0.157214
34.182,0.317413,3.842786
34.184,-0.682587,0.842786
34.186,2.317413,0.842786
34.188,0.317413,1.842786
34.19,0.317413,2.842786
34.192,-0.682587,1.842786
34.194,-0.682587,-0.157214
34.196,0.317413,0.842786
34.198,-0.682587,1.842786
34.2,0.317413,-1.157214
34.202,1.317413,0.842786
34.204,-2.682587,1.842786
34.206,-1.682587,2.842786
34.208,-0.682587,1.842786
34.21,0.317413,2.842786
34.212,0.317413,1.842786
34.214,-0.682587,1.842786
34.216,1.317413,1.842786
34.218,-0.682587,1.842786
34.22,-0.682587,1.842786
34.222,-1.682587,1.842786
34.224,0.317413,1.842786
34.226,1.317413,4.842786
34.228,0.317413,2.842786
34.23,-0.682587,1.842786
34.232,-0.682587,2.842786
34.234,3.317413,0.842786
34.236,0.317413,2.842786
34.238,2.317413,2.842786
34.24,0.317413,0.842786
34.242,1.317413,2.842786
34.244,1.317413,1.842786
34.246,-0.682587,0.842786
34.248,1.317413,0.842786
34.25,1.317413,0.842786
34.252,0.317413,3.842786
34.254,0.317413,1.842786
34.256,-0.682587,1.842786
34.258,-0.682587,2.842786
34.26,0.317413,1.842786
34.262,1.317413,1.842786
34.264,-0.682587,0.842786
34.266,0.317413,1.842786
34.268,2.317413,1.842786
34.27,0.317413,0.842786
34.272,1.317413,1.842786
34.274,1.317413,2.842786
34.276,-0.682587,-0.157214
34.278,0.317413,0.842786
34.28,0.317413,2.842786
34.282,-1.682587,0.842786
34.284,1.317413,1.842786
34.286,-0.682587,3.842786
34.288,-1.682587,0.842786
34.29,-1.682587,0.842786
34.292,1.317413,0.842786
34.294,2.317413,-0.157214
34.296,0.317413,0.842786
34.298,-0.682587,1.842786
34.3,1.317413,0.842786
34.302,0.317413,0.842786
34.304,-0.682587,1.842786
34.306,-1.682587,2.842786
34.308,3.317413,2.842786
34.31,2.317413,1.842786
34.312,-0.682587,0.842786
34.314,-0.682587,-1.157214
34.316,-2.682587,0.842786
34.318,-4.682587,2.842786
34.32,0.317413,0.842786
34.322,2.317413,1.842786
34.324,3.317413,2.842786
34.326,3.317413,3.842786
34.328,0.317413,3.842786
34.33,-2.682587,1.842786
34.332,0.317413,-1.157214
34.334,-0.682587,0.842786
34.336,1.317413,0.842786
34.338,1.317413,3.842786
34.34,-0.682587,2.842786
34.342,-0.682587,2.842786
34.344,-0.682587,0.842786
34.346,-0.682587,0.842786
34.348,1.317413,2.842786
34.35,1.317413,-0.157214
34.352,1.317413,0.842786
34.354,1.317413,2.842786
34.356,3.317413,2.842786
34.358,-0.682587,2.842786
34.36,1.317413,2.842786
34.362,1.317413,0.842786
34.364,1.317413,0.842786
34.366,-0.682587,0.842786
34.368,-0.682587,0.842786
34.37,1.317413,1.842786
34.372,3.317413,1.842786
34.374,2.317413,0.842786
34.376,1.317413,1.842786
34.378,0.317413,1.842786
34.38,-0.682587,-1.157214
34.382,0.317413,-0.157214
34.384,2.317413,0.842786
34.386,0.317413,1.842786
34.388,2.317413,0.842786
34.39,0.317413,0.842786
34.392,-0.682587,1.842786
34.394,0.317413,2.842786
34.396,-0.682587,2.842786
34.398,2.317413,2.842786
34.4,1.317413,0.842786
34.402,1.317413,0.842786
34.404,-0.682587,2.842786
34.406,-1.682587,1.842786
34.408,1.317413,2.842786
34.41,0.317413,1.842786
34.412,-0.682587,0.842786
34.414,0.317413,0.842786
34.416,1.317413,2.842786
34.418,-0.682587,2.842786
34.42,1.317413,2.842786
34.422,-0.682587,0.842786
34.424,0.317413,0.842786
