ForceDecks Raw Data Export,1.0
Weight,84.65
Frequency,500
Recording Date,2024-03-11T15:33:31
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 4)"
Analysis Date,2024-03-11T15:33:49
AthleteId,41e5656a-cbbc-402c-9ba6-cee5e1b11b36

Time,Left,Right,,Acceleration,Velocity,Height,Power,Impulse
44.88,423.130639,410.75,,0,0,0,0,0
44.882,422.130639,409.75,,0,0,0,0,0
44.884,424.130639,410.75,,0,0,0,0,0
44.886,427.130639,410.75,,0,0,0,0,0
44.888,424.130639,409.75,,0,0,0,0,0
44.89,427.130639,408.75,,0,0,0,0,0
44.892,427.130639,408.75,,0,0,0,0,0
44.894,426.130639,409.75,,0,0,0,0,0
44.896,426.130639,409.75,,0,0,0,0,0
44.898,429.130639,408.75,,0,0,0,0,0
44.9,429.130639,408.75,,0,0,0,0,0
44.902,428.130639,407.75,,0,0,0,0,0
44.904,427.130639,407.75,,0,0,0,0,0
44.906,428.130639,408.75,,0,0,0,0,0
44.908,429.130639,407.75,,0,0,0,0,0
44.91,428.130639,407.75,,0,0,0,0,0
44.912,429.130639,405.75,,0,0,0,0,0
44.914,429.130639,404.75,,0,0,0,0,0
44.916,430.130639,404.75,,0,0,0,0,0
44.918,428.130639,404.75,,0,0,0,0,0
44.92,427.130639,406.75,,0,0,0,0,0
44.922,428.130639,403.75,,0,0,0,0,0
44.924,427.130639,405.75,,0,0,0,0,0
44.926,427.130639,402.75,,0,0,0,0,0
44.928,430.130639,403.75,,0,0,0,0,0
44.93,429.130639,404.75,,0,0,0,0,0
44.932,427.130639,399.75,,0,0,0,0,0
44.934,430.130639,402.75,,0,0,0,0,0
44.936,427.130639,400.75,,0,0,0,0,0
44.938,428.130639,403.75,,0,0,0,0,0
44.94,427.130639,401.75,,0,0,0,0,0
44.942,429.130639,400.75,,0,0,0,0,0
44.944,426.130639,399.75,,0,0,0,0,0
44.946,427.130639,399.75,,0,0,0,0,0
44.948,426.130639,398.75,,0,0,0,0,0
44.95,427.130639,398.75,,0,0,0,0,0
44.952,428.130639,398.75,,0,0,0,0,0
44.954,425.130639,397.75,,0,0,0,0,0
44.956,426.130639,397.75,,0,0,0,0,0
44.958,427.130639,396.75,,0,0,0,0,0
44.96,425.130639,392.75,,0,0,0,0,0
44.962,428.130639,395.75,,0,0,0,0,0
44.964,425.130639,393.75,,0,0,0,0,0
44.966,425.130639,394.75,,0,0,0,0,0
44.968,425.130639,392.75,,0,0,0,0,0
44.97,424.130639,391.75,,0,0,0,0,0
44.972,423.130639,393.75,,0,0,0,0,0
44.974,421.130639,391.75,,0,0,0,0,0
44.976,426.130639,391.75,,0,0,0,0,0
44.978,427.130639,392.75,,0,0,0,0,0
44.98,426.130639,391.75,,0,0,0,0,0
44.982,424.130639,393.75,,0,0,0,0,0
44.984,425.130639,390.75,,0,0,0,0,0
44.986,426.130639,391.75,,0,0,0,0,0
44.988,426.130639,392.75,,0,0,0,0,0
44.99,424.130639,393.75,,0,0,0,0,0
44.992,424.130639,392.75,,0,0,0,0,0
44.994,425.130639,396.75,,0,0,0,0,0
44.996,423.130639,393.75,,0,0,0,0,0
44.998,425.130639,397.75,,0,0,0,0,0
45,424.130639,398.75,,0,0,0,0,0
45.002,424.130639,396.75,,0,0,0,0,0
45.004,424.130639,395.75,,0,0,0,0,0
45.006,425.130639,397.75,,0,0,0,0,0
45.008,425.130639,397.75,,0,0,0,0,0
45.01,424.130639,400.75,,0,0,0,0,0
45.012,426.130639,400.75,,0,0,0,0,0
45.014,426.130639,402.75,,0,0,0,0,0
45.016,425.130639,399.75,,0,0,0,0,0
45.018,427.130639,401.75,,0,0,0,0,0
45.02,426.130639,400.75,,0,0,0,0,0
45.022,425.130639,402.75,,0,0,0,0,0
45.024,426.130639,402.75,,0,0,0,0,0
45.026,429.130639,401.75,,0,0,0,0,0
45.028,428.130639,400.75,,0,0,0,0,0
45.03,429.130639,401.75,,0,0,0,0,0
45.032,431.130639,401.75,,0,0,0,0,0
45.034,433.130639,401.75,,0,0,0,0,0
45.036,430.130639,401.75,,0,0,0,0,0
45.038,431.130639,403.75,,0,0,0,0,0
45.04,433.130639,401.75,,0,0,0,0,0
45.042,432.130639,403.75,,0,0,0,0,0
45.044,433.130639,401.75,,0,0,0,0,0
45.046,434.130639,401.75,,0,0,0,0,0
45.048,434.130639,399.75,,0,0,0,0,0
45.05,434.130639,401.75,,0,0,0,0,0
45.052,433.130639,402.75,,0,0,0,0,0
45.054,433.130639,400.75,,0,0,0,0,0
45.056,435.130639,399.75,,0,0,0,0,0
45.058,435.130639,400.75,,0,0,0,0,0
45.06,436.130639,397.75,,0,0,0,0,0
45.062,433.130639,400.75,,0,0,0,0,0
45.064,435.130639,397.75,,0,0,0,0,0
45.066,433.130639,398.75,,0,0,0,0,0
45.068,436.130639,400.75,,0,0,0,0,0
45.07,434.130639,396.75,,0,0,0,0,0
45.072,434.130639,396.75,,0,0,0,0,0
45.074,434.130639,397.75,,0,0,0,0,0
45.076,432.130639,395.75,,0,0,0,0,0
45.078,434.130639,397.75,,0,0,0,0,0
45.08,434.130639,394.75,,0,0,0,0,0
45.082,434.130639,396.75,,0,0,0,0,0
45.084,434.130639,393.75,,0,0,0,0,0
45.086,433.130639,395.75,,0,0,0,0,0
45.088,431.130639,397.75,,0,0,0,0,0
45.09,433.130639,396.75,,0,0,0,0,0
45.092,434.130639,393.75,,0,0,0,0,0
45.094,433.130639,394.75,,0,0,0,0,0
45.096,434.130639,396.75,,0,0,0,0,0
45.098,433.130639,394.75,,0,0,0,0,0
45.1,433.130639,395.75,,0,0,0,0,0
45.102,435.130639,394.75,,0,0,0,0,0
45.104,432.130639,395.75,,0,0,0,0,0
45.106,434.130639,394.75,,0,0,0,0,0
45.108,434.130639,393.75,,0,0,0,0,0
45.11,434.130639,393.75,,0,0,0,0,0
45.112,434.130639,394.75,,0,0,0,0,0
45.114,433.130639,396.75,,0,0,0,0,0
45.116,437.130639,395.75,,0,0,0,0,0
45.118,435.130639,395.75,,0,0,0,0,0
