ForceDecks Raw Data Export,1.0
Weight,84.65
Frequency,500
Recording Date,2024-03-11T15:33:31
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 2)"
Analysis Date,2024-03-11T15:33:49
AthleteId,41e5656a-cbbc-402c-9ba6-cee5e1b11b36

Time,Left,Right,,Acceleration,Velocity,Height,Power,Impulse
23.844,577.130639,245.75,,0,0,0,0,0
23.846,576.130639,248.75,,0,0,0,0,0
23.848,575.130639,248.75,,0,0,0,0,0
23.85,572.130639,248.75,,0,0,0,0,0
23.852,569.130639,252.75,,0,0,0,0,0
23.854,571.130639,250.75,,0,0,0,0,0
23.856,567.130639,253.75,,0,0,0,0,0
23.858,568.130639,256.75,,0,0,0,0,0
23.86,567.130639,256.75,,0,0,0,0,0
23.862,566.130639,258.75,,0,0,0,0,0
23.864,562.130639,258.75,,0,0,0,0,0
23.866,561.130639,260.75,,0,0,0,0,0
23.868,559.130639,262.75,,0,0,0,0,0
23.87,558.130639,264.75,,0,0,0,0,0
23.872,555.130639,264.75,,0,0,0,0,0
23.874,555.130639,264.75,,0,0,0,0,0
23.876,555.130639,268.75,,0,0,0,0,0
23.878,552.130639,268.75,,0,0,0,0,0
23.88,548.130639,271.75,,0,0,0,0,0
23.882,550.130639,272.75,,0,0,0,0,0
23.884,547.130639,274.75,,0,0,0,0,0
23.886,546.130639,276.75,,0,0,0,0,0
23.888,546.130639,279.75,,0,0,0,0,0
23.89,544.130639,280.75,,0,0,0,0,0
23.892,545.130639,281.75,,0,0,0,0,0
23.894,541.130639,287.75,,0,0,0,0,0
23.896,539.130639,285.75,,0,0,0,0,0
23.898,540.130639,290.75,,0,0,0,0,0
23.9,535.130639,291.75,,0,0,0,0,0
23.902,536.130639,293.75,,0,0,0,0,0
23.904,535.130639,295.75,,0,0,0,0,0
23.906,533.130639,299.75,,0,0,0,0,0
23.908,531.130639,300.75,,0,0,0,0,0
23.91,529.130639,303.75,,0,0,0,0,0
23.912,529.130639,305.75,,0,0,0,0,0
23.914,526.130639,308.75,,0,0,0,0,0
23.916,526.130639,311.75,,0,0,0,0,0
23.918,523.130639,309.75,,0,0,0,0,0
23.92,523.130639,314.75,,0,0,0,0,0
23.922,519.130639,318.75,,0,0,0,0,0
23.924,519.130639,317.75,,0,0,0,0,0
23.926,515.130639,319.75,,0,0,0,0,0
23.928,515.130639,323.75,,0,0,0,0,0
23.93,514.130639,324.75,,0,0,0,0,0
23.932,512.130639,326.75,,0,0,0,0,0
23.934,510.130639,327.75,,0,0,0,0,0
23.936,505.130639,330.75,,0,0,0,0,0
23.938,506.130639,332.75,,0,0,0,0,0
23.94,504.130639,333.75,,0,0,0,0,0
23.942,504.130639,334.75,,0,0,0,0,0
23.944,500.130639,336.75,,0,0,0,0,0
23.946,499.130639,339.75,,0,0,0,0,0
23.948,497.130639,339.75,,0,0,0,0,0
23.95,494.130639,341.75,,0,0,0,0,0
23.952,493.130639,340.75,,0,0,0,0,0
23.954,489.130639,343.75,,0,0,0,0,0
23.956,486.130639,344.75,,0,0,0,0,0
23.958,485.130639,343.75,,0,0,0,0,0
23.96,483.130639,347.75,,0,0,0,0,0
23.962,482.130639,348.75,,0,0,0,0,0
23.964,478.130639,350.75,,0,0,0,0,0
23.966,477.130639,350.75,,0,0,0,0,0
23.968,474.130639,352.75,,0,0,0,0,0
23.97,471.130639,354.75,,0,0,0,0,0
23.972,473.130639,356.75,,0,0,0,0,0
23.974,468.130639,357.75,,0,0,0,0,0
23.976,464.130639,361.75,,0,0,0,0,0
23.978,463.130639,360.75,,0,0,0,0,0
23.98,460.130639,363.75,,0,0,0,0,0
23.982,459.130639,366.75,,0,0,0,0,0
23.984,455.130639,368.75,,0,0,0,0,0
23.986,451.130639,370.75,,0,0,0,0,0
23.988,452.130639,374.75,,0,0,0,0,0
23.99,449.130639,378.75,,0,0,0,0,0
23.992,446.130639,381.75,,0,0,0,0,0
23.994,444.130639,384.75,,0,0,0,0,0
23.996,442.130639,384.75,,0,0,0,0,0
23.998,440.130639,393.75,,0,0,0,0,0
24,439.130639,392.75,,0,0,0,0,0
24.002,435.130639,396.75,,0,0,0,0,0
24.004,434.130639,403.75,,0,0,0,0,0
24.006,430.130639,404.75,,0,0,0,0,0
24.008,427.130639,406.75,,0,0,0,0,0
24.01,422.130639,411.75,,0,0,0,0,0
24.012,420.130639,414.75,,0,0,0,0,0
24.014,416.130639,417.75,,0,0,0,0,0
24.016,413.130639,421.75,,0,0,0,0,0
24.018,412.130639,425.75,,0,0,0,0,0
24.02,409.130639,426.75,,0,0,0,0,0
24.022,407.130639,428.75,,0,0,0,0,0
24.024,405.130639,432.75,,0,0,0,0,0
24.026,401.130639,435.75,,0,0,0,0,0
24.028,399.130639,438.75,,0,0,0,0,0
24.03,396.130639,443.75,,0,0,0,0,0
24.032,392.130639,445.75,,0,0,0,0,0
24.034,387.130639,447.75,,0,0,0,0,0
24.036,388.130639,450.75,,0,0,0,0,0
24.038,385.130639,450.75,,0,0,0,0,0
24.04,380.130639,453.75,,0,0,0,0,0
24.042,378.130639,457.75,,0,0,0,0,0
24.044,375.130639,462.75,,0,0,0,0,0
24.046,373.130639,464.75,,0,0,0,0,0
24.048,370.130639,464.75,,0,0,0,0,0
24.05,365.130639,466.75,,0,0,0,0,0
24.052,362.130639,468.75,,0,0,0,0,0
24.054,361.130639,470.75,,0,0,0,0,0
24.056,359.130639,470.75,,0,0,0,0,0
24.058,356.130639,475.75,,0,0,0,0,0
24.06,353.130639,477.75,,0,0,0,0,0
24.062,351.130639,478.75,,0,0,0,0,0
24.064,349.130639,481.75,,0,0,0,0,0
24.066,345.130639,483.75,,0,0,0,0,0
24.068,344.130639,484.75,,0,0,0,0,0
24.07,341.130639,488.75,,0,0,0,0,0
24.072,341.130639,490.75,,0,0,0,0,0
24.074,336.130639,492.75,,0,0,0,0,0
24.076,336.130639,493.75,,0,0,0,0,0
24.078,334.130639,496.75,,0,0,0,0,0
24.08,333.130639,498.75,,0,0,0,0,0
24.082,331.130639,498.75,,0,0,0,0,0
24.084,327.130639,503.75,,0,0,0,0,0
24.086,326.130639,503.75,,0,0,0,0,0
24.088,325.130639,508.75,,0,0,0,0,0
24.09,320.130639,508.75,,0,0,0,0,0
24.092,322.130639,511.75,,0,0,0,0,0
24.094,317.130639,512.75,,0,0,0,0,0
24.096,315.130639,515.75,,0,0,0,0,0
24.098,315.130639,515.75,,0,0,0,0,0
24.1,314.130639,518.75,,0,0,0,0,0
24.102,312.130639,522.75,,0,0,0,0,0
24.104,311.130639,523.75,,0,0,0,0,0
24.106,308.130639,526.75,,0,0,0,0,0
24.108,305.130639,530.75,,0,0,0,0,0
24.11,304.130639,528.75,,0,0,0,0,0
24.112,302.130639,532.75,,0,0,0,0,0
24.114,300.130639,536.75,,0,0,0,0,0
24.116,300.130639,537.75,,0,0,0,0,0
24.118,297.130639,538.75,,0,0,0,0,0
24.12,295.130639,542.75,,0,0,0,0,0
24.122,293.130639,544.75,,0,0,0,0,0
24.124,292.130639,546.75,,0,0,0,0,0
24.126,289.130639,547.75,,0,0,0,0,0
