ForceDecks Raw Data Export,1.0
Weight,84.65
Frequency,500
Recording Date,2024-03-11T15:33:31
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 1)"
Analysis Date,2024-03-11T15:33:49
AthleteId,41e5656a-cbbc-402c-9ba6-cee5e1b11b36

Time,Left,Right,,Acceleration,Velocity,Height,Power,Impulse
12.338,404.130639,426.75,,0,0,0,0,0
12.34,401.130639,426.75,,0,0,0,0,0
12.342,403.130639,424.75,,0,0,0,0,0
12.344,402.130639,427.75,,0,0,0,0,0
12.346,404.130639,426.75,,0,0,0,0,0
12.348,404.130639,426.75,,0,0,0,0,0
12.35,404.130639,425.75,,0,0,0,0,0
12.352,403.130639,424.75,,0,0,0,0,0
12.354,404.130639,424.75,,0,0,0,0,0
12.356,406.130639,427.75,,0,0,0,0,0
12.358,405.130639,427.75,,0,0,0,0,0
12.36,405.130639,428.75,,0,0,0,0,0
12.362,405.130639,427.75,,0,0,0,0,0
12.364,405.130639,427.75,,0,0,0,0,0
12.366,405.130639,427.75,,0,0,0,0,0
12.368,405.130639,427.75,,0,0,0,0,0
12.37,405.130639,427.75,,0,0,0,0,0
12.372,406.130639,427.75,,0,0,0,0,0
12.374,405.130639,428.75,,0,0,0,0,0
12.376,403.130639,428.75,,0,0,0,0,0
12.378,405.130639,428.75,,0,0,0,0,0
12.38,405.130639,426.75,,0,0,0,0,0
12.382,405.130639,426.75,,0,0,0,0,0
12.384,405.130639,428.75,,0,0,0,0,0
12.386,403.130639,428.75,,0,0,0,0,0
12.388,405.130639,426.75,,0,0,0,0,0
12.39,402.130639,427.75,,0,0,0,0,0
12.392,402.130639,428.75,,0,0,0,0,0
12.394,403.130639,426.75,,0,0,0,0,0
12.396,402.130639,429.75,,0,0,0,0,0
12.398,401.130639,426.75,,0,0,0,0,0
12.4,405.130639,426.75,,0,0,0,0,0
12.402,404.130639,427.75,,0,0,0,0,0
12.404,404.130639,428.75,,0,0,0,0,0
12.406,401.130639,428.75,,0,0,0,0,0
12.408,402.130639,426.75,,0,0,0,0,0
12.41,401.130639,426.75,,0,0,0,0,0
12.412,402.130639,426.75,,0,0,0,0,0
12.414,404.130639,425.75,,0,0,0,0,0
12.416,402.130639,426.75,,0,0,0,0,0
12.418,402.130639,424.75,,0,0,0,0,0
12.42,404.130639,425.75,,0,0,0,0,0
