ForceDecks Raw Data Export,1.0
Weight,84.65
Frequency,500
Recording Date,2024-03-11T15:33:31
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 3)"
Analysis Date,2024-03-11T15:33:49
AthleteId,41e5656a-cbbc-402c-9ba6-cee5e1b11b36

Time,Left,Right,,Acceleration,Velocity,Height,Power,Impulse
35.492,479.130639,348.75,,0,0,0,0,0
35.494,478.130639,352.75,,0,0,0,0,0
35.496,478.130639,351.75,,0,0,0,0,0
35.498,477.130639,351.75,,0,0,0,0,0
35.5,478.130639,354.75,,0,0,0,0,0
35.502,476.130639,354.75,,0,0,0,0,0
35.504,477.130639,353.75,,0,0,0,0,0
35.506,475.130639,355.75,,0,0,0,0,0
35.508,477.130639,355.75,,0,0,0,0,0
35.51,475.130639,356.75,,0,0,0,0,0
35.512,478.130639,355.75,,0,0,0,0,0
35.514,474.130639,357.75,,0,0,0,0,0
35.516,477.130639,357.75,,0,0,0,0,0
35.518,472.130639,357.75,,0,0,0,0,0
35.52,473.130639,356.75,,0,0,0,0,0
35.522,472.130639,359.75,,0,0,0,0,0
35.524,471.130639,358.75,,0,0,0,0,0
35.526,470.130639,358.75,,0,0,0,0,0
35.528,470.130639,358.75,,0,0,0,0,0
35.53,468.130639,359.75,,0,0,0,0,0
35.532,472.130639,358.75,,0,0,0,0,0
35.534,470.130639,359.75,,0,0,0,0,0
35.536,470.130639,358.75,,0,0,0,0,0
35.538,470.130639,359.75,,0,0,0,0,0
35.54,467.130639,360.75,,0,0,0,0,0
35.542,467.130639,359.75,,0,0,0,0,0
35.544,468.130639,360.75,,0,0,0,0,0
35.546,467.130639,359.75,,0,0,0,0,0
35.548,467.130639,360.75,,0,0,0,0,0
35.55,467.130639,362.75,,0,0,0,0,0
35.552,465.130639,359.75,,0,0,0,0,0
35.554,466.130639,361.75,,0,0,0,0,0
35.556,464.130639,361.75,,0,0,0,0,0
35.558,464.130639,362.75,,0,0,0,0,0
35.56,461.130639,363.75,,0,0,0,0,0
35.562,462.130639,363.75,,0,0,0,0,0
