ForceDecks Raw Data Export,1.0
Weight,83.54
Frequency,500
Recording Date,2024-03-05T15:53:41
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 1)"
Analysis Date,2024-03-05T15:53:57
AthleteId,41e5656a-cbbc-402c-9ba6-cee5e1b11b36

Time,Left,Right,,Acceleration,Velocity,Height,Power,Impulse
10.954,387.831169,429.491651,,0,0,0,0,0
10.956,386.831169,428.491651,,0,0,0,0,0
10.958,385.831169,428.491651,,0,0,0,0,0
10.96,387.831169,427.491651,,0,0,0,0,0
10.962,389.831169,428.491651,,0,0,0,0,0
10.964,387.831169,426.491651,,0,0,0,0,0
10.966,386.831169,428.491651,,0,0,0,0,0
10.968,387.831169,427.491651,,0,0,0,0,0
10.97,387.831169,427.491651,,0,0,0,0,0
10.972,387.831169,429.491651,,0,0,0,0,0
10.974,389.831169,429.491651,,0,0,0,0,0
10.976,390.831169,429.491651,,0,0,0,0,0
10.978,388.831169,428.491651,,0,0,0,0,0
10.98,389.831169,427.491651,,0,0,0,0,0
10.982,388.831169,426.491651,,0,0,0,0,0
10.984,389.831169,431.491651,,0,0,0,0,0
10.986,389.831169,430.491651,,0,0,0,0,0
10.988,390.831169,430.491651,,0,0,0,0,0
10.99,391.831169,429.491651,,0,0,0,0,0
10.992,390.831169,427.491651,,0,0,0,0,0
10.994,391.831169,429.491651,,0,0,0,0,0
10.996,391.831169,428.491651,,0,0,0,0,0
10.998,391.831169,428.491651,,0,0,0,0,0
11,391.831169,428.491651,,0,0,0,0,0
11.002,392.831169,428.491651,,0,0,0,0,0
11.004,394.831169,427.491651,,0,0,0,0,0
11.006,393.831169,427.491651,,0,0,0,0,0
11.008,394.831169,426.491651,,0,0,0,0,0
11.01,395.831169,428.491651,,0,0,0,0,0
11.012,394.831169,428.491651,,0,0,0,0,0
11.014,391.831169,427.491651,,0,0,0,0,0
11.016,393.831169,425.491651,,0,0,0,0,0
11.018,393.831169,430.491651,,0,0,0,0,0
11.02,394.831169,428.491651,,0,0,0,0,0
11.022,394.831169,427.491651,,0,0,0,0,0
11.024,392.831169,426.491651,,0,0,0,0,0
11.026,392.831169,426.491651,,0,0,0,0,0
11.028,391.831169,426.491651,,0,0,0,0,0
11.03,393.831169,426.491651,,0,0,0,0,0
11.032,394.831169,426.491651,,0,0,0,0,0
11.034,392.831169,426.491651,,0,0,0,0,0
11.036,393.831169,424.491651,,0,0,0,0,0
11.038,392.831169,425.491651,,0,0,0,0,0
11.04,392.831169,427.491651,,0,0,0,0,0
11.042,393.831169,426.491651,,0,0,0,0,0
11.044,392.831169,427.491651,,0,0,0,0,0
11.046,390.831169,426.491651,,0,0,0,0,0
11.048,393.831169,426.491651,,0,0,0,0,0
11.05,393.831169,426.491651,,0,0,0,0,0
11.052,393.831169,424.491651,,0,0,0,0,0
11.054,390.831169,426.491651,,0,0,0,0,0
11.056,391.831169,427.491651,,0,0,0,0,0
11.058,392.831169,426.491651,,0,0,0,0,0
11.06,394.831169,426.491651,,0,0,0,0,0
11.062,394.831169,427.491651,,0,0,0,0,0
11.064,392.831169,424.491651,,0,0,0,0,0
11.066,393.831169,425.491651,,0,0,0,0,0
11.068,392.831169,424.491651,,0,0,0,0,0
11.07,393.831169,426.491651,,0,0,0,0,0
11.072,395.831169,424.491651,,0,0,0,0,0
11.074,393.831169,426.491651,,0,0,0,0,0
11.076,393.831169,424.491651,,0,0,0,0,0
11.078,392.831169,425.491651,,0,0,0,0,0
11.08,393.831169,425.491651,,0,0,0,0,0
11.082,393.831169,425.491651,,0,0,0,0,0
11.084,392.831169,425.491651,,0,0,0,0,0
11.086,394.831169,424.491651,,0,0,0,0,0
11.088,392.831169,427.491651,,0,0,0,0,0
11.09,395.831169,426.491651,,0,0,0,0,0
11.092,394.831169,426.491651,,0,0,0,0,0
11.094,395.831169,425.491651,,0,0,0,0,0
11.096,393.831169,427.491651,,0,0,0,0,0
11.098,395.831169,427.491651,,0,0,0,0,0
11.1,393.831169,426.491651,,0,0,0,0,0
11.102,394.831169,424.491651,,0,0,0,0,0
11.104,394.831169,424.491651,,0,0,0,0,0
11.106,395.831169,426.491651,,0,0,0,0,0
11.108,394.831169,426.491651,,0,0,0,0,0
11.11,394.831169,425.491651,,0,0,0,0,0
11.112,392.831169,426.491651,,0,0,0,0,0
11.114,394.831169,426.491651,,0,0,0,0,0
11.116,394.831169,426.491651,,0,0,0,0,0
11.118,394.831169,426.491651,,0,0,0,0,0
11.12,392.831169,424.491651,,0,0,0,0,0
11.122,395.831169,424.491651,,0,0,0,0,0
11.124,392.831169,426.491651,,0,0,0,0,0
11.126,394.831169,425.491651,,0,0,0,0,0
11.128,394.831169,426.491651,,0,0,0,0,0
11.13,393.831169,424.491651,,0,0,0,0,0
11.132,395.831169,424.491651,,0,0,0,0,0
11.134,394.831169,423.491651,,0,0,0,0,0
11.136,392.831169,424.491651,,0,0,0,0,0
11.138,394.831169,423.491651,,0,0,0,0,0
11.14,394.831169,422.491651,,0,0,0,0,0
11.142,392.831169,424.491651,,0,0,0,0,0
11.144,394.831169,424.491651,,0,0,0,0,0
11.146,394.831169,426.491651,,0,0,0,0,0
11.148,391.831169,425.491651,,0,0,0,0,0
11.15,390.831169,424.491651,,0,0,0,0,0
11.152,390.831169,426.491651,,0,0,0,0,0
11.154,389.831169,425.491651,,0,0,0,0,0
11.156,390.831169,426.491651,,0,0,0,0,0
11.158,392.831169,424.491651,,0,0,0,0,0
11.16,391.831169,425.491651,,0,0,0,0,0
11.162,391.831169,427.491651,,0,0,0,0,0
11.164,393.831169,426.491651,,0,0,0,0,0
11.166,391.831169,426.491651,,0,0,0,0,0
11.168,391.831169,426.491651,,0,0,0,0,0
11.17,394.831169,424.491651,,0,0,0,0,0
11.172,395.831169,426.491651,,0,0,0,0,0
11.174,391.831169,426.491651,,0,0,0,0,0
11.176,392.831169,426.491651,,0,0,0,0,0
11.178,392.831169,425.491651,,0,0,0,0,0
11.18,394.831169,427.491651,,0,0,0,0,0
11.182,390.831169,425.491651,,0,0,0,0,0
11.184,390.831169,427.491651,,0,0,0,0,0
11.186,392.831169,428.491651,,0,0,0,0,0
11.188,390.831169,426.491651,,0,0,0,0,0
11.19,392.831169,428.491651,,0,0,0,0,0
11.192,392.831169,426.491651,,0,0,0,0,0
11.194,392.831169,426.491651,,0,0,0,0,0
11.196,391.831169,426.491651,,0,0,0,0,0
11.198,391.831169,425.491651,,0,0,0,0,0
11.2,390.831169,427.491651,,0,0,0,0,0
11.202,392.831169,428.491651,,0,0,0,0,0
11.204,389.831169,427.491651,,0,0,0,0,0
11.206,390.831169,427.491651,,0,0,0,0,0
11.208,388.831169,427.491651,,0,0,0,0,0
11.21,390.831169,428.491651,,0,0,0,0,0
11.212,391.831169,427.491651,,0,0,0,0,0
11.214,391.831169,425.491651,,0,0,0,0,0
11.216,389.831169,426.491651,,0,0,0,0,0
11.218,391.831169,428.491651,,0,0,0,0,0
11.22,390.831169,426.491651,,0,0,0,0,0
11.222,393.831169,428.491651,,0,0,0,0,0
11.224,391.831169,426.491651,,0,0,0,0,0
11.226,393.831169,427.491651,,0,0,0,0,0
11.228,392.831169,429.491651,,0,0,0,0,0
11.23,391.831169,426.491651,,0,0,0,0,0
11.232,393.831169,427.491651,,0,0,0,0,0
11.234,391.831169,424.491651,,0,0,0,0,0
11.236,392.831169,426.491651,,0,0,0,0,0
11.238,393.831169,426.491651,,0,0,0,0,0
11.24,393.831169,426.491651,,0,0,0,0,0
11.242,393.831169,429.491651,,0,0,0,0,0
11.244,393.831169,427.491651,,0,0,0,0,0
11.246,391.831169,426.491651,,0,0,0,0,0
11.248,392.831169,427.491651,,0,0,0,0,0
11.25,394.831169,427.491651,,0,0,0,0,0
11.252,394.831169,427.491651,,0,0,0,0,0
11.254,393.831169,425.491651,,0,0,0,0,0
11.256,392.831169,426.491651,,0,0,0,0,0
11.258,394.831169,426.491651,,0,0,0,0,0
11.26,393.831169,423.491651,,0,0,0,0,0
11.262,395.831169,424.491651,,0,0,0,0,0
11.264,392.831169,426.491651,,0,0,0,0,0
11.266,391.831169,425.491651,,0,0,0,0,0
11.268,393.831169,424.491651,,0,0,0,0,0
11.27,393.831169,426.491651,,0,0,0,0,0
11.272,392.831169,421.491651,,0,0,0,0,0
11.274,394.831169,423.491651,,0,0,0,0,0
11.276,396.831169,423.491651,,0,0,0,0,0
11.278,394.831169,422.491651,,0,0,0,0,0
11.28,397.831169,422.491651,,0,0,0,0,0
11.282,394.831169,422.491651,,0,0,0,0,0
11.284,394.831169,418.491651,,0,0,0,0,0
11.286,394.831169,421.491651,,0,0,0,0,0
11.288,395.831169,421.491651,,0,0,0,0,0
11.29,394.831169,420.491651,,0,0,0,0,0
11.292,395.831169,421.491651,,0,0,0,0,0
11.294,395.831169,419.491651,,0,0,0,0,0
11.296,395.831169,420.491651,,0,0,0,0,0
11.298,395.831169,421.491651,,0,0,0,0,0
11.3,395.831169,422.491651,,0,0,0,0,0
11.302,395.831169,419.491651,,0,0,0,0,0
11.304,395.831169,420.491651,,0,0,0,0,0
11.306,395.831169,422.491651,,0,0,0,0,0
11.308,397.831169,420.491651,,0,0,0,0,0
11.31,394.831169,420.491651,,0,0,0,0,0
11.312,395.831169,421.491651,,0,0,0,0,0
11.314,398.831169,422.491651,,0,0,0,0,0
11.316,398.831169,422.491651,,0,0,0,0,0
11.318,398.831169,421.491651,,0,0,0,0,0
11.32,399.831169,423.491651,,0,0,0,0,0
11.322,397.831169,422.491651,,0,0,0,0,0
11.324,396.831169,422.491651,,0,0,0,0,0
11.326,397.831169,424.491651,,0,0,0,0,0
11.328,397.831169,423.491651,,0,0,0,0,0
11.33,397.831169,421.491651,,0,0,0,0,0
11.332,396.831169,423.491651,,0,0,0,0,0
11.334,396.831169,425.491651,,0,0,0,0,0
11.336,399.831169,425.491651,,0,0,0,0,0
11.338,395.831169,423.491651,,0,0,0,0,0
11.34,397.831169,423.491651,,0,0,0,0,0
11.342,398.831169,423.491651,,0,0,0,0,0
11.344,398.831169,422.491651,,0,0,0,0,0
11.346,396.831169,422.491651,,0,0,0,0,0
11.348,396.831169,421.491651,,0,0,0,0,0
11.35,397.831169,423.491651,,0,0,0,0,0
11.352,398.831169,424.491651,,0,0,0,0,0
11.354,395.831169,422.491651,,0,0,0,0,0
11.356,396.831169,423.491651,,0,0,0,0,0
11.358,396.831169,423.491651,,0,0,0,0,0
11.36,398.831169,421.491651,,0,0,0,0,0
11.362,397.831169,420.491651,,0,0,0,0,0
11.364,396.831169,419.491651,,0,0,0,0,0
11.366,394.831169,421.491651,,0,0,0,0,0
11.368,397.831169,422.491651,,0,0,0,0,0
11.37,394.831169,422.491651,,0,0,0,0,0
11.372,396.831169,422.491651,,0,0,0,0,0
