ForceDecks Raw Data Export,1.0
Weight,83.49
Frequency,500
Recording Date,2024-03-05T16:01:26
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 1)"
Analysis Date,2024-03-05T16:01:56
AthleteId,41e5656a-cbbc-402c-9ba6-cee5e1b11b36

Time,Left,Right
24.982,-2.559535,0.745402
24.984,-1.559535,0.745402
24.986,-1.559535,-0.254598
24.988,-0.559535,-0.254598
24.99,-1.559535,-0.254598
24.992,0.440465,1.745402
24.994,0.440465,-2.254598
24.996,-1.559535,-0.254598
24.998,-2.559535,1.745402
25,-1.559535,0.745402
25.002,-0.559535,0.745402
25.004,-1.559535,0.745402
25.006,2.440465,1.745402
25.008,1.440465,-0.254598
25.01,0.440465,1.745402
25.012,-0.559535,1.745402
25.014,0.440465,-1.254598
25.016,0.440465,0.745402
25.018,0.440465,-2.254598
25.02,1.440465,0.745402
25.022,0.440465,1.745402
25.024,-0.559535,-0.254598
25.026,0.440465,-0.254598
25.028,-1.559535,-0.254598
25.03,-0.559535,-2.254598
25.032,0.440465,1.745402
25.034,-0.559535,0.745402
25.036,-0.559535,-0.254598
25.038,1.440465,0.745402
25.04,-0.559535,0.745402
25.042,1.440465,2.745402
25.044,0.440465,-0.254598
25.046,0.440465,0.745402
25.048,0.440465,-0.254598
25.05,2.440465,0.745402
25.052,0.440465,-1.254598
25.054,-1.559535,-0.254598
25.056,-1.559535,-1.254598
25.058,-0.559535,-0.254598
25.06,1.440465,-1.254598
25.062,-0.559535,2.745402
25.064,1.440465,1.745402
25.066,0.440465,0.745402
25.068,-0.559535,0.745402
25.07,1.440465,2.745402
25.072,-0.559535,-0.254598
25.074,0.440465,-0.254598
25.076,-0.559535,2.745402
25.078,0.440465,-0.254598
25.08,-0.559535,0.745402
25.082,-0.559535,2.745402
25.084,0.440465,-1.254598
25.086,-0.559535,-0.254598
25.088,-0.559535,0.745402
25.09,0.440465,-1.254598
25.092,-0.559535,0.745402
25.094,0.440465,1.745402
25.096,-1.559535,1.745402
25.098,0.440465,1.745402
25.1,0.440465,0.745402
25.102,-0.559535,0.745402
25.104,0.440465,1.745402
25.106,-0.559535,0.745402
25.108,0.440465,-1.254598
25.11,-0.559535,0.745402
25.112,-0.559535,-0.254598
25.114,2.440465,-0.254598
25.116,-1.559535,-1.254598
25.118,-1.559535,0.745402
25.12,-0.559535,1.745402
25.122,0.440465,1.745402
25.124,0.440465,2.745402
25.126,0.440465,-0.254598
25.128,0.440465,-1.254598
25.13,-1.559535,0.745402
25.132,-0.559535,1.745402
25.134,-0.559535,0.745402
25.136,-0.559535,-0.254598
25.138,-3.559535,-0.254598
25.14,2.440465,-1.254598
