ForceDecks Raw Data Export,1.0
Weight,83.54
Frequency,500
Recording Date,2024-03-05T15:53:41
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 2)"
Analysis Date,2024-03-05T15:53:57
AthleteId,41e5656a-cbbc-402c-9ba6-cee5e1b11b36

Time,Left,Right,,Acceleration,Velocity,Height,Power,Impulse
22.714,405.831169,412.491651,,0,0,0,0,0
22.716,404.831169,410.491651,,0,0,0,0,0
22.718,404.831169,410.491651,,0,0,0,0,0
22.72,405.831169,409.491651,,0,0,0,0,0
22.722,404.831169,410.491651,,0,0,0,0,0
22.724,402.831169,409.491651,,0,0,0,0,0
22.726,403.831169,411.491651,,0,0,0,0,0
22.728,403.831169,409.491651,,0,0,0,0,0
22.73,403.831169,410.491651,,0,0,0,0,0
22.732,404.831169,411.491651,,0,0,0,0,0
22.734,404.831169,412.491651,,0,0,0,0,0
22.736,404.831169,411.491651,,0,0,0,0,0
22.738,403.831169,410.491651,,0,0,0,0,0
22.74,406.831169,413.491651,,0,0,0,0,0
22.742,404.831169,410.491651,,0,0,0,0,0
22.744,402.831169,410.491651,,0,0,0,0,0
22.746,404.831169,410.491651,,0,0,0,0,0
22.748,403.831169,410.491651,,0,0,0,0,0
22.75,405.831169,412.491651,,0,0,0,0,0
22.752,405.831169,412.491651,,0,0,0,0,0
22.754,405.831169,412.491651,,0,0,0,0,0
22.756,408.831169,415.491651,,0,0,0,0,0
22.758,406.831169,412.491651,,0,0,0,0,0
22.76,409.831169,411.491651,,0,0,0,0,0
22.762,406.831169,414.491651,,0,0,0,0,0
22.764,407.831169,413.491651,,0,0,0,0,0
22.766,407.831169,413.491651,,0,0,0,0,0
22.768,408.831169,414.491651,,0,0,0,0,0
22.77,410.831169,414.491651,,0,0,0,0,0
22.772,409.831169,416.491651,,0,0,0,0,0
22.774,409.831169,411.491651,,0,0,0,0,0
22.776,411.831169,411.491651,,0,0,0,0,0
22.778,414.831169,411.491651,,0,0,0,0,0
22.78,413.831169,411.491651,,0,0,0,0,0
22.782,410.831169,412.491651,,0,0,0,0,0
22.784,411.831169,410.491651,,0,0,0,0,0
22.786,413.831169,407.491651,,0,0,0,0,0
22.788,413.831169,410.491651,,0,0,0,0,0
22.79,413.831169,409.491651,,0,0,0,0,0
22.792,414.831169,409.491651,,0,0,0,0,0
22.794,414.831169,410.491651,,0,0,0,0,0
22.796,412.831169,409.491651,,0,0,0,0,0
22.798,410.831169,407.491651,,0,0,0,0,0
22.8,411.831169,409.491651,,0,0,0,0,0
22.802,412.831169,409.491651,,0,0,0,0,0
22.804,411.831169,407.491651,,0,0,0,0,0
22.806,411.831169,407.491651,,0,0,0,0,0
22.808,410.831169,409.491651,,0,0,0,0,0
22.81,408.831169,407.491651,,0,0,0,0,0
22.812,407.831169,406.491651,,0,0,0,0,0
22.814,407.831169,406.491651,,0,0,0,0,0
22.816,405.831169,406.491651,,0,0,0,0,0
22.818,404.831169,408.491651,,0,0,0,0,0
22.82,406.831169,405.491651,,0,0,0,0,0
22.822,402.831169,407.491651,,0,0,0,0,0
22.824,405.831169,407.491651,,0,0,0,0,0
22.826,404.831169,408.491651,,0,0,0,0,0
22.828,402.831169,405.491651,,0,0,0,0,0
22.83,404.831169,406.491651,,0,0,0,0,0
22.832,404.831169,408.491651,,0,0,0,0,0
22.834,403.831169,406.491651,,0,0,0,0,0
22.836,403.831169,408.491651,,0,0,0,0,0
22.838,401.831169,409.491651,,0,0,0,0,0
22.84,401.831169,406.491651,,0,0,0,0,0
22.842,403.831169,407.491651,,0,0,0,0,0
22.844,401.831169,408.491651,,0,0,0,0,0
22.846,403.831169,409.491651,,0,0,0,0,0
22.848,401.831169,409.491651,,0,0,0,0,0
22.85,400.831169,408.491651,,0,0,0,0,0
22.852,401.831169,408.491651,,0,0,0,0,0
22.854,402.831169,407.491651,,0,0,0,0,0
22.856,400.831169,409.491651,,0,0,0,0,0
22.858,398.831169,411.491651,,0,0,0,0,0
22.86,401.831169,412.491651,,0,0,0,0,0
22.862,401.831169,410.491651,,0,0,0,0,0
22.864,403.831169,410.491651,,0,0,0,0,0
22.866,402.831169,410.491651,,0,0,0,0,0
22.868,403.831169,411.491651,,0,0,0,0,0
22.87,403.831169,412.491651,,0,0,0,0,0
22.872,401.831169,409.491651,,0,0,0,0,0
22.874,404.831169,413.491651,,0,0,0,0,0
22.876,405.831169,413.491651,,0,0,0,0,0
22.878,404.831169,412.491651,,0,0,0,0,0
22.88,407.831169,412.491651,,0,0,0,0,0
22.882,410.831169,416.491651,,0,0,0,0,0
22.884,410.831169,415.491651,,0,0,0,0,0
22.886,411.831169,412.491651,,0,0,0,0,0
22.888,412.831169,412.491651,,0,0,0,0,0
22.89,413.831169,414.491651,,0,0,0,0,0
22.892,413.831169,412.491651,,0,0,0,0,0
22.894,413.831169,414.491651,,0,0,0,0,0
22.896,414.831169,413.491651,,0,0,0,0,0
22.898,415.831169,415.491651,,0,0,0,0,0
22.9,415.831169,412.491651,,0,0,0,0,0
22.902,414.831169,411.491651,,0,0,0,0,0
22.904,411.831169,413.491651,,0,0,0,0,0
22.906,414.831169,411.491651,,0,0,0,0,0
22.908,414.831169,411.491651,,0,0,0,0,0
22.91,414.831169,414.491651,,0,0,0,0,0
22.912,414.831169,411.491651,,0,0,0,0,0
22.914,413.831169,412.491651,,0,0,0,0,0
22.916,412.831169,410.491651,,0,0,0,0,0
22.918,409.831169,410.491651,,0,0,0,0,0
22.92,411.831169,410.491651,,0,0,0,0,0
22.922,408.831169,408.491651,,0,0,0,0,0
22.924,411.831169,409.491651,,0,0,0,0,0
22.926,409.831169,408.491651,,0,0,0,0,0
22.928,408.831169,409.491651,,0,0,0,0,0
22.93,405.831169,409.491651,,0,0,0,0,0
22.932,406.831169,410.491651,,0,0,0,0,0
22.934,404.831169,409.491651,,0,0,0,0,0
22.936,405.831169,406.491651,,0,0,0,0,0
22.938,404.831169,409.491651,,0,0,0,0,0
22.94,403.831169,410.491651,,0,0,0,0,0
22.942,402.831169,412.491651,,0,0,0,0,0
22.944,400.831169,410.491651,,0,0,0,0,0
22.946,401.831169,411.491651,,0,0,0,0,0
22.948,400.831169,412.491651,,0,0,0,0,0
22.95,401.831169,412.491651,,0,0,0,0,0
22.952,398.831169,413.491651,,0,0,0,0,0
22.954,398.831169,414.491651,,0,0,0,0,0
22.956,399.831169,414.491651,,0,0,0,0,0
22.958,398.831169,413.491651,,0,0,0,0,0
22.96,397.831169,415.491651,,0,0,0,0,0
22.962,395.831169,414.491651,,0,0,0,0,0
22.964,398.831169,417.491651,,0,0,0,0,0
22.966,397.831169,414.491651,,0,0,0,0,0
22.968,396.831169,415.491651,,0,0,0,0,0
22.97,399.831169,415.491651,,0,0,0,0,0
22.972,397.831169,416.491651,,0,0,0,0,0
22.974,397.831169,418.491651,,0,0,0,0,0
22.976,397.831169,417.491651,,0,0,0,0,0
22.978,397.831169,417.491651,,0,0,0,0,0
22.98,397.831169,418.491651,,0,0,0,0,0
22.982,398.831169,420.491651,,0,0,0,0,0
22.984,399.831169,418.491651,,0,0,0,0,0
22.986,400.831169,418.491651,,0,0,0,0,0
22.988,397.831169,419.491651,,0,0,0,0,0
22.99,400.831169,419.491651,,0,0,0,0,0
22.992,398.831169,419.491651,,0,0,0,0,0
22.994,400.831169,418.491651,,0,0,0,0,0
22.996,398.831169,422.491651,,0,0,0,0,0
22.998,399.831169,422.491651,,0,0,0,0,0
23,399.831169,421.491651,,0,0,0,0,0
23.002,398.831169,419.491651,,0,0,0,0,0
23.004,400.831169,419.491651,,0,0,0,0,0
23.006,401.831169,421.491651,,0,0,0,0,0
23.008,399.831169,420.491651,,0,0,0,0,0
23.01,400.831169,420.491651,,0,0,0,0,0
23.012,400.831169,421.491651,,0,0,0,0,0
23.014,401.831169,417.491651,,0,0,0,0,0
23.016,400.831169,419.491651,,0,0,0,0,0
23.018,400.831169,418.491651,,0,0,0,0,0
23.02,400.831169,419.491651,,0,0,0,0,0
23.022,398.831169,415.491651,,0,0,0,0,0
23.024,401.831169,416.491651,,0,0,0,0,0
23.026,399.831169,417.491651,,0,0,0,0,0
23.028,399.831169,415.491651,,0,0,0,0,0
23.03,398.831169,416.491651,,0,0,0,0,0
23.032,397.831169,414.491651,,0,0,0,0,0
23.034,399.831169,412.491651,,0,0,0,0,0
23.036,398.831169,416.491651,,0,0,0,0,0
23.038,396.831169,414.491651,,0,0,0,0,0
23.04,396.831169,414.491651,,0,0,0,0,0
23.042,397.831169,416.491651,,0,0,0,0,0
23.044,398.831169,414.491651,,0,0,0,0,0
23.046,396.831169,416.491651,,0,0,0,0,0
23.048,397.831169,414.491651,,0,0,0,0,0
23.05,396.831169,415.491651,,0,0,0,0,0
23.052,395.831169,414.491651,,0,0,0,0,0
23.054,398.831169,415.491651,,0,0,0,0,0
23.056,399.831169,414.491651,,0,0,0,0,0
23.058,398.831169,414.491651,,0,0,0,0,0
23.06,397.831169,415.491651,,0,0,0,0,0
23.062,400.831169,415.491651,,0,0,0,0,0
23.064,401.831169,414.491651,,0,0,0,0,0
23.066,401.831169,414.491651,,0,0,0,0,0
23.068,401.831169,414.491651,,0,0,0,0,0
23.07,403.831169,415.491651,,0,0,0,0,0
23.072,404.831169,413.491651,,0,0,0,0,0
23.074,403.831169,413.491651,,0,0,0,0,0
23.076,406.831169,414.491651,,0,0,0,0,0
23.078,405.831169,414.491651,,0,0,0,0,0
23.08,406.831169,415.491651,,0,0,0,0,0
23.082,405.831169,415.491651,,0,0,0,0,0
23.084,408.831169,413.491651,,0,0,0,0,0
23.086,407.831169,415.491651,,0,0,0,0,0
23.088,408.831169,415.491651,,0,0,0,0,0
23.09,408.831169,416.491651,,0,0,0,0,0
23.092,410.831169,415.491651,,0,0,0,0,0
23.094,408.831169,418.491651,,0,0,0,0,0
23.096,411.831169,416.491651,,0,0,0,0,0
23.098,410.831169,417.491651,,0,0,0,0,0
23.1,410.831169,420.491651,,0,0,0,0,0
23.102,411.831169,419.491651,,0,0,0,0,0
