ForceDecks Raw Data Export,1.0
Weight,83.49
Frequency,500
Recording Date,2024-03-05T16:01:26
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 4)"
Analysis Date,2024-03-05T16:01:56
AthleteId,41e5656a-cbbc-402c-9ba6-cee5e1b11b36

Time,Left,Right
93.854,1.440465,1.745402
93.856,0.440465,-0.254598
93.858,0.440465,-1.254598
93.86,-1.559535,0.745402
93.862,-0.559535,0.745402
93.864,-0.559535,-0.254598
93.866,0.440465,0.745402
93.868,0.440465,-0.254598
93.87,-1.559535,1.745402
93.872,-1.559535,2.745402
93.874,-0.559535,0.745402
93.876,0.440465,0.745402
93.878,0.440465,-1.254598
93.88,0.440465,-1.254598
93.882,-3.559535,0.745402
93.884,-1.559535,1.745402
93.886,-1.559535,-0.254598
93.888,-1.559535,5.745402
93.89,-0.559535,-0.254598
93.892,0.440465,1.745402
93.894,-0.559535,0.745402
93.896,0.440465,-1.254598
93.898,0.440465,0.745402
93.9,-0.559535,-1.254598
93.902,-0.559535,1.745402
93.904,1.440465,1.745402
93.906,-1.559535,0.745402
93.908,-2.559535,2.745402
93.91,1.440465,-0.254598
93.912,-1.559535,0.745402
93.914,-0.559535,-1.254598
93.916,-1.559535,0.745402
93.918,-0.559535,0.745402
93.92,-2.559535,2.745402
93.922,0.440465,-2.254598
93.924,1.440465,-0.254598
93.926,-0.559535,-1.254598
93.928,0.440465,-1.254598
93.93,0.440465,-0.254598
93.932,-0.559535,0.745402
93.934,0.440465,0.745402
93.936,0.440465,0.745402
93.938,-1.559535,0.745402
93.94,-0.559535,2.745402
93.942,-0.559535,0.745402
93.944,-1.559535,-0.254598
93.946,1.440465,-0.254598
93.948,1.440465,0.745402
93.95,-1.559535,-0.254598
93.952,-3.559535,2.745402
93.954,0.440465,-0.254598
93.956,0.440465,0.745402
93.958,-0.559535,2.745402
93.96,-0.559535,-1.254598
93.962,-0.559535,-0.254598
93.964,1.440465,2.745402
93.966,0.440465,-1.254598
